,learning_rate,hidden_size,l2,num_layer,physics_weight,y_max_bound,smooth_loss,genetics_embedding_size,last_fc_hidden_size,epochs,n_split,random_sees,trainable_parameters,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,validation_rMSE_std,train_rMSE_std,test_rMSE_std,train_shapeDTW_std,validation_shapeDTW_std,test_shapeDTW_std
3,0.001,5,1.0,1,0.0,False,False,5,5,2652.0,0.0,3.0,451.0,0.035,0.076,0.058,0.103,0.134,0.087,0.01,0.001,0.012,0.002,0.003,0.008
2,0.001,5,1.0,1,0.0,False,False,5,3,1618.0,0.0,3.0,431.0,0.038,0.077,0.065,0.111,0.139,0.098,0.014,0.006,0.016,0.012,0.013,0.017
0,0.001,5,1.0,1,0.0,False,False,3,3,2542.0,0.0,3.0,385.0,0.037,0.078,0.056,0.109,0.14,0.093,0.013,0.004,0.014,0.008,0.004,0.015
1,0.001,5,1.0,1,0.0,False,False,3,5,2122.0,0.0,3.0,401.0,0.039,0.08,0.068,0.113,0.136,0.096,0.013,0.007,0.02,0.013,0.008,0.01
