,r,Mmax
0,0.6430898904800415,0.934926450252533
0,0.5681761503219604,0.8907023668289185
0,0.5871595740318298,0.9068843126296997
0,0.6025686860084534,0.9366856813430786
0,0.5294740796089172,0.948009729385376
0,0.5613592267036438,0.9641563296318054
