,data_loss,physic_loss,
663,0.060293119,5.14E-10,8.069068956
664,0.060278077,5.28E-10,8.057184951
665,0.060262796,5.43E-10,8.045403462
666,0.06024728,5.59E-10,8.032613052
667,0.060231514,5.73E-10,8.021508315
668,0.060215484,5.89E-10,8.009574091
669,0.060199201,6.04E-10,7.998643913
670,0.060182642,6.20E-10,7.987116583
671,0.060165811,6.39E-10,7.973942066
672,0.060148679,6.58E-10,7.960853567
673,0.060131267,6.76E-10,7.949252861
674,0.060113538,6.97E-10,7.935458113
675,0.060095489,7.17E-10,7.923388583
676,0.060077131,7.39E-10,7.909807183
677,0.060058426,7.61E-10,7.897119039
678,0.060039386,7.84E-10,7.884334607
679,0.060019977,8.04E-10,7.872933776
680,0.060000189,8.33E-10,7.857397592
681,0.059980031,8.60E-10,7.843641824
682,0.059959475,8.87E-10,7.829762583
683,0.059938509,9.18E-10,7.814880137
684,0.059917118,9.40E-10,7.804529939
685,0.059895292,9.73E-10,7.789470219
686,0.059873007,1.00E-09,7.775246507
687,0.059850242,1.04E-09,7.760122811
688,0.059826989,1.08E-09,7.744445151
689,0.059803236,1.11E-09,7.729591342
690,0.05977894,1.15E-09,7.714784133
691,0.059754096,1.19E-09,7.699496066
692,0.059728689,1.24E-09,7.684165696
693,0.059702676,1.27E-09,7.670715113
694,0.059676051,1.32E-09,7.656846606
695,0.059648775,1.36E-09,7.641185858
696,0.059620824,1.42E-09,7.622467804
697,0.059592165,1.48E-09,7.605516182
698,0.059562769,1.54E-09,7.588331794
699,0.059532616,1.59E-09,7.572030281
700,0.059501644,1.65E-09,7.556495872
701,0.059469834,1.70E-09,7.542711492
702,0.059437141,1.77E-09,7.524944304
703,0.05940352,1.85E-09,7.50702071
704,0.059368923,1.92E-09,7.489373938
705,0.05933331,2.01E-09,7.469837826
706,0.059296615,2.09E-09,7.45210014
707,0.059258781,2.18E-09,7.43522355
708,0.05921977,2.25E-09,7.420456705
709,0.059179477,2.35E-09,7.401189492
710,0.059137862,2.45E-09,7.38206579
711,0.059094835,2.57E-09,7.362289064
712,0.059050307,2.67E-09,7.344036932
713,0.059004184,2.79E-09,7.325622648
714,0.058956388,2.90E-09,7.307950651
715,0.058906786,3.03E-09,7.288524847
716,0.058855273,3.16E-09,7.269819029
717,0.058801718,3.29E-09,7.251675384
718,0.05874598,3.44E-09,7.232093133
719,0.058687899,3.59E-09,7.213121179
720,0.058627304,3.75E-09,7.194127561
721,0.058564004,3.90E-09,7.176713707
722,0.058497779,4.06E-09,7.158907362
723,0.058428414,4.22E-09,7.141147753
724,0.058355626,4.39E-09,7.123704818
725,0.058279123,4.55E-09,7.107762044
726,0.058198579,4.70E-09,7.092637905
727,0.05811362,4.85E-09,7.078088696
728,0.058023829,4.98E-09,7.066445134
729,0.057928696,5.10E-09,7.055384772
730,0.057827711,5.19E-09,7.047346775
731,0.057720192,5.22E-09,7.043523867
732,0.057605438,5.21E-09,7.043613508
733,0.057482559,5.14E-09,7.048715061
734,0.05735058,4.97E-09,7.062176808
735,0.057208277,4.71E-09,7.084800264
736,0.057054266,4.27E-09,7.125769617
737,0.056886844,3.69E-09,7.188443437
738,0.056703921,2.95E-09,7.283655698
739,0.056502998,2.07E-09,7.436947934
740,0.056280915,1.09E-09,7.71441117
741,0.056033697,2.46E-10,8.357681787
742,0.055756323,6.75E-11,8.917159956
743,0.05544218,1.69E-09,7.517051114
744,0.055082481,7.52E-09,6.864532971
745,0.054665312,2.31E-08,6.374539405
746,0.054173891,6.06E-08,5.951519189
747,0.053583905,1.48E-07,5.558688674
748,0.052858431,3.55E-07,5.173492801
749,0.051938318,8.64E-07,4.778903189
750,0.050721865,2.22E-06,4.35960746
751,0.049015824,6.24E-06,3.895036182
752,0.046395738,2.07E-05,3.351129416
753,0.041671176,9.18E-05,2.657032104
754,0.0295684,0.000813779,1.560321498
755,0.243212596,9.08E-06,4.427942655
756,0.243971795,1.57E-05,4.19174063
757,0.244411141,1.97E-05,4.092593672
758,0.244714215,2.26E-05,4.033899181
759,0.244935602,2.48E-05,3.995370227
