,data_loss,physic_loss,
667,0.052135967,6.35E-10,7.914657775
668,0.052113175,6.54E-10,7.901303906
669,0.052089933,6.75E-10,7.887325434
670,0.052066229,6.98E-10,7.872890473
671,0.052042056,7.20E-10,7.858751048
672,0.052017398,7.43E-10,7.84504779
673,0.051992226,7.67E-10,7.831120473
674,0.051966514,7.93E-10,7.816357961
675,0.051940266,8.20E-10,7.801872895
676,0.051913444,8.48E-10,7.787138221
677,0.051886026,8.77E-10,7.772291399
678,0.051858,9.05E-10,7.758012727
679,0.051829331,9.38E-10,7.742565922
680,0.051799987,9.71E-10,7.727252779
681,0.051769957,1.00E-09,7.711922885
682,0.051739205,1.04E-09,7.696380155
683,0.051707689,1.08E-09,7.680521437
684,0.051675387,1.12E-09,7.664693029
685,0.051642254,1.16E-09,7.648253725
686,0.051608268,1.20E-09,7.631921588
687,0.051573381,1.25E-09,7.615806337
688,0.051537547,1.30E-09,7.599278519
689,0.051500726,1.35E-09,7.582994972
690,0.051462855,1.40E-09,7.56611715
691,0.051423892,1.45E-09,7.548842475
692,0.05138379,1.51E-09,7.531857099
693,0.05134248,1.57E-09,7.514395013
694,0.051299889,1.63E-09,7.496681947
695,0.051255953,1.70E-09,7.478884346
696,0.051210616,1.77E-09,7.461082113
697,0.051163767,1.84E-09,7.443031545
698,0.05111533,1.92E-09,7.425071643
699,0.051065214,2.00E-09,7.406723439
700,0.051013317,2.08E-09,7.388756911
701,0.050959516,2.17E-09,7.370206622
702,0.0509037,2.27E-09,7.351607718
703,0.050845716,2.36E-09,7.332565556
704,0.050785437,2.46E-09,7.314064855
705,0.050722696,2.57E-09,7.295483137
706,0.050657295,2.68E-09,7.276698307
707,0.05058907,2.79E-09,7.258246538
708,0.050517779,2.91E-09,7.239848708
709,0.050443199,3.03E-09,7.22184009
710,0.050365034,3.15E-09,7.203621286
711,0.050283018,3.27E-09,7.186238916
712,0.050196771,3.40E-09,7.168873952
713,0.050105952,3.53E-09,7.152385189
714,0.050010111,3.65E-09,7.136449263
715,0.049908772,3.77E-09,7.12182849
716,0.049801357,3.88E-09,7.108792433
717,0.049687259,3.97E-09,7.097766399
718,0.049565695,4.04E-09,7.088787962
719,0.049435865,4.09E-09,7.082525998
720,0.049296733,4.10E-09,7.079991959
721,0.049147125,4.07E-09,7.082092554
722,0.048985675,3.97E-09,7.091239545
723,0.04881072,3.79E-09,7.109484362
724,0.048620239,3.52E-09,7.140501613
725,0.048411835,3.12E-09,7.190830451
726,0.048182447,2.60E-09,7.268652278
727,0.047928385,1.94E-09,7.393455784
728,0.04764488,1.18E-09,7.607302639
729,0.04732585,4.31E-10,8.040683871
730,0.046963256,3.69E-12,10.1046226
731,0.046546396,5.99E-10,7.890416886
732,0.046060465,3.83E-09,7.080396885
733,0.04548448,1.34E-08,6.531427088
734,0.044787478,3.80E-08,6.071625395
735,0.043921605,9.93E-08,5.645883103
736,0.042808175,2.55E-07,5.225092452
737,0.041307088,6.76E-07,4.78617499
738,0.039138224,1.95E-06,4.302571248
739,0.035633899,6.63E-06,3.730356527
740,0.028644379,3.10E-05,2.965065086
741,0.272730052,7.10E-07,5.584565132
742,0.27390036,1.42E-06,5.285441869
743,0.274491936,1.83E-06,5.176037391
744,0.274884999,2.12E-06,5.112505894
745,0.275167346,2.34E-06,5.070375123
746,0.275378793,2.51E-06,5.040482168
747,0.275541693,2.64E-06,5.018396257
748,0.275669307,2.75E-06,5.001652631
749,0.275770485,2.83E-06,4.988752193
