,data_loss,physic_loss
0,0.3133161962032318,0.0005631251842714846
1,0.31223902106285095,0.0004532579332590103
2,0.31130683422088623,0.0003656924527604133
3,0.3105275332927704,0.00028986905817873776
4,0.3098923861980438,0.00022208176960702986
5,0.309381365776062,0.00018390158948022872
6,0.30898064374923706,0.00013414479326456785
7,0.3086666762828827,0.0001104248731280677
8,0.3084249496459961,8.878239168552682e-05
9,0.308235764503479,6.079349259380251e-05
10,0.3080857992172241,4.9981514166574925e-05
11,0.30796390771865845,4.081287625012919e-05
12,0.30786019563674927,2.393563227087725e-05
13,0.3077653646469116,2.061516534013208e-05
14,0.30767443776130676,1.8000278942054138e-05
15,0.3075837790966034,1.6029247490223497e-05
16,0.30749082565307617,1.4628238204750232e-05
17,0.3073941767215729,1.3723864867642988e-05
18,0.30729320645332336,1.325042740063509e-05
19,0.3071877062320709,1.3152652172720991e-05
20,0.30707836151123047,1.3385360034590121e-05
21,0.30696579813957214,1.718744169920683e-05
22,0.30685189366340637,1.84933978744084e-05
23,0.30673763155937195,2.355009019083809e-05
24,0.29586413502693176,0.0003219689824618399
25,0.2816251814365387,0.0011903062695637345
26,0.2632904350757599,0.0030021178536117077
27,0.2426144927740097,0.0057992092333734035
28,0.22069908678531647,0.009357641451060772
29,0.19834047555923462,0.013258787803351879
30,0.17614081501960754,0.0169772170484066
31,0.15456287562847137,0.019968926906585693
32,0.13396601378917694,0.021752463653683662
33,0.11463405191898346,0.021978354081511497
34,0.09679736196994781,0.020488442853093147
35,0.08064818382263184,0.017366662621498108
36,0.06634856015443802,0.012979746796190739
37,0.0540304109454155,0.0080012958496809
38,0.04378855228424072,0.00340972444973886
39,0.035666607320308685,0.00044555001659318805
40,0.029636818915605545,0.0004480800125747919
41,0.025571847334504128,0.004137753043323755
42,0.023208316415548325,0.010040968656539917
43,0.022129500284790993,0.015327990055084229
44,0.021843237802386284,0.018268434330821037
45,0.021922122687101364,0.0185049157589674
46,0.022083697840571404,0.01660671830177307
47,0.022184444591403008,0.013514568097889423
48,0.02217630110681057,0.01010729931294918
49,0.022063933312892914,0.006990819703787565
50,0.021874381229281425,0.0044697970151901245
51,0.021638959646224976,0.002617069985717535
52,0.021384021267294884,0.0013688732869923115
53,0.021127527579665184,0.0006037554703652859
54,0.02087881602346897,0.00019264248840045184
55,0.020639922469854355,2.3206563128042035e-05
56,0.02040739730000496,7.684081538172904e-06
57,0.020174074918031693,8.209619409171864e-05
58,0.01993054896593094,0.0002021171385422349
59,0.019666215404868126,0.00033835461363196373
60,0.019369972869753838,0.0004722030134871602
61,0.019030656665563583,0.0005926020676270127
62,0.018637187778949738,0.0006936566787771881
63,0.018178779631853104,0.0007729541976004839
64,0.01764519140124321,0.0008304058574140072
65,0.017027586698532104,0.0008674569544382393
66,0.01632038503885269,0.0008865838753990829
67,0.015525063499808311,0.000890972267370671
68,0.01465718261897564,0.0008843818795867264
69,0.013758058659732342,0.0008711808477528393
70,0.012911605648696423,0.000856543134432286
71,0.012260050512850285,0.0008465758292004466
72,0.011982898227870464,0.000846378447022289
73,0.01211590226739645,0.0008477595984004438
74,0.012241757474839687,0.0008126226020976901
75,0.01196211576461792,0.0007203131099231541
76,0.011392602697014809,0.0005959385889582336
77,0.010791494511067867,0.0004696626274380833
78,0.010315154679119587,0.0003580318298190832
79,0.010004162788391113,0.0002664458588697016
80,0.009828669019043446,0.00019464541401248425
81,0.009730609133839607,0.00014015928900334984
82,0.009651720523834229,9.992412378778681e-05
83,0.009547874331474304,7.09670566720888e-05
84,0.009393527172505856,5.0662016292335466e-05
85,0.009180947206914425,3.6813104088651016e-05
86,0.008917584083974361,2.766230500128586e-05
87,0.00862268265336752,2.1859752450836822e-05
88,0.00832276325672865,1.8405318769509904e-05
89,0.008045162074267864,1.6566849808441475e-05
90,0.007809777278453112,1.5778978195157833e-05
91,0.007621253374963999,1.554666414449457e-05
92,0.007465908769518137,1.539429104013834e-05
93,0.007317225448787212,1.4906150681781583e-05
94,0.007148769684135914,1.3838372979080305e-05
95,0.006946946494281292,1.2203395272081252e-05
96,0.006715515628457069,1.022947435558308e-05
97,0.006470543332397938,8.222795258916449e-06
98,0.0062309326604008675,6.434907845687121e-06
99,0.0060103475116193295,5.002478701499058e-06
100,0.005813536234200001,3.95704182665213e-06
101,0.005637018941342831,3.2656773782946402e-06
102,0.005472557153552771,2.8716492579405895e-06
103,0.005311297252774239,2.7203786885365844e-06
104,0.005146943964064121,2.7694979962689104e-06
105,0.004977290518581867,2.9871578135498567e-06
106,0.004804099909961224,3.3439607705076924e-06
107,0.004631823860108852,3.803826075454708e-06
108,0.004465707112103701,4.317003003961872e-06
109,0.004309843759983778,4.818206889467547e-06
110,0.004165783058851957,5.23136577612604e-06
111,0.00403213407844305,5.480918389366707e-06
112,0.0039053496439009905,5.507274181582034e-06
113,0.003781320294365287,5.281678568280768e-06
114,0.0036570613738149405,4.814347903447924e-06
115,0.003531715366989374,4.153399913775502e-06
116,0.003406472271308303,3.3731689654814545e-06
117,0.003283638274297118,2.5582439775462262e-06
118,0.003165400819852948,1.7874779132398544e-06
119,0.0030529035720974207,1.1225635034861625e-06
120,0.0029459637589752674,6.026609753462253e-07
121,0.002843397669494152,2.4501449047420465e-07
122,0.0027436790987849236,4.89240683521075e-08
123,0.0026456096675246954,1.7153835019101393e-09
124,0.002548722317442298,8.46834780077188e-08
