,ymax,r,data_loss,physic_loss
0,0.5947700142860413,0.2975899875164032,0.2736039459705353,1.2859584330726648e-07
1,0.6047700047492981,0.28758999705314636,0.2725988030433655,5.9156104725843765e-08
2,0.6146020293235779,0.2775876820087433,0.25718948245048523,1.4223367543308996e-06
3,0.6216759085655212,0.2741864323616028,0.22660353779792786,4.486557259042456e-08
4,0.6160528063774109,0.2680846154689789,0.24638709425926208,1.5351740785263248e-07
5,0.6125766634941101,0.2648792266845703,0.25011518597602844,2.299183734066901e-07
6,0.61031174659729,0.26329565048217773,0.2462799996137619,1.9759263523155825e-07
7,0.609304666519165,0.26327595114707947,0.2358561009168625,6.73073874413177e-11
8,0.6043038964271545,0.2583242952823639,0.2544257342815399,3.0688922834087864e-07
9,0.5998876690864563,0.25396525859832764,0.2665702998638153,9.372405656904448e-07
10,0.5959483981132507,0.25007981061935425,0.2720734477043152,1.0494442221897771e-07
11,0.5924183130264282,0.2465885430574417,0.27256324887275696,3.644372554845177e-08
12,0.5892447233200073,0.24342966079711914,0.2728741466999054,4.472879595596169e-08
13,0.5863842368125916,0.24056148529052734,0.2731524407863617,5.251214929558046e-08
14,0.5838005542755127,0.23794928193092346,0.27340152859687805,5.969038170405838e-08
15,0.5814629793167114,0.23556363582611084,0.27362433075904846,6.622030355174503e-08
16,0.5793452262878418,0.23337940871715546,0.27382367849349976,7.20976572665677e-08
17,0.5774244666099548,0.2313748598098755,0.27400198578834534,7.734238351986278e-08
18,0.5756809115409851,0.22953106462955475,0.2741614282131195,8.198859973163054e-08
19,0.5740970373153687,0.2278313934803009,0.274304062128067,8.607788686276764e-08
20,0.5726574659347534,0.2262611985206604,0.27443164587020874,8.965486131273792e-08
21,0.5713484883308411,0.22480745613574982,0.27454572916030884,9.276434411731316e-08
22,0.5701579451560974,0.22345860302448273,0.2746477425098419,9.544969543640036e-08
23,0.5690748691558838,0.2222042679786682,0.2747389078140259,9.775179705684423e-08
24,0.5680894255638123,0.2210351526737213,0.27482032775878906,9.970841574613587e-08
25,0.567192792892456,0.21994291245937347,0.27489298582077026,1.0135428283319926e-07
26,0.5663769841194153,0.2189200073480606,0.2749578356742859,1.0272083272866439e-07
27,0.5656347870826721,0.21795964241027832,0.27501553297042847,1.0383639619249153e-07
28,0.5649596452713013,0.21705566346645355,0.27506688237190247,1.0472663234395441e-07
29,0.5643455982208252,0.2162024974822998,0.275112509727478,1.0541425581322984e-07
30,0.5637872815132141,0.21539507806301117,0.27515295147895813,1.0591980981189408e-07
31,0.5632798075675964,0.21462883055210114,0.2751886248588562,1.0626154107740149e-07
32,0.562818706035614,0.21389959752559662,0.27522003650665283,1.0645585462043529e-07
33,0.5623998641967773,0.213203564286232,0.2752476632595062,1.0651725688148873e-07
34,0.5620196461677551,0.21253730356693268,0.27527177333831787,1.0645881047821605e-07
