,weight_physic,Trainable_Params,l2,ode_int,lr,hidden_size,num_layer,x_axis,validation_rMSE,train_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,n_split,validation_rMSE_std,train_rMSE_std,test_rMSE_std,train_shapeDTW_std,validation_shapeDTW_std,test_shapeDTW_std
1,2,111,1.0,False,0.001,3,1,W_2_TrP_111_l2_1.0_lr_0.001,0.0688,0.038400000000000004,0.0808,0.1272,0.1632,0.1068,0.3357787609100341,0.8183109402656555,0.0,0.004324349662087929,0.004560701700396551,0.007224956747275376,0.012477980605851254,0.014202112518917735,0.007224956747275379
9,9,111,1.0,False,0.001,3,1,W_9_TrP_111_l2_1.0_lr_0.001,0.0718,0.040600000000000004,0.0836,0.134,0.1674,0.1072,0.2760931134223938,0.8598825454711914,0.0,0.0061400325732035,0.007503332592921626,0.009555103348473003,0.01979898987322333,0.02124382263153221,0.011691877522451214
4,2,215,0.1,False,0.001,5,1,W_2_TrP_215_l2_0.1_lr_0.001,0.0744,0.032600000000000004,0.059199999999999996,0.11259999999999999,0.1492,0.0986,0.3798675358295441,0.9161571383476257,0.0,0.011414902540100812,0.0015165750888103116,0.02026573462769115,0.007368853370776219,0.011031772296417278,0.022255336438706114
8,9,111,0.1,False,0.001,3,1,W_9_TrP_111_l2_0.1_lr_0.001,0.0762,0.036,0.083,0.1226,0.1568,0.0998,0.28953665494918823,0.8968583941459656,0.0,0.010568822072492276,0.006204836822995426,0.022682592444427514,0.019243180610283735,0.010616025621672171,0.01169187752245122
0,2,111,0.1,False,0.001,3,1,W_2_TrP_111_l2_0.1_lr_0.001,0.0766,0.036199999999999996,0.07980000000000001,0.1216,0.153,0.0962,0.3818391919136047,0.8924379706382751,0.0,0.014380542409798035,0.006379655163094633,0.014652644812456211,0.019806564568344502,0.01391042774324355,0.008258329128825032
5,2,215,1.0,False,0.001,5,1,W_2_TrP_215_l2_1.0_lr_0.001,0.0766,0.0352,0.081,0.11760000000000001,0.1606,0.0988,0.3623758494853973,0.867735743522644,0.0,0.007893034904268448,0.0034928498393145962,0.008631338250816028,0.011653325705565777,0.009316651759081694,0.007049822692805825
13,9,215,1.0,False,0.001,5,1,W_9_TrP_215_l2_1.0_lr_0.001,0.0774,0.0364,0.0852,0.1216,0.16440000000000002,0.0998,0.2828819453716278,0.8889977693557739,0.0,0.009762171889492622,0.0029664793948382647,0.00396232255123179,0.008988882021697696,0.009659192512834602,0.005974947698515858
7,2,455,1.0,False,0.001,5,2,W_2_TrP_455_l2_1.0_lr_0.001,0.0914,0.034,0.0748,0.1116,0.1534,0.1014,0.3739038944244385,0.8955946922302246,0.0,0.003974921382870362,0.0012247448713915898,0.026668333281253252,0.0074363969770312776,0.01094531863400971,0.015598076804529463
12,9,215,0.1,False,0.001,5,1,W_9_TrP_215_l2_0.1_lr_0.001,0.09140000000000001,0.0372,0.055400000000000005,0.1242,0.156,0.093,0.2880586683750152,0.9059657692909241,0.0,0.019060430215501436,0.005718391382198319,0.01750142851312429,0.015319921670818028,0.012922847983320085,0.011874342087037918
10,9,207,0.1,False,0.001,3,2,W_9_TrP_207_l2_0.1_lr_0.001,0.0926,0.0334,0.0758,0.11379999999999998,0.14179999999999998,0.0908,0.284052175283432,0.9183764934539795,0.0,0.006024948132556828,0.0011401754250991395,0.013899640283115246,0.004266145801540303,0.0027748873851023152,0.007429670248402689
14,9,455,0.1,False,0.001,5,2,W_9_TrP_455_l2_0.1_lr_0.001,0.0962,0.03,0.067,0.1016,0.14279999999999998,0.094,0.28743974566459657,0.9254101753234864,0.0,0.024314604664686608,0.0028284271247461896,0.02316246964380093,0.011567194992737001,0.017426990560621768,0.009617692030835675
6,2,455,0.1,False,0.001,5,2,W_2_TrP_455_l2_0.1_lr_0.001,0.0974,0.0304,0.06620000000000001,0.101,0.144,0.09659999999999999,0.38169937729835507,0.9230775594711303,0.0,0.02500599928017275,0.0034351128074635337,0.025974987969198365,0.011811011811017716,0.02006240264773887,0.006268971207462995
11,9,207,1.0,False,0.001,3,2,W_9_TrP_207_l2_1.0_lr_0.001,0.1022,0.036,0.086,0.1186,0.16560000000000002,0.10200000000000001,0.28292415142059324,0.8881593942642212,0.0,0.007661592523751182,0.002121320343559643,0.018668154702594468,0.006655824516917492,0.008080841540334772,0.004743416490252566
2,2,207,0.1,False,0.001,3,2,W_2_TrP_207_l2_0.1_lr_0.001,0.10700000000000001,0.033,0.05620000000000001,0.1116,0.1442,0.0852,0.37942358851432795,0.9159142971038818,0.0,0.01356465996625054,0.0017320508075688774,0.03365560874505169,0.008173126696681016,0.012214745187681982,0.009934787365615833
15,9,455,1.0,False,0.001,5,2,W_9_TrP_455_l2_1.0_lr_0.001,0.1072,0.0334,0.0844,0.11100000000000002,0.1654,0.1042,0.2887587666511535,0.9058390259742737,0.0,0.027607969863791142,0.0018165902124584938,0.032129425765176696,0.007999999999999998,0.03415113468100291,0.017569860557215586
3,2,207,1.0,False,0.001,3,2,W_2_TrP_207_l2_1.0_lr_0.001,0.11359999999999999,0.036,0.0814,0.119,0.16699999999999998,0.09659999999999999,0.35960367918014524,0.8641536951065063,0.0,0.022567675999092148,0.002345207879911713,0.01892881401461803,0.00894427190999916,0.011423659658795852,0.00568330889535313
