,weight_physic,Trainable_Params,l2,ode_int,lr,hidden_size,num_layer,x_axis,validation_rMSE,train_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,n_split,validation_rMSE_std,train_rMSE_std,test_rMSE_std,train_shapeDTW_std,validation_shapeDTW_std,test_shapeDTW_std
1,2,111,1.0,False,0.001,3,1,W_2_TrP_111_l2_1.0_lr_0.001,0.044,0.0268,0.0424,0.1008,0.098,0.0708,0.3413880407810211,0.7395537376403809,0.0,0.00324037034920393,0.0027748873851023204,0.00403732584763727,0.008105553651663775,0.0055226805085936284,0.0024899799195977406
9,9,111,1.0,False,0.001,3,1,W_9_TrP_111_l2_1.0_lr_0.001,0.045,0.027200000000000002,0.0444,0.1024,0.0974,0.0706,0.28144071698188783,0.7737464427947998,0.0,0.002915475947422651,0.002683281572999747,0.002966479394838267,0.009126883367283707,0.0073006848993775915,0.003781534080237805
4,2,215,0.1,False,0.001,5,1,W_2_TrP_215_l2_0.1_lr_0.001,0.0514,0.024,0.0312,0.0898,0.1002,0.074,0.38530253171920775,0.8199626326560974,0.0,0.008792041856133309,0.0033166247903554003,0.005540758070878028,0.007293833011524192,0.0047644516998286346,0.005787918451395113
5,2,215,1.0,False,0.001,5,1,W_2_TrP_215_l2_1.0_lr_0.001,0.0518,0.023799999999999998,0.0356,0.09040000000000001,0.10300000000000001,0.0712,0.3674710690975189,0.7802021026611328,0.0,0.008555699854482972,0.0026832815729997484,0.007956129712366432,0.009343446901438459,0.011853269591129693,0.005069516742254627
12,9,215,0.1,False,0.001,5,1,W_9_TrP_215_l2_0.1_lr_0.001,0.052000000000000005,0.0246,0.030000000000000006,0.0856,0.092,0.0706,0.291922265291214,0.8238229036331177,0.0,0.013397761006974263,0.002302172886644267,0.010908712114635713,0.008384509526501834,0.007314369419163897,0.0035777087639996545
13,9,215,1.0,False,0.001,5,1,W_9_TrP_215_l2_1.0_lr_0.001,0.0526,0.024399999999999998,0.0358,0.0924,0.1008,0.0658,0.28910755515098574,0.8007290840148926,0.0,0.008619744775803982,0.002880972058177587,0.010473776778220931,0.009235799911215052,0.011562871615649806,0.0041472882706655445
0,2,111,0.1,False,0.001,3,1,W_2_TrP_111_l2_0.1_lr_0.001,0.054400000000000004,0.0262,0.046,0.0954,0.093,0.079,0.38780528306961054,0.7962619185447692,0.0,0.021232051243344346,0.002588435821108957,0.014781745499094485,0.008384509526501832,0.00891627725006351,0.014212670403551892
10,9,207,0.1,False,0.001,3,2,W_9_TrP_207_l2_0.1_lr_0.001,0.05500000000000001,0.0252,0.046400000000000004,0.093,0.09219999999999999,0.0732,0.2918770194053649,0.8227255702018738,0.0,0.008573214099741124,0.0019235384061671345,0.010784247771634328,0.008215838362577492,0.0035637059362410937,0.007155417527999327
8,9,111,0.1,False,0.001,3,1,W_9_TrP_111_l2_0.1_lr_0.001,0.056999999999999995,0.0256,0.0448,0.0938,0.0936,0.0784,0.293915206193924,0.8040954232215881,0.0,0.02034698994937581,0.0026076809620810596,0.01461848145328372,0.009523654760647302,0.006228964600958975,0.015420765220960985
7,2,455,1.0,False,0.001,5,2,W_2_TrP_455_l2_1.0_lr_0.001,0.058399999999999994,0.0264,0.0422,0.0876,0.0972,0.07880000000000001,0.3791958153247833,0.8051098704338073,0.0,0.02320129306741329,0.00904433524367601,0.0065345237010818145,0.011458621208504974,0.014446452851824913,0.005495452665613631
6,2,455,0.1,False,0.001,5,2,W_2_TrP_455_l2_0.1_lr_0.001,0.059199999999999996,0.0194,0.0356,0.0752,0.09159999999999999,0.0872,0.38749215602874754,0.8284494876861572,0.0,0.007661592523751183,0.0029664793948382647,0.009838699100999075,0.010848963084092412,0.008532291603080618,0.005495452665613631
3,2,207,1.0,False,0.001,3,2,W_2_TrP_207_l2_1.0_lr_0.001,0.0598,0.0264,0.0414,0.0964,0.1036,0.072,0.36420562267303463,0.7787707567214965,0.0,0.00584807660688538,0.0013416407864998742,0.006228964600958973,0.005727128425310544,0.010358571330062849,0.004847679857416324
2,2,207,0.1,False,0.001,3,2,W_2_TrP_207_l2_0.1_lr_0.001,0.06040000000000001,0.0248,0.0402,0.088,0.0982,0.0722,0.38865900635719297,0.8158193111419678,0.0,0.024541801074900758,0.0040865633483405115,0.014923136399564265,0.012288205727444504,0.02507389080298469,0.010034938963441676
15,9,455,1.0,False,0.001,5,2,W_9_TrP_455_l2_1.0_lr_0.001,0.0622,0.0248,0.0458,0.09179999999999999,0.0988,0.0782,0.29163870215415955,0.8168525695800781,0.0,0.016887865466067634,0.00303315017762062,0.007395944834840239,0.008700574693662482,0.0061400325732034996,0.006340346993658943
11,9,207,1.0,False,0.001,3,2,W_9_TrP_207_l2_1.0_lr_0.001,0.0638,0.026600000000000002,0.045399999999999996,0.097,0.1048,0.0726,0.28647401928901667,0.8031293749809265,0.0,0.004324349662087932,0.0011401754250991384,0.0027018512172212613,0.0040620192023179845,0.002167948338867881,0.0027018512172212587
14,9,455,0.1,False,0.001,5,2,W_9_TrP_455_l2_0.1_lr_0.001,0.06999999999999999,0.020399999999999998,0.0494,0.07880000000000001,0.09359999999999999,0.09259999999999999,0.2933191955089569,0.8284219741821289,0.0,0.013838352503098044,0.0018165902124584947,0.012720062892926277,0.006180614856144984,0.012895735729302147,0.010968135666557008
