,weight_physic,Trainable_Params,l2,ode_int,lr,hidden_size,num_layer,x_axis,validation_rMSE,train_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,n_split,validation_rMSE_std,train_rMSE_std,test_rMSE_std,train_shapeDTW_std,validation_shapeDTW_std,test_shapeDTW_std
1,2,111,1.0,False,0.001,3,1,W_2_TrP_111_l2_1.0_lr_0.001,0.11180000000000001,0.038400000000000004,0.0668,0.13399999999999998,0.2766,0.1442,0.33565746545791625,0.7920016407966614,0.0,0.0029495762407505278,0.002509980079602223,0.006220932405998311,0.009539392014169446,0.028518415103227602,0.010497618777608556
9,9,111,1.0,False,0.001,3,1,W_9_TrP_111_l2_1.0_lr_0.001,0.11279999999999998,0.0376,0.0674,0.13340000000000002,0.2726,0.15,0.27469019889831536,0.8387234449386597,0.0,0.006300793600809342,0.002073644135332772,0.004159326868617088,0.009633275663033838,0.027409852243308414,0.011937336386313321
5,2,215,1.0,False,0.001,5,1,W_2_TrP_215_l2_1.0_lr_0.001,0.1172,0.0348,0.062,0.1236,0.27,0.13540000000000002,0.3615067839622497,0.8388835906982421,0.0,0.010825894882179485,0.0025884358211089547,0.013209844813622909,0.007956129712366438,0.016431676725154977,0.010968135666557011
13,9,215,1.0,False,0.001,5,1,W_9_TrP_215_l2_1.0_lr_0.001,0.1186,0.034199999999999994,0.0748,0.11879999999999999,0.2554,0.14679999999999999,0.28356425762176507,0.8693915605545044,0.0,0.01657709262808168,0.0038987177379235854,0.015849290204927157,0.008258329128825034,0.012361229712289966,0.01112205017071941
7,2,455,1.0,False,0.001,5,2,W_2_TrP_455_l2_1.0_lr_0.001,0.1206,0.035199999999999995,0.0644,0.11320000000000001,0.2538,0.13879999999999998,0.3730402410030365,0.87061448097229,0.0,0.013520355024924454,0.006572670690061992,0.018769656363396746,0.011819475453673905,0.03279786578422443,0.018458060569843202
0,2,111,0.1,False,0.001,3,1,W_2_TrP_111_l2_0.1_lr_0.001,0.12079999999999999,0.0366,0.069,0.1252,0.2412,0.14140000000000003,0.3809384226799011,0.8641781330108642,0.0,0.027426264783962116,0.002792848008753786,0.022394195676558697,0.008074651695274545,0.025635912310662933,0.023995832971580703
10,9,207,0.1,False,0.001,3,2,W_9_TrP_207_l2_0.1_lr_0.001,0.1216,0.036,0.0722,0.1222,0.2242,0.13279999999999997,0.28612080216407776,0.8903463363647461,0.0,0.015059880477613365,0.0029154759474226497,0.017123083834403193,0.005403702434442517,0.00917605579756356,0.012153188881935477
6,2,455,0.1,False,0.001,5,2,W_2_TrP_455_l2_0.1_lr_0.001,0.122,0.032,0.0586,0.1096,0.2332,0.1162,0.37858058810234063,0.9006074666976929,0.0,0.021943108257491697,0.005000000000000001,0.01192895636675732,0.010285912696499026,0.02994494949069042,0.015270887335056861
8,9,111,0.1,False,0.001,3,1,W_9_TrP_111_l2_0.1_lr_0.001,0.1252,0.0346,0.063,0.12000000000000002,0.2378,0.13620000000000002,0.28487121462821957,0.8734715342521667,0.0,0.029794294755875653,0.003435112807463534,0.025377155080899043,0.008124038404635959,0.02145227260688247,0.021993180761317812
14,9,455,0.1,False,0.001,5,2,W_9_TrP_455_l2_0.1_lr_0.001,0.1322,0.03,0.053200000000000004,0.1038,0.2386,0.11879999999999999,0.2836274802684784,0.8995802283287049,0.0,0.011562871615649799,0.006595452979136461,0.016115210206509877,0.013989281611290838,0.010502380682492896,0.02014199592890437
12,9,215,0.1,False,0.001,5,1,W_9_TrP_215_l2_0.1_lr_0.001,0.1344,0.033,0.05739999999999999,0.11140000000000001,0.2584,0.1254,0.28396489620208737,0.8850215077400208,0.0,0.03070504844484047,0.0033911649915626335,0.0162265215003093,0.004449719092257401,0.030171178299827812,0.016056151469141043
11,9,207,1.0,False,0.001,3,2,W_9_TrP_207_l2_1.0_lr_0.001,0.1352,0.038,0.0708,0.1268,0.2528,0.1482,0.2810413300991058,0.8640371203422547,0.0,0.010059821071967429,0.0012247448713915896,0.009011104260855048,0.0043817804600413315,0.01634625339336206,0.005761944116355181
15,9,455,1.0,False,0.001,5,2,W_9_TrP_455_l2_1.0_lr_0.001,0.1376,0.034999999999999996,0.0626,0.1162,0.24500000000000002,0.1386,0.28612974286079407,0.8830097198486329,0.0,0.020069877926883372,0.0017320508075688757,0.01884940317357555,0.004969909455915668,0.018708286933869705,0.01732916616574497
4,2,215,0.1,False,0.001,5,1,W_2_TrP_215_l2_0.1_lr_0.001,0.13820000000000002,0.033800000000000004,0.0602,0.11340000000000001,0.267,0.1274,0.38055214285850525,0.8831577897071838,0.0,0.030375977350531467,0.0016431676725154973,0.019227584351654784,0.003577708763999667,0.03947784188630376,0.010644247272588139
3,2,207,1.0,False,0.001,3,2,W_2_TrP_207_l2_1.0_lr_0.001,0.1384,0.039,0.0696,0.1272,0.2524,0.1486,0.36089118123054503,0.8383056998252869,0.0,0.027042559050504074,0.001581138830084191,0.016516658257650068,0.004324349662087934,0.018501351301999536,0.008848728722251576
2,2,207,0.1,False,0.001,3,2,W_2_TrP_207_l2_0.1_lr_0.001,0.1464,0.0366,0.0528,0.11699999999999999,0.2452,0.1238,0.3804915130138397,0.8866323709487915,0.0,0.03621187650481537,0.002792848008753789,0.014498275759551548,0.004358898943540668,0.025626158510397137,0.011099549540409297
