,weight_physic,Trainable_Params,l2,ode_int,lr,hidden_size,num_layer,x_axis,validation_rMSE,train_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,n_split,validation_rMSE_std,train_rMSE_std,test_rMSE_std,train_shapeDTW_std,validation_shapeDTW_std,test_shapeDTW_std
1,2,111,1.0,False,0.001,3,1,W_2_TrP_111_l2_1.0_lr_0.001,0.08,0.028000000000000004,0.0546,0.09759999999999999,0.1772,0.0852,0.34048682451248163,0.7830761432647705,0.0,0.01124722187920199,0.007176350047203663,0.012601587201618688,0.019806564568344502,0.018873261509341734,0.011713240371477064
9,9,111,1.0,False,0.001,3,1,W_9_TrP_111_l2_1.0_lr_0.001,0.0884,0.026000000000000002,0.0646,0.09259999999999999,0.174,0.0886,0.2782708704471588,0.8297533512115478,0.0,0.030071581268699518,0.005049752469181041,0.013408952233489386,0.009181503144910423,0.010198039027185567,0.007503332592921629
5,2,215,1.0,False,0.001,5,1,W_2_TrP_215_l2_1.0_lr_0.001,0.09040000000000001,0.0256,0.0506,0.0868,0.18080000000000002,0.08059999999999999,0.36697961091995235,0.8299911499023438,0.0,0.020501219475923864,0.003911521443121588,0.018063775906493086,0.017166828478201793,0.009757048734120371,0.009607288899580362
13,9,215,1.0,False,0.001,5,1,W_9_TrP_215_l2_1.0_lr_0.001,0.095,0.027000000000000003,0.0548,0.0834,0.1694,0.0806,0.2886173248291016,0.8543164372444153,0.0,0.004847679857416332,0.005244044240850758,0.013572030061858835,0.007733045971672482,0.011104053313993046,0.009581231653602787
12,9,215,0.1,False,0.001,5,1,W_9_TrP_215_l2_0.1_lr_0.001,0.0988,0.0246,0.040600000000000004,0.0752,0.1572,0.0702,0.2904573202133179,0.8712129473686219,0.0,0.016392071254115508,0.0027018512172212587,0.014449913494550755,0.010825894882179485,0.012930583900195693,0.006496152707564684
4,2,215,0.1,False,0.001,5,1,W_2_TrP_215_l2_0.1_lr_0.001,0.1008,0.0262,0.036199999999999996,0.0746,0.16399999999999998,0.0726,0.38455854058265687,0.8694554567337036,0.0,0.03662239751845857,0.0031144823004794877,0.010871982339941506,0.009289779329994871,0.023537204591879655,0.008619744775803979
0,2,111,0.1,False,0.001,3,1,W_2_TrP_111_l2_0.1_lr_0.001,0.10400000000000001,0.028999999999999998,0.0618,0.0912,0.16519999999999999,0.08280000000000001,0.38761879205703736,0.846772313117981,0.0,0.04179114738793373,0.008031189202104506,0.03554855833926321,0.023263705637752558,0.0132740348048361,0.025965361541869594
14,9,455,0.1,False,0.001,5,2,W_9_TrP_455_l2_0.1_lr_0.001,0.1068,0.0288,0.0718,0.0886,0.15760000000000002,0.0912,0.2913177788257599,0.8731568217277527,0.0,0.03281310713724015,0.010825894882179487,0.029218145047213387,0.04075291400624009,0.02585149898942032,0.021076052761368768
8,9,111,0.1,False,0.001,3,1,W_9_TrP_111_l2_0.1_lr_0.001,0.1072,0.0252,0.074,0.0878,0.16219999999999998,0.0882,0.2966171562671661,0.8559171199798584,0.0,0.038440863673960275,0.005263078946776308,0.03388952640566109,0.01676901905300367,0.01642254547870092,0.02560663976393623
6,2,455,0.1,False,0.001,5,2,W_2_TrP_455_l2_0.1_lr_0.001,0.10979999999999998,0.043,0.0824,0.09459999999999999,0.1592,0.081,0.3857196748256683,0.8833120822906494,0.0,0.04554887484889172,0.03561600763701625,0.04988286278873738,0.047773423574200745,0.016238842323269234,0.007245688373094719
15,9,455,1.0,False,0.001,5,2,W_9_TrP_455_l2_1.0_lr_0.001,0.11099999999999999,0.026000000000000002,0.047,0.0732,0.1674,0.07880000000000001,0.2905340790748596,0.8712317943572998,0.0,0.026162950903902266,0.005338539126015655,0.025612496949731396,0.0022803508501982794,0.01843366485536721,0.014872793954062566
10,9,207,0.1,False,0.001,3,2,W_9_TrP_207_l2_0.1_lr_0.001,0.11259999999999999,0.0256,0.0546,0.0762,0.1526,0.0776,0.28808802366256714,0.8783137798309326,0.0,0.019552493447128422,0.003130495168499705,0.028840943119114528,0.005932958789676532,0.014842506526863983,0.015208550226763885
7,2,455,1.0,False,0.001,5,2,W_2_TrP_455_l2_1.0_lr_0.001,0.11539999999999999,0.03,0.0444,0.0742,0.173,0.0844,0.3772211253643036,0.8564091563224793,0.0,0.030451600943135978,0.006557438524302,0.022711230702011725,0.00481663783151692,0.025729360660537225,0.019705329228409254
11,9,207,1.0,False,0.001,3,2,W_9_TrP_207_l2_1.0_lr_0.001,0.11579999999999999,0.0254,0.061,0.08220000000000001,0.1698,0.0824,0.2841454207897186,0.8557882070541382,0.0,0.015466091943344968,0.0032863353450309973,0.03463379852109785,0.005118593556827887,0.018363006289820846,0.01798054504179448
2,2,207,0.1,False,0.001,3,2,W_2_TrP_207_l2_0.1_lr_0.001,0.1216,0.026000000000000002,0.0418,0.0756,0.1518,0.0662,0.38277760148048395,0.8768922567367554,0.0,0.020647033685253675,0.0022360679774997903,0.02854295009279875,0.008354639429682162,0.013065221008463654,0.013553597308463911
3,2,207,1.0,False,0.001,3,2,W_2_TrP_207_l2_1.0_lr_0.001,0.12940000000000002,0.028600000000000004,0.0504,0.08299999999999999,0.1772,0.0846,0.36163041591644285,0.8299888253211976,0.0,0.04127105523245075,0.0035777087639996628,0.023093289068471818,0.007106335201775944,0.02937175513992992,0.02204087112616014
