,weight_physic,Trainable_Params,l2,ode_int,lr,hidden_size,num_layer,x_axis,validation_rMSE,train_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,n_split,validation_rMSE_std,train_rMSE_std,test_rMSE_std,train_shapeDTW_std,validation_shapeDTW_std,test_shapeDTW_std
8,9,111,0.1,False,0.001,3,1,W_9_TrP_111_l2_0.1_lr_0.001,0.0698,0.027800000000000002,0.035199999999999995,0.1014,0.09219999999999999,0.10800000000000001,0.2983070611953735,0.8275700688362122,0.0,0.018157643018850218,0.009038805230781334,0.003114482300479487,0.019705329228409257,0.007596051605933175,0.0029154759474226545
5,2,215,1.0,False,0.001,5,1,W_2_TrP_215_l2_1.0_lr_0.001,0.0716,0.0264,0.0426,0.1038,0.1022,0.11080000000000001,0.3710732340812683,0.8067378163337707,0.0,0.013794926603646724,0.006308724118235003,0.003911521443121591,0.01924058211177615,0.010183319694480773,0.012437845472588896
0,2,111,0.1,False,0.001,3,1,W_2_TrP_111_l2_0.1_lr_0.001,0.0728,0.026000000000000002,0.0346,0.101,0.09280000000000001,0.1056,0.39122024178504944,0.820353877544403,0.0,0.014549914089093445,0.0066332495807108,0.003507135583350038,0.019170289512680818,0.009093954035511723,0.004615192303685728
1,2,111,1.0,False,0.001,3,1,W_2_TrP_111_l2_1.0_lr_0.001,0.0732,0.027000000000000003,0.039999999999999994,0.1056,0.094,0.10900000000000001,0.34270800948143,0.7621601700782776,0.0,0.004324349662087932,0.006819090848492926,0.006284902544988267,0.018022208521710097,0.016492422502470645,0.005385164807134509
4,2,215,0.1,False,0.001,5,1,W_2_TrP_215_l2_0.1_lr_0.001,0.0752,0.0232,0.0392,0.093,0.0894,0.1036,0.39192281365394593,0.8462159991264343,0.0,0.012537942414925977,0.0032710854467592255,0.0103053384223906,0.012589678312014171,0.013501851724856113,0.007266360849833981
13,9,215,1.0,False,0.001,5,1,W_9_TrP_215_l2_1.0_lr_0.001,0.0764,0.024399999999999998,0.037,0.0974,0.09559999999999999,0.1072,0.29193600416183474,0.831713593006134,0.0,0.016501515081955354,0.003049590136395383,0.004636809247747849,0.008648699324175864,0.012541929676090517,0.012949903474543736
9,9,111,1.0,False,0.001,3,1,W_9_TrP_111_l2_1.0_lr_0.001,0.07680000000000001,0.027000000000000003,0.038400000000000004,0.1062,0.0954,0.1096,0.28255645632743837,0.8038851380348205,0.0,0.0061806148561449736,0.005147815070493501,0.0015165750888103118,0.01623884232326923,0.017896927110540514,0.005727128425310546
12,9,215,0.1,False,0.001,5,1,W_9_TrP_215_l2_0.1_lr_0.001,0.0782,0.0224,0.037,0.0904,0.0886,0.1046,0.29575625658035276,0.8516598224639893,0.0,0.011322543883774532,0.001140175425099138,0.00845576726264388,0.00427784992724149,0.006767569726275454,0.0096591925128346
6,2,455,0.1,False,0.001,5,2,W_2_TrP_455_l2_0.1_lr_0.001,0.08180000000000001,0.019,0.035199999999999995,0.08120000000000001,0.089,0.1072,0.3937963426113128,0.8539586305618286,0.0,0.010256705123966462,0.0015811388300841893,0.009257429448826494,0.004381780460041332,0.005787918451395114,0.01634625339336204
14,9,455,0.1,False,0.001,5,2,W_9_TrP_455_l2_0.1_lr_0.001,0.08600000000000001,0.0196,0.0364,0.0832,0.089,0.11000000000000001,0.29993253350257876,0.8539799451828003,0.0,0.011313708498984755,0.0015165750888103116,0.008142481194328914,0.0047644516998286346,0.005700877125495693,0.017621010186706098
15,9,455,1.0,False,0.001,5,2,W_9_TrP_455_l2_1.0_lr_0.001,0.0896,0.026600000000000002,0.0512,0.097,0.09459999999999999,0.1162,0.2963561177253723,0.8431588292121888,0.0,0.019616319736382767,0.012660963628413124,0.01221474518768198,0.021621748310439656,0.006024948132556829,0.011670475568716128
2,2,207,0.1,False,0.001,3,2,W_2_TrP_207_l2_0.1_lr_0.001,0.0918,0.0206,0.0426,0.0868,0.0878,0.1034,0.3904573500156402,0.8478726744651794,0.0,0.011734564329364768,0.001816590212458495,0.010644247272588137,0.005263078946776305,0.016330952207388276,0.005176871642217917
10,9,207,0.1,False,0.001,3,2,W_9_TrP_207_l2_0.1_lr_0.001,0.094,0.0228,0.0332,0.09159999999999999,0.0876,0.0996,0.2942523837089538,0.847543203830719,0.0,0.006442049363362562,0.0021679483388678793,0.006610597552415364,0.004505552130427528,0.008820430828479983,0.007829431652425353
11,9,207,1.0,False,0.001,3,2,W_9_TrP_207_l2_1.0_lr_0.001,0.0994,0.029199999999999997,0.0464,0.10640000000000001,0.0958,0.11499999999999999,0.2902080774307251,0.8269964456558228,0.0,0.005727128425310543,0.00917605579756357,0.01103630372905712,0.016303373883954208,0.011388590782006349,0.00696419413859206
3,2,207,1.0,False,0.001,3,2,W_2_TrP_207_l2_1.0_lr_0.001,0.10540000000000001,0.024,0.0376,0.097,0.1008,0.10880000000000001,0.36606982350349426,0.8057554483413696,0.0,0.027391604553220317,0.0033166247903554007,0.0029664793948382647,0.00961769203083568,0.020547505931377663,0.0017888543819998344
7,2,455,1.0,False,0.001,5,2,W_2_TrP_455_l2_1.0_lr_0.001,0.10840000000000001,0.022,0.0446,0.08979999999999999,0.0962,0.11299999999999999,0.38494244217872614,0.8322606921195984,0.0,0.024825390228554314,0.0023452078799117144,0.00676756972627545,0.007726577508832742,0.019892209530366408,0.008455767262643882
