,weight_physic,Trainable_Params,l2,ode_int,lr,hidden_size,num_layer,x_axis,validation_rMSE,train_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,n_split,validation_rMSE_std,train_rMSE_std,test_rMSE_std,train_shapeDTW_std,validation_shapeDTW_std,test_shapeDTW_std
1,2,111,1.0,False,0.001,3,1,W_2_TrP_111_l2_1.0_lr_0.001,0.0506,0.0318,0.05700000000000001,0.11280000000000001,0.1002,0.0832,0.34256887435913086,0.7241083145141601,0.0,0.002701851217221257,0.002588435821108959,0.002549509756796392,0.005540758070878028,0.009148770409186144,0.005761944116355169
9,9,111,1.0,False,0.001,3,1,W_9_TrP_111_l2_1.0_lr_0.001,0.054000000000000006,0.031,0.05739999999999999,0.10979999999999998,0.0972,0.0862,0.28143023848533627,0.7655593395233155,0.0,0.004949747468305829,0.002549509756796394,0.006268971207462991,0.007328028384224505,0.008613942186943212,0.0028635642126552657
4,2,215,0.1,False,0.001,5,1,W_2_TrP_215_l2_0.1_lr_0.001,0.0612,0.026600000000000002,0.046799999999999994,0.09219999999999999,0.1038,0.1022,0.3854478299617767,0.810732614994049,0.0,0.0210047613649858,0.006542170893518451,0.01047377677822093,0.014635573101180563,0.01874033084019597,0.016828547174370104
5,2,215,1.0,False,0.001,5,1,W_2_TrP_215_l2_1.0_lr_0.001,0.0624,0.028200000000000003,0.054200000000000005,0.097,0.1028,0.09259999999999999,0.36749207973480225,0.7705419063568115,0.0,0.021477895613863106,0.003962322551231791,0.0058051701094799955,0.01450861812854691,0.019162463307205578,0.008080841540334767
0,2,111,0.1,False,0.001,3,1,W_2_TrP_111_l2_0.1_lr_0.001,0.0664,0.028800000000000003,0.063,0.0978,0.0928,0.0962,0.38759225606918335,0.7848857879638672,0.0,0.02982113344593058,0.003898717737923586,0.022237355957937088,0.011519548602267367,0.00898331787259028,0.025528415540334668
8,9,111,0.1,False,0.001,3,1,W_9_TrP_111_l2_0.1_lr_0.001,0.0692,0.028800000000000003,0.0624,0.0998,0.09359999999999999,0.095,0.29402351975440977,0.7931570410728455,0.0,0.029549957698785292,0.0036331804249169894,0.021743964679883016,0.011606032913963326,0.00896102672688794,0.02542636427018224
3,2,207,1.0,False,0.001,3,2,W_2_TrP_207_l2_1.0_lr_0.001,0.07239999999999999,0.0312,0.058199999999999995,0.1072,0.0974,0.0938,0.36493138074874876,0.767376160621643,0.0,0.013221195104830729,0.0027748873851023226,0.015023315213360866,0.008555699854482974,0.005366563145999494,0.00861394218694321
10,9,207,0.1,False,0.001,3,2,W_9_TrP_207_l2_0.1_lr_0.001,0.07239999999999999,0.0248,0.0648,0.08919999999999999,0.09159999999999999,0.1082,0.2927229106426239,0.8179772377014161,0.0,0.010945318634009703,0.005357238094391551,0.021718655575334308,0.013405222862750176,0.009370165420097982,0.019816659657974654
13,9,215,1.0,False,0.001,5,1,W_9_TrP_215_l2_1.0_lr_0.001,0.0754,0.027000000000000003,0.046200000000000005,0.09480000000000001,0.1052,0.0876,0.28948789834976196,0.7937469720840454,0.0,0.019230184606498193,0.004358898943540673,0.015073154945133416,0.013217412757419663,0.018726985876002585,0.007300684899377594
12,9,215,0.1,False,0.001,5,1,W_9_TrP_215_l2_0.1_lr_0.001,0.0764,0.029199999999999997,0.042800000000000005,0.09759999999999999,0.0988,0.0898,0.2929958164691925,0.8127557277679444,0.0,0.014876155417311287,0.0037013511046643504,0.01591225942473287,0.010089598604503546,0.010917875251164949,0.00715541752799933
7,2,455,1.0,False,0.001,5,2,W_2_TrP_455_l2_1.0_lr_0.001,0.0774,0.025,0.059399999999999994,0.0844,0.1,0.10640000000000001,0.3777683436870575,0.7977174282073974,0.0,0.03557808314116994,0.007176350047203661,0.008142481194328916,0.010310189135025603,0.014474114826130126,0.013240090634130867
11,9,207,1.0,False,0.001,3,2,W_9_TrP_207_l2_1.0_lr_0.001,0.07780000000000001,0.03,0.060399999999999995,0.1032,0.1044,0.0958,0.28734040856361387,0.7911971569061279,0.0,0.015754364474646378,0.002121320343559643,0.009071934744033382,0.008927485648266259,0.01828387267512001,0.010329569206893383
2,2,207,0.1,False,0.001,3,2,W_2_TrP_207_l2_0.1_lr_0.001,0.0794,0.0268,0.058600000000000006,0.0918,0.0964,0.1026,0.386718624830246,0.8140741348266601,0.0,0.015142654985173504,0.004711687595755898,0.02296301373948986,0.012111977542911814,0.015757537878742348,0.013575713609236166
6,2,455,0.1,False,0.001,5,2,W_2_TrP_455_l2_0.1_lr_0.001,0.0836,0.0232,0.0624,0.08120000000000001,0.096,0.1176,0.38503243327140807,0.8217910885810852,0.0,0.022187834504520713,0.003114482300479488,0.012621410380777583,0.006648308055437864,0.01494991638772605,0.011414902540100812
15,9,455,1.0,False,0.001,5,2,W_9_TrP_455_l2_1.0_lr_0.001,0.0854,0.026000000000000002,0.056799999999999996,0.0884,0.10700000000000001,0.1056,0.29015768766403194,0.8098775625228882,0.0,0.034997142740515255,0.006633249580710798,0.016468151080191125,0.010382677881933929,0.015475787540542157,0.011104053313993043
14,9,455,0.1,False,0.001,5,2,W_9_TrP_455_l2_0.1_lr_0.001,0.093,0.023,0.0774,0.0794,0.11499999999999999,0.1316,0.2924960374832153,0.8205125808715821,0.0,0.020844663585675827,0.0027386127875258315,0.021984085152673517,0.00776530746332687,0.022505554869853797,0.018270194306574845
