,weight_physic,Trainable_Params,l2,ode_int,lr,hidden_size,num_layer,x_axis,validation_rMSE,train_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,n_split,validation_rMSE_std,train_rMSE_std,test_rMSE_std,train_shapeDTW_std,validation_shapeDTW_std,test_shapeDTW_std
1,2,111,1.0,False,0.001,3,1,W_2_TrP_111_l2_1.0_lr_0.001,0.0386,0.0228,0.0438,0.08080000000000001,0.08940000000000001,0.06420000000000001,0.3533238649368286,0.6387286305427551,0.0,0.014690132742763084,0.0025884358211089578,0.012891857895586657,0.005495452665613636,0.009528903399657278,0.00630079360080935
9,9,111,1.0,False,0.001,3,1,W_9_TrP_111_l2_1.0_lr_0.001,0.0388,0.0228,0.0486,0.08199999999999999,0.089,0.0634,0.2946574985980987,0.670490837097168,0.0,0.015023315213360866,0.0027748873851023226,0.0063482280992415525,0.006123724356957947,0.008154753215150046,0.005272570530585629
12,9,215,0.1,False,0.001,5,1,W_9_TrP_215_l2_0.1_lr_0.001,0.0396,0.0222,0.0454,0.07680000000000001,0.0858,0.06459999999999999,0.3090516448020935,0.7081262469291687,0.0,0.0052249401910452525,0.0021679483388678793,0.015485477067239484,0.004381780460041333,0.0031937438845342607,0.007021395872616783
4,2,215,0.1,False,0.001,5,1,W_2_TrP_215_l2_0.1_lr_0.001,0.04,0.0232,0.0456,0.0756,0.0844,0.0656,0.40184940695762633,0.7109708189964294,0.0,0.010723805294763609,0.002774887385102322,0.015993748778819806,0.003361547262794325,0.005983310120660642,0.005412947441089745
0,2,111,0.1,False,0.001,3,1,W_2_TrP_111_l2_0.1_lr_0.001,0.041,0.0242,0.05620000000000001,0.08120000000000001,0.0868,0.07780000000000001,0.4024024844169617,0.6774310111999512,0.0,0.02079663434308542,0.00454972526643093,0.019879637823662685,0.011031772296417292,0.008671793355471519,0.021487205495363974
5,2,215,1.0,False,0.001,5,1,W_2_TrP_215_l2_1.0_lr_0.001,0.041,0.023799999999999998,0.039400000000000004,0.0736,0.089,0.0712,0.3795847952365875,0.6820242762565613,0.0,0.005291502622129179,0.0033466401061363026,0.013939153489362257,0.004827007354458867,0.008276472678623428,0.013827508813954885
13,9,215,1.0,False,0.001,5,1,W_9_TrP_215_l2_1.0_lr_0.001,0.041,0.022600000000000002,0.0398,0.0758,0.0884,0.0676,0.303280371427536,0.7000409007072449,0.0,0.0040620192023179775,0.002966479394838265,0.009364827814754522,0.005718391382198322,0.00944986772394196,0.008203657720797473
3,2,207,1.0,False,0.001,3,2,W_2_TrP_207_l2_1.0_lr_0.001,0.0486,0.0232,0.0422,0.0744,0.091,0.0676,0.3754991769790649,0.676295280456543,0.0,0.01258173279004128,0.002774887385102323,0.022353970564532824,0.004827007354458866,0.007999999999999997,0.011545561917897282
10,9,207,0.1,False,0.001,3,2,W_9_TrP_207_l2_0.1_lr_0.001,0.0502,0.023799999999999998,0.054000000000000006,0.0744,0.087,0.0656,0.30725848078727724,0.7078781604766846,0.0,0.006058052492344383,0.0024899799195977467,0.02187464285422736,0.005272570530585624,0.008514693182963199,0.005549774770204647
8,9,111,0.1,False,0.001,3,1,W_9_TrP_111_l2_0.1_lr_0.001,0.0518,0.022799999999999997,0.0534,0.0764,0.0886,0.0688,0.31177166700363157,0.6843385696411133,0.0,0.023177575369309016,0.0035637059362410932,0.01965451602049768,0.005224940191045259,0.008142481194328914,0.02300434741521698
11,9,207,1.0,False,0.001,3,2,W_9_TrP_207_l2_1.0_lr_0.001,0.05539999999999999,0.0218,0.0524,0.0752,0.0928,0.06760000000000001,0.30163822770118714,0.6936285018920898,0.0,0.017386776584519627,0.00216794833886788,0.02357541091900626,0.004816637831516916,0.004086563348340513,0.011480418110852925
2,2,207,0.1,False,0.001,3,2,W_2_TrP_207_l2_0.1_lr_0.001,0.055400000000000005,0.0258,0.044599999999999994,0.075,0.0838,0.0682,0.40222811698913574,0.7073564767837525,0.0,0.009316651759081697,0.004207136793592526,0.02319051530259731,0.002645751311064592,0.007463243262818119,0.009497368056467016
14,9,455,0.1,False,0.001,5,2,W_9_TrP_455_l2_0.1_lr_0.001,0.055400000000000005,0.0224,0.0514,0.068,0.0904,0.07680000000000001,0.3090086400508881,0.7078017234802246,0.0,0.02337306141693895,0.0016733200530681504,0.02651037532740719,0.001581138830084191,0.010549881515922349,0.015833508770957877
6,2,455,0.1,False,0.001,5,2,W_2_TrP_455_l2_0.1_lr_0.001,0.055600000000000004,0.0238,0.054000000000000006,0.06999999999999999,0.09140000000000001,0.08480000000000001,0.4027330458164215,0.7103105068206788,0.0,0.022744230037528207,0.0032710854467592255,0.02327015255644019,0.0023452078799117114,0.01277888884058391,0.014184498581197708
15,9,455,1.0,False,0.001,5,2,W_9_TrP_455_l2_1.0_lr_0.001,0.055600000000000004,0.022600000000000002,0.0502,0.071,0.0938,0.072,0.30628075599670407,0.7048516035079956,0.0,0.018146625030566983,0.00433589667773576,0.02702221308479378,0.0060415229867972825,0.009833615815151613,0.012825755338380658
7,2,455,1.0,False,0.001,5,2,W_2_TrP_455_l2_1.0_lr_0.001,0.05600000000000001,0.0248,0.045,0.0712,0.0928,0.072,0.39218752980232235,0.6975556969642639,0.0,0.019621416870348588,0.0054497706373754845,0.019274335267396383,0.007429670248402688,0.011497825881443855,0.011726039399558573
