,weight_physic,Trainable_Params,l2,ode_int,lr,hidden_size,num_layer,x_axis,validation_rMSE,train_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,n_split,validation_rMSE_std,train_rMSE_std,test_rMSE_std,train_shapeDTW_std,validation_shapeDTW_std,test_shapeDTW_std
9,9,111,1.0,False,0.001,3,1,W_9_TrP_111_l2_1.0_lr_0.001,0.0634,0.0354,0.0534,0.1048,0.1466,0.0972,0.2784390151500702,0.8201113224029541,0.0,0.007197221686178633,0.002880972058177586,0.007162401831787995,0.008700574693662479,0.011781341180018508,0.009497368056467009
1,2,111,1.0,False,0.001,3,1,W_2_TrP_111_l2_1.0_lr_0.001,0.0658,0.036,0.0526,0.1068,0.1478,0.0926,0.3395752370357513,0.7772937774658203,0.0,0.009121403400793107,0.004847679857416325,0.0040987803063838365,0.01215318888193547,0.014771594362153332,0.007893034904268448
4,2,215,0.1,False,0.001,5,1,W_2_TrP_215_l2_0.1_lr_0.001,0.0696,0.0316,0.037,0.0974,0.133,0.07880000000000001,0.3874970078468323,0.8742818236351013,0.0,0.025224987611493485,0.0023021728866442688,0.013228756555322952,0.012340988615179902,0.016537835408541226,0.01347961423780369
12,9,215,0.1,False,0.001,5,1,W_9_TrP_215_l2_0.1_lr_0.001,0.0696,0.0332,0.0398,0.0994,0.129,0.08080000000000001,0.2929121255874633,0.8704117059707641,0.0,0.02086384432457259,0.0023874672772626637,0.005932958789676531,0.009914635646356354,0.013729530217745985,0.009884331034521252
13,9,215,1.0,False,0.001,5,1,W_9_TrP_215_l2_1.0_lr_0.001,0.0718,0.034199999999999994,0.0494,0.0998,0.14479999999999998,0.0928,0.2892413318157196,0.8484397053718566,0.0,0.0104498803820905,0.0017888543819998312,0.006804410334481599,0.004816637831516917,0.011031772296417289,0.01025670512396647
5,2,215,1.0,False,0.001,5,1,W_2_TrP_215_l2_1.0_lr_0.001,0.0728,0.0322,0.042,0.0962,0.142,0.0868,0.36708484292030336,0.8279701948165894,0.0,0.009444575162494077,0.0010954451150103327,0.010024968827881712,0.004086563348340509,0.012144957801491118,0.010425929215182688
0,2,111,0.1,False,0.001,3,1,W_2_TrP_111_l2_0.1_lr_0.001,0.07339999999999999,0.0364,0.055400000000000005,0.1076,0.13999999999999999,0.0874,0.3899788200855255,0.8446710348129273,0.0,0.01719883716999495,0.008648699324175864,0.01718429515575195,0.02308246087400561,0.011135528725660033,0.008532291603080621
8,9,111,0.1,False,0.001,3,1,W_9_TrP_111_l2_0.1_lr_0.001,0.07680000000000001,0.033800000000000004,0.0486,0.0972,0.1322,0.0844,0.2949743509292602,0.8508661031723023,0.0,0.02132369573971642,0.004324349662087932,0.02599615356163292,0.010639548862616314,0.014956603892595401,0.015662056059151365
14,9,455,0.1,False,0.001,5,2,W_9_TrP_455_l2_0.1_lr_0.001,0.0812,0.028999999999999998,0.03319999999999999,0.0866,0.1326,0.0796,0.29612286686897277,0.8787440896034241,0.0,0.022398660674245677,0.001414213562373094,0.010059821071967434,0.003646916505762095,0.011588787684654512,0.01352035502492445
6,2,455,0.1,False,0.001,5,2,W_2_TrP_455_l2_0.1_lr_0.001,0.08199999999999999,0.028000000000000004,0.032600000000000004,0.0854,0.1246,0.0752,0.3881197512149811,0.8794917345046998,0.0,0.024657656011875907,0.00187082869338697,0.010784247771634328,0.004827007354458868,0.01209545369136686,0.009230384607371463
7,2,455,1.0,False,0.001,5,2,W_2_TrP_455_l2_1.0_lr_0.001,0.08220000000000001,0.032600000000000004,0.046,0.093,0.1386,0.0864,0.3807816624641418,0.8524271488189697,0.0,0.02843765109849968,0.0036469165057620946,0.027376997644007642,0.007778174593052022,0.008988882021697687,0.012157302332343307
10,9,207,0.1,False,0.001,3,2,W_9_TrP_207_l2_0.1_lr_0.001,0.0872,0.0324,0.0454,0.0942,0.1286,0.08120000000000001,0.2905315101146698,0.8688854813575745,0.0,0.004604345773288534,0.003049590136395381,0.015899685531481435,0.007155417527999328,0.011282730166054664,0.008871302046486744
11,9,207,1.0,False,0.001,3,2,W_9_TrP_207_l2_1.0_lr_0.001,0.09040000000000001,0.0366,0.05739999999999999,0.1042,0.1486,0.091,0.2873700141906738,0.8483549118041992,0.0,0.016102794788483147,0.007021395872616784,0.023776038357977133,0.01616168308066954,0.006913754406977438,0.006284902544988267
15,9,455,1.0,False,0.001,5,2,W_9_TrP_455_l2_1.0_lr_0.001,0.0908,0.0308,0.0462,0.0904,0.14379999999999998,0.0876,0.29493883848190305,0.8621434450149537,0.0,0.034259305305274365,0.0008366600265340763,0.025420464197177833,0.0031304951684997086,0.019266551326067666,0.009235799911215054
2,2,207,0.1,False,0.001,3,2,W_2_TrP_207_l2_0.1_lr_0.001,0.0954,0.031,0.04,0.0926,0.1296,0.0772,0.38717643618583675,0.8697781205177307,0.0,0.026482069405543065,0.0018708286933869726,0.020223748416156685,0.005941380311005179,0.004669047011971505,0.01211197754291181
3,2,207,1.0,False,0.001,3,2,W_2_TrP_207_l2_1.0_lr_0.001,0.10200000000000001,0.0346,0.0444,0.1002,0.151,0.0872,0.36289020776748654,0.8199256062507629,0.0,0.015620499351813309,0.003361547262794321,0.023114930239998565,0.008467585252006625,0.011999999999999999,0.016902662512160622
