,weight_physic,Trainable_Params,l2,ode_int,lr,hidden_size,num_layer,x_axis,validation_rMSE,train_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,n_split,validation_rMSE_std,train_rMSE_std,test_rMSE_std,train_shapeDTW_std,validation_shapeDTW_std,test_shapeDTW_std
4,0,215,0.1,False,0.001,5,1,W_0_TrP_215_l2_0.1_lr_0.001,0.0658,0.033,0.123,0.10800000000000001,0.151,0.1024,0.10000000149011609,0.800000011920929,0.0,0.01940876090841453,0.007810249675906654,0.04843552415324933,0.017406895185529205,0.01747855829294854,0.02532390175308694
5,0,215,1.0,False,0.001,5,1,W_0_TrP_215_l2_1.0_lr_0.001,0.0658,0.033,0.123,0.10800000000000001,0.151,0.1024,0.10000000149011609,0.800000011920929,0.0,0.01940876090841453,0.007810249675906654,0.04843552415324933,0.017406895185529205,0.01747855829294854,0.02532390175308694
0,0,111,0.1,False,0.001,3,1,W_0_TrP_111_l2_0.1_lr_0.001,0.06999999999999999,0.0306,0.096,0.1042,0.1558,0.0898,0.10000000149011609,0.800000011920929,0.0,0.027513632984395207,0.006618156843109719,0.008154753215150051,0.013026895255585653,0.015122830422906951,0.006534523701081822
1,0,111,1.0,False,0.001,3,1,W_0_TrP_111_l2_1.0_lr_0.001,0.06999999999999999,0.0306,0.096,0.1042,0.1558,0.0898,0.10000000149011609,0.800000011920929,0.0,0.027513632984395207,0.006618156843109719,0.008154753215150051,0.013026895255585653,0.015122830422906951,0.006534523701081822
2,0,207,0.1,False,0.001,3,2,W_0_TrP_207_l2_0.1_lr_0.001,0.076,0.0268,0.06799999999999999,0.0968,0.1522,0.0862,0.10000000149011609,0.800000011920929,0.0,0.016583123951777,0.004816637831516918,0.03148015247739439,0.009884331034521259,0.013498148021117566,0.0019235384061671319
3,0,207,1.0,False,0.001,3,2,W_0_TrP_207_l2_1.0_lr_0.001,0.076,0.0268,0.06799999999999999,0.0968,0.1522,0.0862,0.10000000149011609,0.800000011920929,0.0,0.016583123951777,0.004816637831516918,0.03148015247739439,0.009884331034521259,0.013498148021117566,0.0019235384061671319
6,0,455,0.1,False,0.001,5,2,W_0_TrP_455_l2_0.1_lr_0.001,0.0822,0.026000000000000002,0.124,0.094,0.1484,0.0882,0.10000000149011609,0.800000011920929,0.0,0.026051871333936834,0.004527692569068709,0.046113989200675325,0.011113055385446437,0.015224979474534597,0.0085848704125339
7,0,455,1.0,False,0.001,5,2,W_0_TrP_455_l2_1.0_lr_0.001,0.0822,0.026000000000000002,0.124,0.094,0.1484,0.0882,0.10000000149011609,0.800000011920929,0.0,0.026051871333936834,0.004527692569068709,0.046113989200675325,0.011113055385446437,0.015224979474534597,0.0085848704125339
