,weight_physic,Trainable_Params,l2,ode_int,lr,hidden_size,num_layer,x_axis,validation_rMSE,train_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,n_split,validation_rMSE_std,train_rMSE_std,test_rMSE_std,train_shapeDTW_std,validation_shapeDTW_std,test_shapeDTW_std
5,2,215,1.0,False,0.001,5,1,W_2_TrP_215_l2_1.0_lr_0.001,0.0498,0.0242,0.0382,0.08,0.13,0.07139999999999999,0.3885462462902069,0.6559200763702393,0.0,0.006058052492344384,0.0033466401061363026,0.006723094525588644,0.003082207001484491,0.006819090848492935,0.007092249290598858
4,2,215,0.1,False,0.001,5,1,W_2_TrP_215_l2_0.1_lr_0.001,0.0526,0.0242,0.035,0.08120000000000001,0.126,0.06939999999999999,0.41596850752830505,0.6761414766311645,0.0,0.007231873892705818,0.000447213595499958,0.009617692030835671,0.004764451699828639,0.007141428428542856,0.005594640292279741
0,2,111,0.1,False,0.001,3,1,W_2_TrP_111_l2_0.1_lr_0.001,0.053200000000000004,0.0242,0.0454,0.0824,0.1232,0.0728,0.4122414469718933,0.6568777322769165,0.0,0.01693221781102523,0.002489979919597747,0.01634931191212646,0.007536577472566708,0.005449770637375485,0.01813008549345534
9,9,111,1.0,False,0.001,3,1,W_9_TrP_111_l2_1.0_lr_0.001,0.05500000000000001,0.0246,0.036199999999999996,0.0828,0.1312,0.0706,0.3039358973503113,0.6454891920089721,0.0,0.016807736313971613,0.0013416407864998733,0.0040865633483405115,0.004658325879540849,0.005805170109480001,0.004277849927241486
1,2,111,1.0,False,0.001,3,1,W_2_TrP_111_l2_1.0_lr_0.001,0.05539999999999999,0.0248,0.0364,0.0842,0.13520000000000001,0.07139999999999999,0.3593201696872711,0.6192303776741028,0.0,0.01814662503056698,0.0013038404810405294,0.006308724118235001,0.004324349662087929,0.0072938330115241866,0.003361547262794317
12,9,215,0.1,False,0.001,5,1,W_9_TrP_215_l2_0.1_lr_0.001,0.0566,0.023799999999999998,0.038,0.0796,0.1196,0.068,0.32272731661796566,0.6768534779548645,0.0,0.005856620185738527,0.0008366600265340765,0.008660254037844387,0.003911521443121592,0.0069856996786291925,0.007176350047203663
13,9,215,1.0,False,0.001,5,1,W_9_TrP_215_l2_1.0_lr_0.001,0.0568,0.0246,0.041,0.082,0.1308,0.0678,0.3149366736412048,0.671916127204895,0.0,0.009121403400793105,0.0019493588689617934,0.013838352503098048,0.004301162633521313,0.00749666592559652,0.009833615815151617
8,9,111,0.1,False,0.001,3,1,W_9_TrP_111_l2_0.1_lr_0.001,0.0606,0.0232,0.0458,0.0796,0.1278,0.0722,0.32215119600296016,0.6628950476646424,0.0,0.017544229820656124,0.0013038404810405309,0.017049926686059386,0.004979959839195496,0.0042071367935925304,0.016574076143182164
14,9,455,0.1,False,0.001,5,2,W_9_TrP_455_l2_0.1_lr_0.001,0.0672,0.027000000000000003,0.048799999999999996,0.0814,0.11539999999999999,0.0842,0.32523463964462274,0.6805935502052307,0.0,0.03689444402616741,0.012884098726725128,0.01458423806717375,0.020791825316695982,0.018809572031282373,0.015974980438172685
3,2,207,1.0,False,0.001,3,2,W_2_TrP_207_l2_1.0_lr_0.001,0.06720000000000001,0.022799999999999997,0.039,0.07880000000000001,0.13540000000000002,0.07120000000000001,0.38516740202903743,0.6516221284866333,0.0,0.007791020472312984,0.0004472135954999582,0.014491376746189439,0.0010954451150103342,0.0044497190922574,0.008105553651663782
6,2,455,0.1,False,0.001,5,2,W_2_TrP_455_l2_0.1_lr_0.001,0.0702,0.0214,0.0396,0.0726,0.1244,0.0774,0.4172501444816589,0.6833964705467224,0.0,0.029303583398622084,0.0005477225575051644,0.01778482499211055,0.003361547262794316,0.010830512453249851,0.013575713609236165
7,2,455,1.0,False,0.001,5,2,W_2_TrP_455_l2_1.0_lr_0.001,0.0712,0.0226,0.041400000000000006,0.0772,0.13440000000000002,0.0696,0.4048894762992859,0.6715228796005249,0.0,0.02082546518087891,0.0005477225575051664,0.015630099167951557,0.002280350850198279,0.0032093613071762428,0.010526157893552617
10,9,207,0.1,False,0.001,3,2,W_9_TrP_207_l2_0.1_lr_0.001,0.0732,0.022600000000000002,0.0426,0.0764,0.124,0.0668,0.3210099220275878,0.6787606835365295,0.0,0.010709808588392227,0.0015165750888103088,0.009316651759081694,0.002073644135332773,0.006403124237432853,0.004086563348340511
11,9,207,1.0,False,0.001,3,2,W_9_TrP_207_l2_1.0_lr_0.001,0.075,0.0232,0.0458,0.07880000000000001,0.13240000000000002,0.0696,0.3133826494216919,0.6686541438102722,0.0,0.010908712114635712,0.0004472135954999585,0.014131525041551605,0.0013038404810405317,0.007300684899377601,0.005412947441089739
15,9,455,1.0,False,0.001,5,2,W_9_TrP_455_l2_1.0_lr_0.001,0.0756,0.022,0.0482,0.0758,0.1302,0.0702,0.3204516351222991,0.6776973724365234,0.0,0.02105469068877527,0.0007071067811865471,0.011755849607748479,0.001923538406167135,0.0062609903369994155,0.009576011695899292
2,2,207,0.1,False,0.001,3,2,W_2_TrP_207_l2_0.1_lr_0.001,0.0782,0.0226,0.037,0.0756,0.1266,0.0696,0.41508949995040895,0.6802938342094421,0.0,0.015401298646542765,0.0005477225575051664,0.015280706789936123,0.0029664793948382686,0.006107372593840995,0.008905054744357278
