,weight_physic,Trainable_Params,l2,ode_int,lr,hidden_size,num_layer,x_axis,validation_rMSE,train_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,n_split,validation_rMSE_std,train_rMSE_std,test_rMSE_std,train_shapeDTW_std,validation_shapeDTW_std,test_shapeDTW_std
5,2,215,1.0,False,0.001,5,1,W_2_TrP_215_l2_1.0_lr_0.001,0.0402,0.0264,0.0514,0.088,0.089,0.0902,0.3754409790039062,0.7243253588676453,0.0,0.003962322551231785,0.0013416407864998733,0.011907980517283359,0.002121320343559639,0.010392304845413258,0.006418722614352488
1,2,111,1.0,False,0.001,3,1,W_2_TrP_111_l2_1.0_lr_0.001,0.0416,0.029199999999999997,0.047599999999999996,0.09559999999999999,0.0944,0.08420000000000001,0.34912750124931335,0.6818665742874146,0.0,0.0026076809620810566,0.0031144823004794885,0.004037325847637268,0.007266360849833979,0.004037325847637274,0.013084341787036902
13,9,215,1.0,False,0.001,5,1,W_9_TrP_215_l2_1.0_lr_0.001,0.0416,0.0274,0.05500000000000001,0.0904,0.0888,0.0854,0.2982896387577057,0.7454395413398742,0.0,0.003781534080237805,0.0025099800796022265,0.011022703842524299,0.007231873892705815,0.006058052492344389,0.00986407623652616
4,2,215,0.1,False,0.001,5,1,W_2_TrP_215_l2_0.1_lr_0.001,0.0432,0.0262,0.045200000000000004,0.089,0.0856,0.1032,0.3954879939556121,0.7600174427032471,0.0,0.006340346993658945,0.0010954451150103316,0.01164903429473877,0.004183300132670381,0.013427583550289298,0.015990622251807456
9,9,111,1.0,False,0.001,3,1,W_9_TrP_111_l2_1.0_lr_0.001,0.0438,0.027800000000000002,0.051000000000000004,0.09119999999999999,0.092,0.0864,0.28861268758773806,0.7238897442817688,0.0,0.008671793355471519,0.0008366600265340768,0.005244044240850758,0.0027748873851023243,0.0025495097567963944,0.007368853370776217
8,9,111,0.1,False,0.001,3,1,W_9_TrP_111_l2_0.1_lr_0.001,0.0486,0.028999999999999998,0.0508,0.0934,0.087,0.0886,0.30375052690505977,0.7389569520950318,0.0,0.015093044755780724,0.005958187643906494,0.018253766734567422,0.015420765220960987,0.01131370849898476,0.02118490028298458
6,2,455,0.1,False,0.001,5,2,W_2_TrP_455_l2_0.1_lr_0.001,0.0494,0.023799999999999998,0.05500000000000001,0.08020000000000001,0.08940000000000001,0.11199999999999999,0.3981322348117828,0.7640363574028015,0.0,0.01709678332318685,0.0010954451150103337,0.017435595774162694,0.004549725266430936,0.007635443667528433,0.016140012391568974
0,2,111,0.1,False,0.001,3,1,W_2_TrP_111_l2_0.1_lr_0.001,0.0506,0.0288,0.049,0.0938,0.0884,0.09280000000000001,0.3977384150028228,0.7316036462783814,0.0,0.021582400237230338,0.0038340579025361626,0.019761072845369505,0.010986355173577813,0.007503332592921629,0.023509572518444488
2,2,207,0.1,False,0.001,3,2,W_2_TrP_207_l2_0.1_lr_0.001,0.0506,0.028200000000000003,0.05940000000000001,0.089,0.0786,0.086,0.39593353867530817,0.7543801188468933,0.0,0.014604793733565703,0.0013038404810405298,0.04479174031001698,0.0053385391260156595,0.005458937625582469,0.01007472083980494
14,9,455,0.1,False,0.001,5,2,W_9_TrP_455_l2_0.1_lr_0.001,0.0518,0.0228,0.046799999999999994,0.077,0.0854,0.10700000000000001,0.3026062071323395,0.759214448928833,0.0,0.014411800720243114,0.001643167672515499,0.012517987058628877,0.006123724356957951,0.014028542333400148,0.016867127793433006
7,2,455,1.0,False,0.001,5,2,W_2_TrP_455_l2_1.0_lr_0.001,0.055400000000000005,0.0252,0.045599999999999995,0.08180000000000001,0.0904,0.1024,0.38890355229377743,0.744474446773529,0.0,0.02169792616818483,0.0022803508501982764,0.011970797801316333,0.0063007936008093466,0.01254192967609052,0.022810085488660495
15,9,455,1.0,False,0.001,5,2,W_9_TrP_455_l2_1.0_lr_0.001,0.0566,0.0254,0.0496,0.084,0.091,0.1002,0.3009068608283996,0.7530107855796814,0.0,0.021208488866489284,0.0020736441353327723,0.015323185047502363,0.004358898943540671,0.009513148795220224,0.022796929617823543
10,9,207,0.1,False,0.001,3,2,W_9_TrP_207_l2_0.1_lr_0.001,0.05739999999999999,0.027600000000000003,0.0472,0.0864,0.0876,0.0868,0.30108274817466735,0.7556491136550904,0.0,0.008264381404557753,0.0030495901363953794,0.010848963084092413,0.00795612971236643,0.0032093613071762415,0.004764451699828634
3,2,207,1.0,False,0.001,3,2,W_2_TrP_207_l2_1.0_lr_0.001,0.0608,0.027800000000000002,0.049,0.0896,0.09459999999999999,0.0914,0.3722650110721588,0.7231178283691406,0.0,0.02024104740372889,0.001303840481040531,0.01664331697709324,0.0034351128074635306,0.016164776521808154,0.01474109900923266
12,9,215,0.1,False,0.001,5,1,W_9_TrP_215_l2_0.1_lr_0.001,0.061,0.0274,0.0438,0.0886,0.09140000000000001,0.10940000000000001,0.30220301151275636,0.7633094072341919,0.0,0.033128537546954884,0.0011401754250991393,0.014720733677368125,0.0077006493232713805,0.023617789905069443,0.03511837126063793
11,9,207,1.0,False,0.001,3,2,W_9_TrP_207_l2_1.0_lr_0.001,0.0628,0.027800000000000002,0.0518,0.0884,0.093,0.0854,0.297341924905777,0.7400016546249389,0.0,0.009038805230781332,0.0013038404810405309,0.017340703561274557,0.003361547262794319,0.005787918451395112,0.003781534080237809
