,weight_physic,Trainable_Params,l2,ode_int,lr,hidden_size,num_layer,x_axis,validation_rMSE,train_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,n_split,validation_rMSE_std,train_rMSE_std,test_rMSE_std,train_shapeDTW_std,validation_shapeDTW_std,test_shapeDTW_std
1,2,111,1.0,False,0.001,3,1,W_2_TrP_111_l2_1.0_lr_0.001,0.0664,0.043,0.0948,0.1404,0.1498,0.0828,0.34095282554626466,0.8011740803718567,0.0,0.006188699378706321,0.0057008771254956885,0.003962322551231793,0.015306861206661531,0.018965758619153613,0.008497058314499203
9,9,111,1.0,False,0.001,3,1,W_9_TrP_111_l2_1.0_lr_0.001,0.0666,0.041600000000000005,0.0902,0.1358,0.147,0.0814,0.2787497520446777,0.8527571797370911,0.0,0.006618156843109719,0.00391152144312159,0.004494441010848846,0.00840832920383116,0.015033296378372914,0.007368853370776214
4,2,215,0.1,False,0.001,5,1,W_2_TrP_215_l2_0.1_lr_0.001,0.07239999999999999,0.037,0.0792,0.12279999999999999,0.13340000000000002,0.09359999999999999,0.38550519943237305,0.8995066285133362,0.0,0.015142654985173504,0.0030822070014844896,0.011882760622010359,0.011903780911962387,0.011260550608207406,0.0037815340802378108
5,2,215,1.0,False,0.001,5,1,W_2_TrP_215_l2_1.0_lr_0.001,0.073,0.0378,0.09759999999999999,0.1256,0.1404,0.09,0.3665931403636932,0.8578710079193115,0.0,0.008336666000266535,0.002588435821108956,0.00801872807869178,0.009476286192385714,0.0043358966777357465,0.005830951894845302
13,9,215,1.0,False,0.001,5,1,W_9_TrP_215_l2_1.0_lr_0.001,0.0764,0.04,0.1018,0.13040000000000002,0.14079999999999998,0.0888,0.2887921452522278,0.8777913451194763,0.0,0.012601587201618688,0.0018708286933869723,0.006906518659932801,0.007602631123499287,0.006534523701081807,0.004658325879540849
8,9,111,0.1,False,0.001,3,1,W_9_TrP_111_l2_0.1_lr_0.001,0.0766,0.0374,0.09459999999999999,0.125,0.1304,0.0986,0.29363865256309507,0.8867742776870727,0.0,0.0225565954877947,0.0037148351242013403,0.024449948875202174,0.012629330940315082,0.01415273825095341,0.0211730961363708
12,9,215,0.1,False,0.001,5,1,W_9_TrP_215_l2_0.1_lr_0.001,0.0782,0.0386,0.0852,0.1272,0.1368,0.092,0.29348147511482237,0.8979054927825928,0.0,0.009148770409186146,0.0037148351242013416,0.01196662024132127,0.014184498581197713,0.012397580409095946,0.010977249200050075
7,2,455,1.0,False,0.001,5,2,W_2_TrP_455_l2_1.0_lr_0.001,0.07980000000000001,0.034800000000000005,0.0824,0.11280000000000001,0.13799999999999998,0.0994,0.3766676187515259,0.8859609603881836,0.0,0.013065221008463652,0.002588435821108956,0.027906988372090602,0.008757853618324528,0.0176493625947228,0.006730527468185537
0,2,111,0.1,False,0.001,3,1,W_2_TrP_111_l2_0.1_lr_0.001,0.08,0.038,0.0886,0.1256,0.1306,0.0962,0.38654290437698363,0.8781000137329101,0.0,0.02130727575266252,0.0043011626335213125,0.021766947420343533,0.014432601983010543,0.011081516141756053,0.018033302526159766
6,2,455,0.1,False,0.001,5,2,W_2_TrP_455_l2_0.1_lr_0.001,0.08180000000000001,0.028000000000000004,0.0754,0.0964,0.1348,0.128,0.3821639895439148,0.913081419467926,0.0,0.009602083107326237,0.0017320508075688774,0.016133815419794535,0.008324662155306964,0.020017492350441903,0.012409673645990863
14,9,455,0.1,False,0.001,5,2,W_9_TrP_455_l2_0.1_lr_0.001,0.08499999999999999,0.028999999999999998,0.081,0.0986,0.1398,0.1246,0.28672921657562256,0.9168867588043212,0.0,0.013546217184144069,0.0022360679774997886,0.020137030565602267,0.009528903399657273,0.018430952227163958,0.012300406497347972
10,9,207,0.1,False,0.001,3,2,W_9_TrP_207_l2_0.1_lr_0.001,0.0854,0.0346,0.0992,0.11639999999999999,0.122,0.1012,0.2885479807853698,0.9101958513259888,0.0,0.010784247771634328,0.0030495901363953824,0.015270887335056854,0.008561541917201597,0.010440306508910554,0.008757853618324533
2,2,207,0.1,False,0.001,3,2,W_2_TrP_207_l2_0.1_lr_0.001,0.0898,0.0348,0.09459999999999999,0.1192,0.128,0.1034,0.383885395526886,0.9070684909820557,0.0,0.0126372465355393,0.004147288270665542,0.022810085488660495,0.013141537200799615,0.0094339811320566,0.002073644135332768
3,2,207,1.0,False,0.001,3,2,W_2_TrP_207_l2_1.0_lr_0.001,0.09,0.0398,0.098,0.13340000000000002,0.1454,0.088,0.3621970057487488,0.8520196318626404,0.0,0.0043011626335213125,0.001483239697419134,0.012083045973594574,0.004979959839195495,0.008384509526501832,0.009192388155425122
15,9,455,1.0,False,0.001,5,2,W_9_TrP_455_l2_1.0_lr_0.001,0.09159999999999999,0.0354,0.0834,0.1152,0.1404,0.10540000000000001,0.29014689922332765,0.8951058149337768,0.0,0.01747283606058273,0.0018165902124584912,0.026707676799002947,0.010802777420645119,0.022255336438706114,0.024027068069159004
11,9,207,1.0,False,0.001,3,2,W_9_TrP_207_l2_1.0_lr_0.001,0.1024,0.039400000000000004,0.1006,0.1318,0.1456,0.093,0.2859459102153778,0.8815105080604553,0.0,0.012837445228704973,0.0008944271909999162,0.018160396471443012,0.004658325879540854,0.013557285864065863,0.01151086443322134
