,genotype,random_sees,validation_rMSE,train_rMSE,test_rMSE,validation_shapDTW,train_shapDTW,test_shapDTW,predicted_r,predicted_y_max
339,339,5,0.06452085747267669,0.029826252310049692,0.06967650935229185,0.09609934352509317,0.10274714697013887,0.0914260966522264,0.10240197737485737,0.7312487006827597
341,341,1,0.04935056295719866,0.03747649969259223,0.10290111017890075,0.09823644044645626,0.12075029779859842,0.10963063747197048,0.10403644328224826,0.7269817067504536
341,341,2,0.04935033032862723,0.03747649812177027,0.10290114406984237,0.09823557823143143,0.12075058176396987,0.1096298299506747,0.1040364872409481,0.7269810292929313
341,341,3,0.04935056431148787,0.03747650001375568,0.10290110499594593,0.09823643124326922,0.12075029240356822,0.10963062092108128,0.10403644325447874,0.7269816932685986
341,341,4,0.04935056461999888,0.03747649948476968,0.10290110673765335,0.09823643747832053,0.12075029954411938,0.10963062960267701,0.10403644311925694,0.726981700405692
341,341,5,0.04935058804536405,0.03747650047033643,0.10290108501356361,0.09823647206248351,0.12075028448084399,0.10963063286248934,0.10403643953294794,0.7269817046198579
6,6,1,0.11477872240558788,0.05481585972234466,0.12124827260891907,0.29693490215621615,0.19305076886571607,0.24804766740467613,0.10821136223228467,0.9154013280356631
6,6,2,0.11477874293032121,0.054815868587748576,0.12124814522635369,0.2969345996176006,0.1930506999246771,0.24804723442937962,0.10821134174747801,0.9154015692854713
6,6,3,0.11477860798056207,0.054815870868606405,0.12124824086440655,0.29693442978031825,0.19305076043644603,0.24804716602448146,0.10821135520235559,0.9154016522604136
6,6,4,0.11477864953360915,0.05481586986757871,0.12124823065716857,0.2969345380681619,0.1930507357519654,0.24804726269847827,0.1082113542093105,0.9154015834181433
6,6,5,0.11477883973796625,0.05481586559718578,0.12124807368397,0.29693471291059315,0.19305068515344542,0.24804727196587575,0.10821133161492022,0.9154015163674627
362,362,1,0.07727332159464168,0.049337152824192376,0.15081968297756032,0.16089672113986428,0.16524182431133771,0.13656239763631553,0.105698926664851,0.9754099487345118
362,362,2,0.07727328666830327,0.049337151885129986,0.15081971539156333,0.1608966330410218,0.16524175315492287,0.13656237549002312,0.10569892779482418,0.9754100131120624
362,362,3,0.07727333382680791,0.04933714887413103,0.15081967226720086,0.16089669269747897,0.16524178245502952,0.13656239354016203,0.1056989234978333,0.9754099921221078
362,362,4,0.07727326625633818,0.0493371517028646,0.15081973505657895,0.16089651490026236,0.1652418005396455,0.13656234922180877,0.1056989253378395,0.9754101248538953
362,362,5,0.07727336108215346,0.04933715207795435,0.15081964709971643,0.16089674969351658,0.16524178444341142,0.13656240847420661,0.1056989220674637,0.9754099549519013
