,341,341
0,0.00026140257,0.0
1,0.00026140257,0.0
2,0.00026140257,0.0
3,0.00026140257,0.0
4,0.00026140257,0.0
5,0.00026140257,0.0
6,0.00026140257,0.0
7,0.00026140257,0.0
8,0.00026140257,0.0
9,0.00026140257,0.0
10,0.00026140257,0.0
11,0.00026140257,0.0
12,0.00026140257,0.0
13,0.00026140257,0.0
14,0.00026140257,0.0
15,0.00026140257,0.0
16,0.00026140257,0.008006735
17,0.00026140257,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0080359625
21,0.0,0.0
22,0.0,0.0
23,0.0,0.018499073
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.007383961
28,0.0044611655,0.0
29,0.0,0.007698343
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.011751159
36,0.0097507015,0.0
37,0.0,0.0
38,0.012384453,0.0
39,0.0,0.0
40,0.01579284,0.0
41,0.0,0.0
42,0.0,0.018266952
43,0.016785089,0.0
44,0.0,0.0
45,0.030446272,0.0
46,0.0,0.0
47,0.05228737,0.0
48,0.0,0.013777811
49,0.0,0.0
50,0.0,0.0
51,0.08107687,0.019976493
52,0.0,0.0
53,0.10447471,0.022816753
54,0.11565474,0.0
55,0.0,0.0
56,0.0,0.020962315
57,0.16484913,0.0
58,0.0,0.025920914
59,0.0,0.0
60,0.19684932,0.0
61,0.18184206,0.031454813
62,0.0,0.0
63,0.0,0.0
64,0.0,0.0
65,0.26550892,0.08500408
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.0,0.123828195
70,0.0,0.0
71,0.28025043,0.0
72,0.0,0.12213111
73,0.32681376,0.0
74,0.0,0.0
75,0.34240523,0.108173065
76,0.0,0.0
77,0.0,0.0
78,0.41997182,0.15823254
79,0.0,0.0
80,0.0,0.0
81,0.0,0.0
82,0.45291233,0.20076856
83,0.0,0.0
84,0.0,0.0
85,0.47414932,0.0
86,0.0,0.0
87,0.54995626,0.0
88,0.0,0.0
89,0.0,0.0
90,0.0,0.0
91,0.0,0.26839647
92,0.6357793,0.0
93,0.0,0.0
94,0.6517301,0.0
95,0.0,0.0
96,0.6718664,0.0
97,0.0,0.31392413
98,0.0,0.0
99,0.67018735,0.0
100,0.0,0.0
101,0.0,0.0
102,0.6863289,0.0
103,0.0,0.0
104,0.0,0.0
105,0.0,0.42530006
106,0.70215464,0.0
107,0.0,0.44224995
108,0.0,0.0
109,0.6877562,0.0
110,0.0,0.0
111,0.0,0.0
112,0.0,0.0
113,0.0,0.504863
114,0.0,0.0
115,0.0,0.0
116,0.0,0.59742165
117,0.0,0.58641577
118,0.6824858,0.0
119,0.0,0.6194657
120,0.69507146,0.6030165
121,0.0,0.0
122,0.6318195,0.59742785
123,0.0,0.0
124,0.70215213,0.662141
125,0.0,0.0
126,0.0,0.6651401
127,0.6887642,0.0
128,0.0,0.69154584
129,0.70108634,0.0
130,0.0,0.7433537
131,0.0,0.0
132,0.0,0.0
133,0.0,0.73166156
134,0.0,0.0
135,0.0,0.7482386
136,0.0,0.0
137,0.0,0.0
138,0.0,0.7457942
139,0.0,0.0
140,0.0,0.0
141,0.0,0.0
142,0.0,0.0
143,0.0,0.0
144,0.0,0.0
145,0.0,0.75143
146,0.0,0.0
147,0.0,0.0
148,0.0,0.0
149,0.0,0.7523624
150,0.0,0.0
151,0.0,0.0
152,0.0,0.0
153,0.0,0.0
154,0.0,0.7564281
155,0.0,0.0
156,0.0,0.7585902
157,0.0,0.0
158,0.0,0.0
159,0.0,0.8735623
160,0.0,0.0
161,0.0,0.7499856
162,0.0,0.0
163,0.0,0.0
164,0.0,0.0
165,0.0,0.0
166,0.0,0.0
167,0.0,0.0
168,0.0,0.0
169,0.0,0.0
