,294,294
0,0.00024000701,0.0
1,0.00024000701,0.0
2,0.00024000701,0.0
3,0.00024000701,0.0
4,0.00024000701,0.0
5,0.00024000701,0.0
6,0.00024000701,0.0
7,0.00024000701,0.0
8,0.00024000701,0.0
9,0.00024000701,0.0
10,0.00024000701,0.0
11,0.00024000701,0.0
12,0.00024000701,0.0
13,0.00024000701,0.0
14,0.00024000701,0.0
15,0.00024000701,0.0
16,0.00024000701,0.0
17,0.00024000701,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.007760062
24,0.0,0.0
25,0.0030503871,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0060138414,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.0036990102
36,0.008712012,0.0
37,0.0,0.0
38,0.0118488,0.0
39,0.0,0.0
40,0.018658493,0.0
41,0.0,0.0
42,0.0,0.006796081
43,0.028697427,0.0
44,0.0,0.0
45,0.043286666,0.0
46,0.0,0.0
47,0.0601838,0.0
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.08743681,0.007552636
52,0.0,0.0
53,0.1216217,0.00905239
54,0.12893644,0.0
55,0.0,0.0
56,0.0,0.010111956
57,0.19792418,0.0
58,0.0,0.010083983
59,0.0,0.0
60,0.2394873,0.0
61,0.22106795,0.021091651
62,0.0,0.0
63,0.0,0.0
64,0.0,0.0
65,0.31182125,0.057354487
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.0,0.08954579
70,0.0,0.0
71,0.3764577,0.0
72,0.0,0.084107146
73,0.44638562,0.0
74,0.0,0.0
75,0.4551329,0.08294088
76,0.0,0.0
77,0.0,0.0
78,0.5412258,0.13109712
79,0.0,0.0
80,0.0,0.0
81,0.0,0.0
82,0.5751653,0.20776889
83,0.0,0.0
84,0.0,0.0
85,0.58779126,0.0
86,0.0,0.0
87,0.667374,0.0
88,0.0,0.0
89,0.0,0.0
90,0.0,0.0
91,0.0,0.3002535
92,0.7792659,0.0
93,0.0,0.0
94,0.81243575,0.0
95,0.0,0.0
96,0.8496082,0.0
97,0.0,0.3670546
98,0.0,0.0
99,0.8689221,0.0
100,0.0,0.0
101,0.0,0.0
102,0.8899417,0.0
103,0.0,0.0
104,0.0,0.0
105,0.0,0.50501025
106,0.9063928,0.0
107,0.0,0.5314721
108,0.0,0.0
109,0.87865275,0.0
110,0.0,0.0
111,0.0,0.0
112,0.0,0.0
113,0.0,0.6105231
114,0.0,0.0
115,0.0,0.0
116,0.0,0.7308501
117,0.0,0.7153232
118,0.89578843,0.0
119,0.0,0.76616687
120,0.8985156,0.76777
121,0.0,0.0
122,0.84818196,0.75893307
123,0.0,0.0
124,0.90853524,0.8330473
125,0.0,0.0
126,0.0,0.85210323
127,0.9020473,0.0
128,0.0,0.8897741
129,0.9007819,0.0
130,0.0,0.9596486
131,0.0,0.0
132,0.0,0.0
133,0.0,0.94629765
134,0.0,0.0
135,0.0,0.98892355
136,0.0,0.0
137,0.0,0.0
138,0.0,0.98540837
139,0.0,0.0
140,0.0,0.0
141,0.0,0.0
142,0.0,0.0
143,0.0,0.0
144,0.0,0.0
145,0.0,1.0090818
146,0.0,0.0
147,0.0,0.0
148,0.0,0.0
149,0.0,1.012809
150,0.0,0.0
151,0.0,0.0
152,0.0,0.0
153,0.0,0.0
154,0.0,0.99876034
155,0.0,0.0
156,0.0,1.0283587
157,0.0,0.0
158,0.0,0.0
159,0.0,1.1657946
160,0.0,0.0
161,0.0,1.0122745
162,0.0,0.0
163,0.0,0.0
164,0.0,0.0
165,0.0,0.0
166,0.0,0.0
167,0.0,0.0
168,0.0,0.0
169,0.0,0.0
