,30,30
0,0.00028273754,0.0
1,0.00028273754,0.0
2,0.00028273754,0.0
3,0.00028273754,0.0
4,0.00028273754,0.0
5,0.00028273754,0.0
6,0.00028273754,0.0
7,0.00028273754,0.0
8,0.00028273754,0.0
9,0.00028273754,0.0
10,0.00028273754,0.0
11,0.00028273754,0.0
12,0.00028273754,0.0
13,0.00028273754,0.0
14,0.00028273754,0.0
15,0.00028273754,0.0
16,0.00028273754,0.0058236024
17,0.00028273754,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0083754845
21,0.0,0.0
22,0.0,0.0
23,0.0,0.014829375
24,0.0,0.0
25,0.00031217383,0.0
26,0.0,0.0
27,0.0,0.0072808377
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.010943044
36,0.010773341,0.0
37,0.0,0.0
38,0.014872592,0.0
39,0.0,0.0
40,0.024603859,0.0
41,0.0,0.0
42,0.0,0.015159253
43,0.050049953,0.0
44,0.0,0.0
45,0.05967945,0.0
46,0.0,0.0
47,0.088880464,0.0
48,0.0,0.014748711
49,0.0,0.0
50,0.0,0.0
51,0.12584922,0.017756432
52,0.0,0.0
53,0.16629194,0.022216
54,0.18298547,0.0
55,0.0,0.0
56,0.0,0.024448847
57,0.27181816,0.0
58,0.0,0.029402789
59,0.0,0.0
60,0.32904834,0.0
61,0.30639946,0.043003242
62,0.0,0.0
63,0.0,0.0
64,0.0,0.0
65,0.3865543,0.09260326
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.0,0.13277797
70,0.0,0.0
71,0.45428562,0.0
72,0.0,0.1423
73,0.4896503,0.0
74,0.0,0.0
75,0.49757928,0.13425007
76,0.0,0.0
77,0.0,0.0
78,0.5369942,0.18791977
79,0.0,0.0
80,0.0,0.0
81,0.0,0.0
82,0.5711423,0.24806231
83,0.0,0.0
84,0.0,0.0
85,0.5661974,0.0
86,0.0,0.0
87,0.65214443,0.0
88,0.0,0.0
89,0.0,0.0
90,0.0,0.0
91,0.0,0.3403338
92,0.7349386,0.0
93,0.0,0.0
94,0.7532826,0.0
95,0.0,0.0
96,0.77332735,0.0
97,0.0,0.40290624
98,0.0,0.0
99,0.7610419,0.0
100,0.0,0.0
101,0.0,0.0
102,0.7926423,0.0
103,0.0,0.0
104,0.0,0.0
105,0.0,0.5160475
106,0.8064498,0.0
107,0.0,0.5370405
108,0.0,0.0
109,0.8005266,0.0
110,0.0,0.0
111,0.0,0.0
112,0.0,0.0
113,0.0,0.60862446
114,0.0,0.0
115,0.0,0.0
116,0.0,0.6921115
117,0.0,0.6925921
118,0.78088367,0.0
119,0.0,0.72691715
120,0.777151,0.7264832
121,0.0,0.0
122,0.7276546,0.73547244
123,0.0,0.0
124,0.80159456,0.78563106
125,0.0,0.0
126,0.0,0.78545415
127,0.78915775,0.0
128,0.0,0.8266485
129,0.7831092,0.0
130,0.0,0.8865975
131,0.0,0.0
132,0.0,0.0
133,0.0,0.86167574
134,0.0,0.0
135,0.0,0.89908457
136,0.0,0.0
137,0.0,0.0
138,0.0,0.8676348
139,0.0,0.0
140,0.0,0.0
141,0.0,0.0
142,0.0,0.0
143,0.0,0.0
144,0.0,0.0
145,0.0,0.8818172
146,0.0,0.0
147,0.0,0.0
148,0.0,0.0
149,0.0,0.8825811
150,0.0,0.0
151,0.0,0.0
152,0.0,0.0
153,0.0,0.0
154,0.0,0.8924202
155,0.0,0.0
156,0.0,0.91898406
157,0.0,0.0
158,0.0,0.0
159,0.0,0.9204377
160,0.0,0.0
161,0.0,0.88213193
162,0.0,0.0
163,0.0,0.0
164,0.0,0.0
165,0.0,0.0
166,0.0,0.0
167,0.0,0.0
168,0.0,0.0
169,0.0,0.0
