,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2
0,0.001,0,1,3,1,0,111,2870,0.035,0.074,0.048,0.104,0.097,0.096,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,3,1,0,111,2790,0.029,0.062,0.056,0.095,0.09,0.101,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,3,1,0,111,2240,0.03,0.038,0.057,0.101,0.089,0.114,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,3,1,0,111,2470,0.033,0.046,0.065,0.111,0.087,0.079,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,3,1,0,111,2120,0.03,0.052,0.058,0.102,0.096,0.106,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,3,2,0,207,1810,0.034,0.044,0.048,0.107,0.108,0.095,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,3,2,0,207,1500,0.031,0.093,0.076,0.101,0.096,0.109,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,3,2,0,207,1500,0.037,0.079,0.083,0.112,0.071,0.11,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,3,2,0,207,1540,0.025,0.085,0.089,0.081,0.09,0.147,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,3,2,0,207,1630,0.037,0.069,0.05,0.112,0.088,0.091,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,5,1,0,215,1540,0.024,0.049,0.071,0.089,0.105,0.125,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,5,1,0,215,1510,0.033,0.056,0.08,0.091,0.138,0.109,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,5,1,0,215,1620,0.022,0.058,0.092,0.089,0.111,0.125,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,5,1,0,215,1590,0.036,0.054,0.066,0.12,0.093,0.071,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,5,1,0,215,2090,0.035,0.056,0.05,0.126,0.136,0.152,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,5,2,0,455,1550,0.025,0.045,0.084,0.082,0.116,0.092,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,5,2,0,455,2870,0.02,0.052,0.105,0.081,0.09,0.145,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,5,2,0,455,2610,0.032,0.058,0.059,0.094,0.093,0.104,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,5,2,0,455,2720,0.021,0.069,0.061,0.08,0.117,0.113,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,5,2,0,455,1730,0.021,0.087,0.08,0.074,0.165,0.153,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,3,1,0,111,2870,0.035,0.074,0.048,0.104,0.097,0.096,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,3,1,0,111,2790,0.029,0.062,0.056,0.095,0.09,0.101,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,3,1,0,111,2240,0.03,0.038,0.057,0.101,0.089,0.114,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,3,1,0,111,2470,0.033,0.046,0.065,0.111,0.087,0.079,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,3,1,0,111,2120,0.03,0.052,0.058,0.102,0.096,0.106,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,1,3,2,0,207,1810,0.034,0.044,0.048,0.107,0.108,0.095,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,3,2,0,207,1500,0.031,0.093,0.076,0.101,0.096,0.109,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,3,2,0,207,1500,0.037,0.079,0.083,0.112,0.071,0.11,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,3,2,0,207,1540,0.025,0.085,0.089,0.081,0.09,0.147,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,3,2,0,207,1630,0.037,0.069,0.05,0.112,0.088,0.091,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,1,5,1,0,215,1540,0.024,0.049,0.071,0.089,0.105,0.125,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,5,1,0,215,1510,0.033,0.056,0.08,0.091,0.138,0.109,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,5,1,0,215,1620,0.022,0.058,0.092,0.089,0.111,0.125,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,5,1,0,215,1590,0.036,0.054,0.066,0.12,0.093,0.071,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,5,1,0,215,2090,0.035,0.056,0.05,0.126,0.136,0.152,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,1,5,2,0,455,1550,0.025,0.045,0.084,0.082,0.116,0.092,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,5,2,0,455,2870,0.02,0.052,0.105,0.081,0.09,0.145,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,5,2,0,455,2610,0.032,0.058,0.059,0.094,0.093,0.104,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,5,2,0,455,2720,0.021,0.069,0.061,0.08,0.117,0.113,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,5,2,0,455,1730,0.021,0.087,0.08,0.074,0.165,0.153,0.10000000149011612,0.800000011920929,,False,0.1
