,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2
0,0.001,0,1,3,1,2,111,2160,0.039,0.065,0.098,0.13,0.141,0.087,0.3387788236141205,0.8001815676689148,,False,1.0
0,0.001,0,2,3,1,2,111,1500,0.051,0.077,0.093,0.162,0.177,0.075,0.3474502563476562,0.7843443155288696,,False,1.0
0,0.001,0,3,3,1,2,111,1520,0.047,0.066,0.1,0.151,0.162,0.073,0.34349325299263,0.7882254123687744,,False,1.0
0,0.001,0,4,3,1,2,111,2810,0.04,0.062,0.091,0.132,0.136,0.093,0.3372417390346527,0.8186218738555908,,False,1.0
0,0.001,0,5,3,1,2,111,2420,0.038,0.062,0.092,0.127,0.133,0.086,0.3378000557422638,0.8144972324371338,,False,1.0
0,0.001,0,1,3,1,9,111,2630,0.038,0.066,0.088,0.127,0.137,0.09,0.278955340385437,0.8474247455596924,,False,1.0
0,0.001,0,2,3,1,9,111,2970,0.041,0.078,0.084,0.139,0.163,0.075,0.2772592902183532,0.8550012707710266,,False,1.0
0,0.001,0,3,3,1,9,111,2220,0.048,0.065,0.096,0.148,0.163,0.073,0.2809065580368042,0.8431108593940735,,False,1.0
0,0.001,0,4,3,1,9,111,2110,0.042,0.062,0.091,0.136,0.141,0.087,0.2785426378250122,0.8582632541656494,,False,1.0
0,0.001,0,5,3,1,9,111,2240,0.039,0.062,0.092,0.129,0.131,0.082,0.278084933757782,0.8599857687950134,,False,1.0
0,0.001,0,1,3,2,2,207,1570,0.042,0.09,0.102,0.14,0.147,0.078,0.3639554679393768,0.8451061248779297,,False,1.0
0,0.001,0,2,3,2,2,207,2830,0.038,0.085,0.114,0.128,0.15,0.099,0.3611651062965393,0.8533731698989868,,False,1.0
0,0.001,0,3,3,2,2,207,2220,0.039,0.096,0.084,0.129,0.155,0.086,0.3600692451000213,0.8550689816474915,,False,1.0
0,0.001,0,4,3,2,2,207,1850,0.04,0.092,0.088,0.134,0.142,0.081,0.3619670271873474,0.8529255986213684,,False,1.0
0,0.001,0,5,3,2,2,207,1590,0.04,0.087,0.102,0.136,0.133,0.096,0.363828182220459,0.8536242842674255,,False,1.0
