,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2
0,0.001,0,1,3,1,0,111,2560,0.028,0.037,0.068,0.09,0.086,0.088,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,3,1,0,111,1860,0.024,0.03,0.073,0.084,0.084,0.097,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,3,1,0,111,2450,0.025,0.031,0.07,0.086,0.091,0.098,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,3,1,0,111,2690,0.025,0.04,0.099,0.085,0.079,0.137,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,3,1,0,111,1650,0.024,0.04,0.083,0.086,0.107,0.124,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,3,2,0,207,1530,0.025,0.05,0.063,0.089,0.086,0.093,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,3,2,0,207,2680,0.023,0.04,0.073,0.081,0.096,0.113,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,3,2,0,207,2390,0.026,0.028,0.07,0.089,0.087,0.091,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,3,2,0,207,2550,0.02,0.04,0.038,0.075,0.087,0.107,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,3,2,0,207,2740,0.023,0.047,0.067,0.084,0.083,0.122,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,5,1,0,215,2990,0.022,0.035,0.087,0.079,0.101,0.118,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,5,1,0,215,2680,0.03,0.028,0.123,0.09,0.078,0.1,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,5,1,0,215,1780,0.038,0.024,0.088,0.099,0.073,0.11,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,5,1,0,215,2940,0.037,0.03,0.134,0.097,0.083,0.095,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,5,1,0,215,1530,0.026,0.023,0.051,0.094,0.076,0.098,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,5,2,0,455,2530,0.018,0.024,0.062,0.069,0.071,0.107,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,5,2,0,455,2320,0.03,0.027,0.102,0.091,0.085,0.08,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,5,2,0,455,1560,0.027,0.039,0.087,0.086,0.086,0.097,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,5,2,0,455,2590,0.024,0.043,0.091,0.086,0.082,0.116,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,5,2,0,455,1670,0.023,0.023,0.079,0.082,0.077,0.13,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,3,1,0,111,2560,0.028,0.037,0.068,0.09,0.086,0.088,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,3,1,0,111,1860,0.024,0.03,0.073,0.084,0.084,0.097,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,3,1,0,111,2450,0.025,0.031,0.07,0.086,0.091,0.098,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,3,1,0,111,2690,0.025,0.04,0.099,0.085,0.079,0.137,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,3,1,0,111,1650,0.024,0.04,0.083,0.086,0.107,0.124,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,1,3,2,0,207,1530,0.025,0.05,0.063,0.089,0.086,0.093,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,3,2,0,207,2680,0.023,0.04,0.073,0.081,0.096,0.113,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,3,2,0,207,2390,0.026,0.028,0.07,0.089,0.087,0.091,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,3,2,0,207,2550,0.02,0.04,0.038,0.075,0.087,0.107,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,3,2,0,207,2740,0.023,0.047,0.067,0.084,0.083,0.122,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,1,5,1,0,215,2990,0.022,0.035,0.087,0.079,0.101,0.118,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,5,1,0,215,2680,0.03,0.028,0.123,0.09,0.078,0.1,0.1000000014901161,0.800000011920929,,False,0.1
