,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2
0,0.001,0,1,3,1,0,111,1860,0.031,0.033,0.06,0.09,0.074,0.061,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,3,1,0,111,1500,0.019,0.041,0.065,0.073,0.083,0.07,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,3,1,0,111,1500,0.024,0.035,0.07,0.075,0.091,0.071,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,3,1,0,111,1570,0.022,0.084,0.094,0.081,0.095,0.131,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,3,1,0,111,2830,0.021,0.035,0.055,0.078,0.102,0.074,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,3,2,0,207,1950,0.029,0.03,0.03,0.09,0.086,0.062,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,3,2,0,207,1510,0.021,0.059,0.066,0.073,0.09,0.07,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,3,2,0,207,1600,0.023,0.054,0.077,0.078,0.083,0.079,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,3,2,0,207,1580,0.019,0.046,0.031,0.067,0.084,0.068,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,3,2,0,207,2740,0.02,0.041,0.071,0.074,0.087,0.077,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,5,1,0,215,1570,0.02,0.04,0.072,0.074,0.077,0.084,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,5,1,0,215,2880,0.027,0.032,0.024,0.081,0.096,0.062,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,5,1,0,215,2980,0.036,0.031,0.088,0.085,0.094,0.075,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,5,1,0,215,1780,0.033,0.034,0.057,0.101,0.078,0.068,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,5,1,0,215,2370,0.026,0.044,0.033,0.073,0.098,0.067,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,5,2,0,455,2970,0.026,0.048,0.079,0.082,0.09,0.075,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,5,2,0,455,2000,0.023,0.041,0.043,0.074,0.1,0.069,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,5,2,0,455,1500,0.027,0.031,0.063,0.078,0.091,0.074,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,5,2,0,455,1520,0.019,0.056,0.051,0.072,0.081,0.073,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,5,2,0,455,2430,0.024,0.059,0.041,0.078,0.116,0.085,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,3,1,0,111,1860,0.031,0.033,0.06,0.09,0.074,0.061,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,3,1,0,111,1500,0.019,0.041,0.065,0.073,0.083,0.07,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,3,1,0,111,1500,0.024,0.035,0.07,0.075,0.091,0.071,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,3,1,0,111,1570,0.022,0.084,0.094,0.081,0.095,0.131,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,3,1,0,111,2830,0.021,0.035,0.055,0.078,0.102,0.074,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,1,3,2,0,207,1950,0.029,0.03,0.03,0.09,0.086,0.062,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,3,2,0,207,1510,0.021,0.059,0.066,0.073,0.09,0.07,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,3,2,0,207,1600,0.023,0.054,0.077,0.078,0.083,0.079,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,3,2,0,207,1580,0.019,0.046,0.031,0.067,0.084,0.068,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,3,2,0,207,2740,0.02,0.041,0.071,0.074,0.087,0.077,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,1,5,1,0,215,1570,0.02,0.04,0.072,0.074,0.077,0.084,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,5,1,0,215,2880,0.027,0.032,0.024,0.081,0.096,0.062,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,5,1,0,215,2980,0.036,0.031,0.088,0.085,0.094,0.075,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,5,1,0,215,1780,0.033,0.034,0.057,0.101,0.078,0.068,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,5,1,0,215,2370,0.026,0.044,0.033,0.073,0.098,0.067,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,1,5,2,0,455,2970,0.026,0.048,0.079,0.082,0.09,0.075,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,5,2,0,455,2000,0.023,0.041,0.043,0.074,0.1,0.069,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,5,2,0,455,1500,0.027,0.031,0.063,0.078,0.091,0.074,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,5,2,0,455,1520,0.019,0.056,0.051,0.072,0.081,0.073,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,5,2,0,455,2430,0.024,0.059,0.041,0.078,0.116,0.085,0.10000000149011612,0.800000011920929,,False,0.1
