,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2
0,0.001,0,1,3,1,2,111,1960,0.028,0.048,0.056,0.104,0.096,0.09,0.3412827253341675,0.7274345755577087,,False,1.0
0,0.001,0,2,3,1,2,111,1810,0.033,0.051,0.058,0.117,0.107,0.076,0.3444731533527374,0.7194992303848267,,False,1.0
0,0.001,0,3,3,1,2,111,1960,0.031,0.05,0.055,0.113,0.105,0.082,0.3426671922206878,0.7227803468704224,,False,1.0
0,0.001,0,4,3,1,2,111,1590,0.035,0.055,0.061,0.118,0.086,0.088,0.3420523703098297,0.7291135787963867,,False,1.0
0,0.001,0,5,3,1,2,111,1700,0.032,0.049,0.055,0.112,0.107,0.08,0.3423689305782318,0.7217138409614563,,False,1.0
0,0.001,0,1,3,1,9,111,2000,0.029,0.06,0.059,0.103,0.09,0.088,0.2843162417411804,0.7420316338539124,,False,1.0
0,0.001,0,2,3,1,9,111,2710,0.032,0.057,0.05,0.115,0.109,0.083,0.280668556690216,0.7694764733314514,,False,1.0
0,0.001,0,3,3,1,9,111,1800,0.029,0.047,0.065,0.106,0.095,0.084,0.2835743725299835,0.7700492739677429,,False,1.0
0,0.001,0,4,3,1,9,111,1510,0.035,0.054,0.061,0.12,0.089,0.086,0.2813479900360107,0.7705854773521423,,False,1.0
0,0.001,0,5,3,1,9,111,2980,0.03,0.052,0.052,0.105,0.103,0.09,0.2772440314292907,0.7756538391113281,,False,1.0
0,0.001,0,1,3,2,2,207,1620,0.033,0.062,0.06,0.115,0.096,0.088,0.3651716411113739,0.7636387348175049,,False,1.0
0,0.001,0,2,3,2,2,207,1780,0.034,0.094,0.082,0.114,0.104,0.105,0.3681973218917846,0.7689288854598999,,False,1.0
0,0.001,0,3,3,2,2,207,1750,0.03,0.076,0.053,0.099,0.102,0.092,0.3638162910938263,0.7675849795341492,,False,1.0
0,0.001,0,4,3,2,2,207,1740,0.032,0.064,0.055,0.111,0.092,0.084,0.3646894991397857,0.7651724219322205,,False,1.0
0,0.001,0,5,3,2,2,207,2920,0.027,0.066,0.041,0.097,0.093,0.1,0.3627821505069732,0.7715557813644409,,False,1.0
0,0.001,0,1,3,2,9,207,1710,0.032,0.07,0.057,0.11,0.097,0.085,0.2872748374938965,0.7871395349502563,,False,1.0
0,0.001,0,2,3,2,9,207,2990,0.027,0.104,0.06,0.091,0.137,0.11,0.2861396670341491,0.793242871761322,,False,1.0
0,0.001,0,3,3,2,9,207,1510,0.029,0.081,0.056,0.098,0.098,0.091,0.2863615155220032,0.7901371121406555,,False,1.0
0,0.001,0,4,3,2,9,207,2560,0.03,0.066,0.053,0.104,0.096,0.09,0.2848393619060516,0.7927073836326599,,False,1.0
0,0.001,0,5,3,2,9,207,1830,0.032,0.068,0.076,0.113,0.094,0.103,0.292086660861969,0.7927588820457458,,False,1.0
0,0.001,0,1,5,1,2,215,1510,0.027,0.053,0.05,0.094,0.089,0.088,0.3653645813465118,0.7674669027328491,,False,1.0
0,0.001,0,2,5,1,2,215,2580,0.029,0.055,0.061,0.105,0.091,0.093,0.3686475455760956,0.7653809189796448,,False,1.0
0,0.001,0,3,5,1,2,215,2750,0.031,0.058,0.051,0.109,0.097,0.082,0.3690195679664612,0.7660250067710876,,False,1.0
0,0.001,0,4,5,1,2,215,2940,0.022,0.1,0.049,0.073,0.136,0.103,0.3673475682735443,0.7834113836288452,,False,1.0
0,0.001,0,5,5,1,2,215,1510,0.032,0.046,0.06,0.104,0.101,0.097,0.3670811355113983,0.7704253196716309,,False,1.0
0,0.001,0,1,5,1,9,215,1500,0.03,0.068,0.042,0.096,0.089,0.082,0.2861155867576599,0.7901648879051208,,False,1.0
0,0.001,0,2,5,1,9,215,2880,0.028,0.06,0.064,0.101,0.09,0.092,0.2892081439495086,0.7892425656318665,,False,1.0
0,0.001,0,3,5,1,9,215,1590,0.032,0.061,0.058,0.113,0.096,0.079,0.2921340465545654,0.7817921042442322,,False,1.0
0,0.001,0,4,5,1,9,215,1500,0.023,0.106,0.026,0.082,0.125,0.088,0.2904312014579773,0.8011592626571655,,False,1.0
0,0.001,0,5,5,1,9,215,1930,0.022,0.082,0.041,0.082,0.126,0.097,0.2895505130290985,0.806376039981842,,False,1.0
0,0.001,0,1,5,2,2,455,1500,0.036,0.14,0.073,0.09,0.104,0.124,0.380054771900177,0.7975702285766602,,False,1.0
0,0.001,0,2,5,2,2,455,1780,0.019,0.066,0.057,0.076,0.122,0.111,0.3762876689434051,0.800553023815155,,False,1.0
0,0.001,0,3,5,2,2,455,1650,0.028,0.056,0.06,0.099,0.087,0.101,0.377575010061264,0.8031461834907532,,False,1.0
0,0.001,0,4,5,2,2,455,2990,0.023,0.07,0.052,0.083,0.1,0.108,0.3768419325351715,0.7954909205436707,,False,1.0
0,0.001,0,5,5,2,2,455,2290,0.019,0.055,0.055,0.074,0.087,0.088,0.3780823349952698,0.7918267846107483,,False,1.0
0,0.001,0,1,5,2,9,455,1500,0.036,0.142,0.077,0.093,0.099,0.122,0.2936707139015198,0.8087652325630188,,False,1.0
0,0.001,0,2,5,2,9,455,1580,0.019,0.07,0.059,0.075,0.121,0.108,0.2875448763370514,0.8067575693130493,,False,1.0
0,0.001,0,3,5,2,9,455,1660,0.029,0.052,0.058,0.103,0.091,0.093,0.2907595038414001,0.8144868016242981,,False,1.0
0,0.001,0,4,5,2,9,455,2900,0.023,0.069,0.059,0.085,0.098,0.107,0.2878472506999969,0.8061575889587402,,False,1.0
