,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2
0,0.001,0,1,3,1,2,111,1740,0.025,0.048,0.043,0.085,0.133,0.076,0.3616260886192322,0.5995720624923706,,False,1.0
0,0.001,0,2,3,1,2,111,1500,0.023,0.087,0.03,0.077,0.147,0.073,0.3592770099639892,0.630606472492218,,False,1.0
0,0.001,0,3,3,1,2,111,2900,0.026,0.045,0.035,0.087,0.13,0.067,0.3590600192546844,0.6154755353927612,,False,1.0
0,0.001,0,4,3,1,2,111,1570,0.024,0.054,0.043,0.084,0.129,0.071,0.3585715889930725,0.6301921010017395,,False,1.0
0,0.001,0,5,3,1,2,111,1970,0.026,0.043,0.031,0.088,0.137,0.07,0.3580661416053772,0.6203057169914246,,False,1.0
0,0.001,0,1,3,1,9,111,1530,0.024,0.053,0.041,0.08,0.128,0.073,0.3069728016853332,0.6236025094985962,,False,1.0
0,0.001,0,2,3,1,9,111,1540,0.023,0.084,0.035,0.077,0.138,0.075,0.3051424324512481,0.662959635257721,,False,1.0
0,0.001,0,3,3,1,9,111,1900,0.026,0.042,0.033,0.087,0.127,0.064,0.303122878074646,0.6392453908920288,,False,1.0
0,0.001,0,4,3,1,9,111,2120,0.024,0.051,0.04,0.082,0.126,0.072,0.3039870858192444,0.6531566977500916,,False,1.0
0,0.001,0,5,3,1,9,111,2280,0.026,0.045,0.032,0.088,0.137,0.069,0.3004542887210846,0.6484817266464233,,False,1.0
0,0.001,0,1,3,2,2,207,2350,0.023,0.064,0.041,0.079,0.136,0.07,0.3853108584880829,0.6508586406707764,,False,1.0
0,0.001,0,2,3,2,2,207,2960,0.023,0.081,0.062,0.079,0.136,0.085,0.3866377174854278,0.6534771919250488,,False,1.0
0,0.001,0,3,3,2,2,207,2170,0.023,0.065,0.03,0.079,0.14,0.067,0.3837248086929321,0.6523468494415283,,False,1.0
0,0.001,0,4,3,2,2,207,2750,0.022,0.062,0.038,0.077,0.128,0.07,0.3852501511573791,0.6491621136665344,,False,1.0
0,0.001,0,5,3,2,2,207,1970,0.023,0.064,0.024,0.08,0.137,0.064,0.3849134743213653,0.6522658467292786,,False,1.0
0,0.001,0,1,3,2,9,207,1920,0.023,0.068,0.045,0.079,0.134,0.066,0.3121278285980224,0.6668388247489929,,False,1.0
