,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2
0,0.001,0,1,3,1,2,111,2590,0.022,0.076,0.036,0.091,0.088,0.113,0.3430652022361755,0.7585957646369934,,False,1.0
0,0.001,0,2,3,1,2,111,2710,0.031,0.079,0.036,0.118,0.116,0.104,0.34105184674263,0.7608506679534912,,False,1.0
0,0.001,0,3,3,1,2,111,1810,0.037,0.071,0.051,0.131,0.106,0.104,0.3465429544448852,0.7443278431892395,,False,1.0
0,0.001,0,4,3,1,2,111,1760,0.024,0.072,0.039,0.097,0.084,0.116,0.3420290052890777,0.77073734998703,,False,1.0
0,0.001,0,5,3,1,2,111,2520,0.021,0.068,0.038,0.091,0.076,0.108,0.3408510386943817,0.7762892246246338,,False,1.0
0,0.001,0,1,3,1,9,111,2500,0.023,0.076,0.037,0.093,0.087,0.113,0.2836747467517853,0.7959722876548767,,False,1.0
0,0.001,0,2,3,1,9,111,1790,0.033,0.087,0.038,0.126,0.118,0.109,0.2832482457160949,0.7959342002868652,,False,1.0
0,0.001,0,3,3,1,9,111,2960,0.032,0.077,0.04,0.121,0.11,0.102,0.2825395762920379,0.7966929078102112,,False,1.0
0,0.001,0,4,3,1,9,111,1600,0.025,0.073,0.04,0.1,0.087,0.117,0.2822912633419037,0.8122968077659607,,False,1.0
0,0.001,0,5,3,1,9,111,2370,0.022,0.071,0.037,0.091,0.075,0.107,0.2810284495353699,0.818529486656189,,False,1.0
0,0.001,0,1,3,2,2,207,1520,0.029,0.095,0.042,0.112,0.097,0.11,0.366084486246109,0.7988117933273315,,False,1.0
0,0.001,0,2,3,2,2,207,2910,0.023,0.154,0.038,0.093,0.133,0.107,0.3675883412361145,0.8060560822486877,,False,1.0
0,0.001,0,3,3,2,2,207,2610,0.025,0.098,0.038,0.099,0.104,0.107,0.3631372153759002,0.805461585521698,,False,1.0
0,0.001,0,4,3,2,2,207,2970,0.02,0.089,0.034,0.086,0.077,0.109,0.3656579256057739,0.8078422546386719,,False,1.0
0,0.001,0,5,3,2,2,207,2920,0.023,0.091,0.036,0.095,0.093,0.111,0.3678811490535736,0.810605525970459,,False,1.0
0,0.001,0,1,3,2,9,207,2020,0.027,0.099,0.047,0.107,0.096,0.113,0.2880105972290039,0.8247181177139282,,False,1.0
0,0.001,0,2,3,2,9,207,1840,0.027,0.106,0.047,0.105,0.097,0.116,0.2893597483634949,0.8221390843391418,,False,1.0
0,0.001,0,3,3,2,9,207,2190,0.026,0.104,0.037,0.101,0.107,0.107,0.2854508459568023,0.8271302580833435,,False,1.0
0,0.001,0,4,3,2,9,207,2970,0.021,0.092,0.037,0.087,0.077,0.113,0.2921640574932098,0.8342078924179077,,False,1.0
0,0.001,0,5,3,2,9,207,2440,0.045,0.096,0.064,0.132,0.102,0.126,0.2960551381111145,0.8267868757247925,,False,1.0
0,0.001,0,1,5,1,2,215,2260,0.024,0.065,0.037,0.096,0.102,0.103,0.3696523010730743,0.8148294687271118,,False,1.0
0,0.001,0,2,5,1,2,215,1570,0.035,0.084,0.048,0.132,0.111,0.115,0.3734961152076721,0.7894482016563416,,False,1.0
0,0.001,0,3,5,1,2,215,2090,0.031,0.085,0.043,0.115,0.105,0.098,0.3699215948581695,0.8029890656471252,,False,1.0
0,0.001,0,4,5,1,2,215,2990,0.021,0.072,0.042,0.088,0.085,0.108,0.3705095052719116,0.8079639673233032,,False,1.0
0,0.001,0,5,5,1,2,215,2850,0.021,0.052,0.043,0.088,0.108,0.13,0.3717866539955139,0.8184583783149719,,False,1.0
0,0.001,0,1,5,1,9,215,1510,0.026,0.068,0.038,0.101,0.099,0.102,0.2918209433555603,0.8332242369651794,,False,1.0
0,0.001,0,2,5,1,9,215,2910,0.022,0.092,0.03,0.091,0.078,0.099,0.2905855476856231,0.8340164422988892,,False,1.0
0,0.001,0,3,5,1,9,215,2790,0.029,0.089,0.037,0.111,0.104,0.1,0.2889002561569214,0.8272744417190552,,False,1.0
0,0.001,0,4,5,1,9,215,2990,0.023,0.081,0.037,0.091,0.088,0.105,0.2932542562484741,0.8253939151763916,,False,1.0
0,0.001,0,5,5,1,9,215,2750,0.022,0.052,0.043,0.093,0.109,0.13,0.2951190173625946,0.8386589288711548,,False,1.0
0,0.001,0,1,5,2,2,455,2990,0.02,0.128,0.052,0.081,0.094,0.122,0.3900412023067474,0.832752525806427,,False,1.0
0,0.001,0,2,5,2,2,455,2730,0.022,0.128,0.034,0.091,0.131,0.102,0.3848141729831695,0.830900251865387,,False,1.0
0,0.001,0,3,5,2,2,455,1680,0.021,0.069,0.043,0.087,0.083,0.109,0.3830233514308929,0.837440550327301,,False,1.0
0,0.001,0,4,5,2,2,455,1500,0.026,0.117,0.048,0.102,0.088,0.111,0.3812673687934875,0.8276386857032776,,False,1.0
0,0.001,0,5,5,2,2,455,2890,0.021,0.1,0.046,0.088,0.085,0.121,0.3855661153793335,0.8325714468955994,,False,1.0
0,0.001,0,1,5,2,9,455,2790,0.019,0.117,0.058,0.083,0.094,0.12,0.3057669997215271,0.8433533310890198,,False,1.0
0,0.001,0,2,5,2,9,455,2830,0.024,0.103,0.036,0.091,0.105,0.1,0.2889948487281799,0.8418422937393188,,False,1.0
0,0.001,0,3,5,2,9,455,1520,0.02,0.073,0.048,0.084,0.09,0.112,0.2954629063606262,0.8482769131660461,,False,1.0
0,0.001,0,4,5,2,9,455,1530,0.049,0.082,0.068,0.135,0.093,0.117,0.2930422127246856,0.8361769318580627,,False,1.0
0,0.001,0,5,5,2,9,455,2560,0.021,0.073,0.046,0.092,0.091,0.132,0.2985136210918426,0.8461446762084961,,False,1.0
0,0.001,0,1,3,1,2,111,1910,0.023,0.091,0.039,0.09,0.083,0.106,0.3943738639354706,0.7928158044815063,,False,0.1
0,0.001,0,2,3,1,2,111,2270,0.035,0.081,0.036,0.129,0.103,0.106,0.3928023874759674,0.8092749714851379,,False,0.1
0,0.001,0,3,3,1,2,111,2280,0.031,0.076,0.031,0.113,0.1,0.099,0.3881648480892181,0.8266490697860718,,False,0.1
0,0.001,0,4,3,1,2,111,2430,0.021,0.058,0.036,0.087,0.094,0.112,0.3914742767810821,0.8438503742218018,,False,0.1
0,0.001,0,5,3,1,2,111,2710,0.02,0.058,0.031,0.086,0.084,0.105,0.3892858326435089,0.8291791677474976,,False,0.1
0,0.001,0,1,3,1,9,111,2990,0.022,0.082,0.036,0.088,0.089,0.104,0.3022736012935638,0.809748113155365,,False,0.1
0,0.001,0,2,3,1,9,111,1870,0.035,0.079,0.032,0.128,0.105,0.106,0.2987018525600433,0.8134467005729675,,False,0.1
0,0.001,0,3,3,1,9,111,2270,0.04,0.04,0.04,0.117,0.09,0.11,0.2921409904956817,0.8282661437988281,,False,0.1
0,0.001,0,4,3,1,9,111,1620,0.021,0.065,0.033,0.085,0.092,0.109,0.2980517446994781,0.8479498028755188,,False,0.1
0,0.001,0,5,3,1,9,111,2570,0.021,0.083,0.035,0.089,0.085,0.111,0.3003671169281006,0.8384395837783813,,False,0.1
0,0.001,0,1,3,2,2,207,2980,0.022,0.081,0.053,0.092,0.085,0.111,0.3914487063884735,0.8452010154724121,,False,0.1
0,0.001,0,2,3,2,2,207,2990,0.02,0.078,0.045,0.084,0.082,0.105,0.3893804550170898,0.8537004590034485,,False,0.1
0,0.001,0,3,3,2,2,207,2810,0.019,0.104,0.052,0.083,0.101,0.101,0.3905619084835052,0.8463643789291382,,False,0.1
0,0.001,0,4,3,2,2,207,2690,0.019,0.095,0.033,0.082,0.065,0.103,0.3930163383483886,0.8480867147445679,,False,0.1
0,0.001,0,5,3,2,2,207,2730,0.023,0.101,0.03,0.093,0.106,0.097,0.387879341840744,0.8460108041763306,,False,0.1
0,0.001,0,1,3,2,9,207,2970,0.021,0.094,0.03,0.089,0.075,0.095,0.2974154353141784,0.8485913872718811,,False,0.1
0,0.001,0,2,3,2,9,207,1960,0.02,0.098,0.044,0.086,0.091,0.113,0.2972450256347656,0.8474124670028687,,False,0.1
0,0.001,0,3,3,2,9,207,1580,0.025,0.099,0.035,0.098,0.095,0.1,0.2897219359874725,0.8446677327156067,,False,0.1
0,0.001,0,4,3,2,9,207,2290,0.024,0.096,0.029,0.093,0.082,0.094,0.2915978729724884,0.8486006855964661,,False,0.1
0,0.001,0,5,3,2,9,207,2780,0.024,0.083,0.028,0.092,0.095,0.096,0.2952816486358642,0.8484437465667725,,False,0.1
0,0.001,0,1,5,1,2,215,2180,0.019,0.058,0.031,0.08,0.105,0.105,0.3949698805809021,0.8513120412826538,,False,0.1
0,0.001,0,2,5,1,2,215,1560,0.026,0.076,0.056,0.107,0.086,0.115,0.3964103162288666,0.8296775817871094,,False,0.1
0,0.001,0,3,5,1,2,215,2070,0.027,0.086,0.041,0.106,0.102,0.096,0.388969212770462,0.8473626375198364,,False,0.1
0,0.001,0,4,5,1,2,215,2890,0.022,0.088,0.037,0.085,0.075,0.099,0.3903733789920807,0.8516689538955688,,False,0.1
0,0.001,0,5,5,1,2,215,2570,0.022,0.068,0.031,0.087,0.079,0.103,0.3888912796974182,0.8510587811470032,,False,0.1
0,0.001,0,1,5,1,9,215,1500,0.022,0.064,0.03,0.088,0.095,0.103,0.2985287606716156,0.8552151322364807,,False,0.1
0,0.001,0,2,5,1,9,215,2980,0.023,0.094,0.039,0.092,0.086,0.107,0.3004618287086487,0.8375831246376038,,False,0.1
0,0.001,0,3,5,1,9,215,2770,0.024,0.083,0.029,0.097,0.096,0.091,0.2935701310634613,0.8543683290481567,,False,0.1
0,0.001,0,4,5,1,9,215,1840,0.022,0.078,0.05,0.089,0.086,0.118,0.2953072786331177,0.8586004972457886,,False,0.1
0,0.001,0,5,5,1,9,215,2810,0.021,0.072,0.037,0.086,0.08,0.104,0.2909132838249206,0.8525320291519165,,False,0.1
0,0.001,0,1,5,2,2,455,1520,0.017,0.096,0.029,0.076,0.086,0.09,0.395101934671402,0.8516481518745422,,False,0.1
0,0.001,0,2,5,2,2,455,2800,0.021,0.079,0.027,0.085,0.097,0.094,0.3881846666336059,0.8564583659172058,,False,0.1
0,0.001,0,3,5,2,2,455,2370,0.018,0.08,0.038,0.077,0.093,0.116,0.3956365585327148,0.8603420853614807,,False,0.1
0,0.001,0,4,5,2,2,455,1950,0.02,0.086,0.032,0.085,0.086,0.106,0.3959898650646209,0.8499457836151123,,False,0.1
0,0.001,0,5,5,2,2,455,2880,0.019,0.068,0.05,0.083,0.083,0.13,0.3940686881542206,0.851398766040802,,False,0.1
0,0.001,0,1,5,2,9,455,1540,0.018,0.1,0.031,0.078,0.081,0.092,0.3042559623718261,0.8529316186904907,,False,0.1
0,0.001,0,2,5,2,9,455,2940,0.021,0.085,0.031,0.083,0.095,0.097,0.2929686903953552,0.8520061373710632,,False,0.1
0,0.001,0,3,5,2,9,455,1880,0.018,0.091,0.038,0.079,0.094,0.118,0.3023109138011932,0.8598170280456543,,False,0.1
0,0.001,0,4,5,2,9,455,2800,0.021,0.085,0.032,0.088,0.087,0.107,0.302542507648468,0.8517032265663147,,False,0.1
0,0.001,0,5,5,2,9,455,1690,0.02,0.069,0.05,0.088,0.088,0.136,0.297584593296051,0.8534417152404785,,False,0.1
