,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2
0,0.001,0,1,3,1,0,111,1650,0.045,0.059,0.108,0.14,0.155,0.099,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,3,1,0,111,1600,0.033,0.074,0.081,0.114,0.138,0.094,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,3,1,0,111,2290,0.032,0.055,0.087,0.111,0.148,0.098,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,3,1,0,111,1680,0.045,0.097,0.057,0.153,0.185,0.115,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,3,1,0,111,1560,0.035,0.061,0.071,0.121,0.159,0.106,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,3,2,0,207,2820,0.044,0.065,0.092,0.129,0.147,0.082,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,3,2,0,207,1670,0.035,0.094,0.087,0.119,0.147,0.087,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,3,2,0,207,1910,0.033,0.069,0.083,0.116,0.138,0.084,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,3,2,0,207,2730,0.028,0.076,0.038,0.095,0.145,0.081,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,3,2,0,207,2680,0.032,0.09,0.043,0.11,0.131,0.079,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,5,1,0,215,1520,0.031,0.062,0.073,0.104,0.144,0.092,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,5,1,0,215,2020,0.036,0.057,0.123,0.117,0.153,0.098,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,5,1,0,215,1970,0.035,0.093,0.062,0.123,0.158,0.086,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,5,1,0,215,2640,0.049,0.087,0.105,0.161,0.165,0.106,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,5,1,0,215,2830,0.058,0.07,0.092,0.18,0.197,0.125,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,5,2,0,455,2320,0.034,0.071,0.054,0.118,0.147,0.088,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,5,2,0,455,2950,0.032,0.07,0.092,0.111,0.136,0.088,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,5,2,0,455,1820,0.031,0.102,0.076,0.113,0.136,0.085,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,5,2,0,455,2760,0.031,0.087,0.076,0.112,0.143,0.086,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,5,2,0,455,2070,0.029,0.082,0.044,0.103,0.131,0.082,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,3,1,0,111,1650,0.045,0.059,0.108,0.14,0.155,0.099,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,3,1,0,111,1600,0.033,0.074,0.081,0.114,0.138,0.094,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,3,1,0,111,2290,0.032,0.055,0.087,0.111,0.148,0.098,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,3,1,0,111,1680,0.045,0.097,0.057,0.153,0.185,0.115,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,3,1,0,111,1560,0.035,0.061,0.071,0.121,0.159,0.106,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,1,3,2,0,207,2820,0.044,0.065,0.092,0.129,0.147,0.082,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,3,2,0,207,1670,0.035,0.094,0.087,0.119,0.147,0.087,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,3,2,0,207,1910,0.033,0.069,0.083,0.116,0.138,0.084,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,3,2,0,207,2730,0.028,0.076,0.038,0.095,0.145,0.081,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,3,2,0,207,2680,0.032,0.09,0.043,0.11,0.131,0.079,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,1,5,1,0,215,1520,0.031,0.062,0.073,0.104,0.144,0.092,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,5,1,0,215,2020,0.036,0.057,0.123,0.117,0.153,0.098,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,5,1,0,215,1970,0.035,0.093,0.062,0.123,0.158,0.086,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,5,1,0,215,2640,0.049,0.087,0.105,0.161,0.165,0.106,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,5,1,0,215,2830,0.058,0.07,0.092,0.18,0.197,0.125,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,1,5,2,0,455,2320,0.034,0.071,0.054,0.118,0.147,0.088,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,5,2,0,455,2950,0.032,0.07,0.092,0.111,0.136,0.088,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,5,2,0,455,1820,0.031,0.102,0.076,0.113,0.136,0.085,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,5,2,0,455,2760,0.031,0.087,0.076,0.112,0.143,0.086,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,5,2,0,455,2070,0.029,0.082,0.044,0.103,0.131,0.082,0.10000000149011612,0.800000011920929,,False,0.1
