,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2
0,0.001,0,3,3,2,9,207,2620,0.028,0.108,0.065,0.084,0.194,0.082,0.2810564339160919,0.85606449842453,,False,1.0
0,0.001,0,4,3,2,9,207,2310,0.022,0.1,0.017,0.074,0.168,0.06,0.2814829349517822,0.8575707077980042,,False,1.0
0,0.001,0,5,3,2,9,207,2110,0.026,0.121,0.04,0.082,0.143,0.077,0.2847207188606262,0.8591987490653992,,False,1.0
0,0.001,0,1,5,1,2,215,1500,0.026,0.089,0.031,0.08,0.185,0.072,0.3604819774627685,0.837040901184082,,False,1.0
0,0.001,0,2,5,1,2,215,1500,0.031,0.124,0.078,0.116,0.195,0.092,0.3723247945308685,0.8131809830665588,,False,1.0
0,0.001,0,3,5,1,2,215,1700,0.026,0.085,0.043,0.088,0.169,0.071,0.3665823340415954,0.828754186630249,,False,1.0
0,0.001,0,4,5,1,2,215,1500,0.02,0.086,0.058,0.075,0.178,0.089,0.3690508306026459,0.8339197039604187,,False,1.0
0,0.001,0,5,5,1,2,215,1560,0.025,0.068,0.043,0.075,0.177,0.079,0.3664581179618835,0.8370599746704102,,False,1.0
0,0.001,0,1,5,1,9,215,1500,0.034,0.099,0.037,0.08,0.17,0.075,0.282543808221817,0.8607842326164246,,False,1.0
0,0.001,0,2,5,1,9,215,2950,0.021,0.099,0.059,0.078,0.155,0.074,0.2866770029067993,0.8518953323364258,,False,1.0
0,0.001,0,3,5,1,9,215,2120,0.03,0.092,0.055,0.097,0.184,0.074,0.2861192524433136,0.8539178371429443,,False,1.0
0,0.001,0,4,5,1,9,215,1500,0.027,0.097,0.049,0.08,0.175,0.096,0.2951472699642181,0.8456127643585205,,False,1.0
0,0.001,0,5,5,1,9,215,1530,0.023,0.088,0.074,0.082,0.163,0.084,0.2925992906093597,0.8593720197677612,,False,1.0
0,0.001,0,1,5,2,2,455,1500,0.029,0.152,0.075,0.081,0.182,0.111,0.3765586316585541,0.8403788805007935,,False,1.0
0,0.001,0,2,5,2,2,455,2990,0.039,0.145,0.05,0.076,0.212,0.074,0.3775097131729126,0.858869194984436,,False,1.0
0,0.001,0,3,5,2,2,455,1500,0.034,0.094,0.019,0.072,0.147,0.064,0.3773643374443054,0.8623241186141968,,False,1.0
0,0.001,0,4,5,2,2,455,1620,0.025,0.089,0.025,0.074,0.17,0.074,0.3779663145542145,0.8608654737472534,,False,1.0
0,0.001,0,5,5,2,2,455,1510,0.023,0.097,0.053,0.068,0.154,0.099,0.3767066299915313,0.8596081137657166,,False,1.0
0,0.001,0,1,5,2,9,455,1570,0.032,0.143,0.076,0.073,0.164,0.087,0.2916927337646484,0.8695806264877319,,False,1.0
0,0.001,0,2,5,2,9,455,2990,0.031,0.136,0.064,0.076,0.197,0.076,0.2903773784637451,0.8710924983024597,,False,1.0
0,0.001,0,3,5,2,9,455,1500,0.025,0.093,0.016,0.071,0.148,0.057,0.2901746034622192,0.8738088607788086,,False,1.0
0,0.001,0,4,5,2,9,455,1500,0.022,0.093,0.025,0.075,0.17,0.077,0.2920530140399933,0.871059238910675,,False,1.0
0,0.001,0,5,5,2,9,455,1530,0.02,0.09,0.054,0.071,0.158,0.097,0.288372665643692,0.8706177473068237,,False,1.0
0,0.001,0,1,3,1,2,111,1550,0.029,0.178,0.115,0.086,0.15,0.127,0.39354407787323,0.8003696799278259,,False,0.1
0,0.001,0,2,3,1,2,111,1520,0.042,0.091,0.071,0.129,0.173,0.083,0.3936736285686493,0.8350203633308411,,False,0.1
0,0.001,0,3,3,1,2,111,1510,0.027,0.09,0.062,0.095,0.169,0.069,0.3844090700149536,0.8543515801429749,,False,0.1
0,0.001,0,4,3,1,2,111,1500,0.02,0.085,0.04,0.077,0.181,0.074,0.3843332231044769,0.8693526387214661,,False,0.1
0,0.001,0,5,3,1,2,111,1550,0.027,0.076,0.021,0.069,0.153,0.061,0.3821339607238769,0.8747673034667969,,False,0.1
0,0.001,0,1,3,1,9,111,1520,0.028,0.173,0.115,0.088,0.149,0.132,0.3038145005702972,0.805000901222229,,False,0.1
0,0.001,0,2,3,1,9,111,1550,0.022,0.11,0.08,0.084,0.15,0.085,0.2981990873813629,0.8683735132217407,,False,0.1
0,0.001,0,3,3,1,9,111,1500,0.033,0.084,0.096,0.116,0.177,0.083,0.2988179326057434,0.8536583781242371,,False,0.1
0,0.001,0,4,3,1,9,111,1650,0.02,0.086,0.042,0.078,0.183,0.075,0.2926543354988098,0.8734046220779419,,False,0.1
0,0.001,0,5,3,1,9,111,1500,0.023,0.083,0.037,0.073,0.152,0.066,0.2895999252796173,0.8791481852531433,,False,0.1
0,0.001,0,1,3,2,2,207,1530,0.026,0.124,0.089,0.087,0.158,0.082,0.3863598108291626,0.872043251991272,,False,0.1
0,0.001,0,2,3,2,2,207,1500,0.025,0.099,0.019,0.082,0.149,0.059,0.3858727812767029,0.8753414750099182,,False,0.1
0,0.001,0,3,3,2,2,207,2980,0.029,0.144,0.028,0.069,0.17,0.06,0.3802413642406463,0.8785696625709534,,False,0.1
0,0.001,0,4,3,2,2,207,2910,0.027,0.102,0.025,0.069,0.135,0.051,0.3805780708789825,0.8806459307670593,,False,0.1
0,0.001,0,5,3,2,2,207,1630,0.023,0.139,0.048,0.071,0.147,0.079,0.3808359801769256,0.877860963344574,,False,0.1
0,0.001,0,1,3,2,9,207,2550,0.025,0.115,0.086,0.083,0.155,0.082,0.290931761264801,0.8759739398956299,,False,0.1
0,0.001,0,2,3,2,9,207,1500,0.025,0.143,0.034,0.072,0.148,0.089,0.2886048257350921,0.8795034885406494,,False,0.1
0,0.001,0,3,3,2,9,207,1970,0.031,0.098,0.064,0.082,0.177,0.07,0.2848258018493652,0.8764466047286987,,False,0.1
0,0.001,0,4,3,2,9,207,1890,0.023,0.093,0.016,0.07,0.144,0.055,0.287367582321167,0.8802774548530579,,False,0.1
0,0.001,0,5,3,2,9,207,1680,0.024,0.114,0.073,0.074,0.139,0.092,0.2887101471424103,0.8793674111366272,,False,0.1
0,0.001,0,1,5,1,2,215,1500,0.026,0.069,0.04,0.078,0.146,0.074,0.3788791596889496,0.8847901821136475,,False,0.1
0,0.001,0,2,5,1,2,215,1500,0.027,0.158,0.026,0.089,0.197,0.085,0.3958607316017151,0.8275400996208191,,False,0.1
0,0.001,0,3,5,1,2,215,2990,0.029,0.099,0.028,0.07,0.181,0.063,0.3794817626476288,0.8827898502349854,,False,0.1
0,0.001,0,4,5,1,2,215,1520,0.021,0.109,0.034,0.071,0.147,0.075,0.3895088732242584,0.8683549165725708,,False,0.1
0,0.001,0,5,5,1,2,215,2970,0.028,0.069,0.053,0.065,0.149,0.066,0.3790621757507324,0.8838022351264954,,False,0.1
0,0.001,0,1,5,1,9,215,1500,0.025,0.094,0.052,0.069,0.155,0.072,0.2831648886203766,0.885450005531311,,False,0.1
0,0.001,0,2,5,1,9,215,1530,0.025,0.121,0.058,0.094,0.171,0.078,0.3024661242961883,0.8413971662521362,,False,0.1
0,0.001,0,3,5,1,9,215,2010,0.026,0.098,0.037,0.069,0.169,0.063,0.2848382890224457,0.8774346113204956,,False,0.1
0,0.001,0,4,5,1,9,215,1800,0.02,0.105,0.034,0.075,0.151,0.074,0.2967798411846161,0.8710329532623291,,False,0.1
0,0.001,0,5,5,1,9,215,1610,0.027,0.076,0.022,0.069,0.14,0.064,0.2850374579429626,0.8807500004768372,,False,0.1
0,0.001,0,1,5,2,2,455,1500,0.035,0.166,0.094,0.073,0.148,0.08,0.3891009390354156,0.8807578086853027,,False,0.1
0,0.001,0,2,5,2,2,455,2340,0.027,0.143,0.055,0.076,0.182,0.074,0.3813643753528595,0.8807675242424011,,False,0.1
0,0.001,0,3,5,2,2,455,1820,0.106,0.051,0.159,0.18,0.155,0.081,0.383711040019989,0.8919336795806885,,False,0.1
0,0.001,0,4,5,2,2,455,1590,0.027,0.087,0.026,0.073,0.169,0.077,0.387335330247879,0.8826618790626526,,False,0.1
0,0.001,0,5,5,2,2,455,1610,0.02,0.102,0.078,0.071,0.142,0.093,0.3870866894721985,0.8804395198822021,,False,0.1
0,0.001,0,1,5,2,9,455,2970,0.024,0.139,0.099,0.067,0.12,0.083,0.3012837767601013,0.8847572803497314,,False,0.1
0,0.001,0,2,5,2,9,455,1500,0.024,0.144,0.074,0.077,0.176,0.077,0.2854578495025635,0.8819725513458252,,False,0.1
0,0.001,0,3,5,2,9,455,2920,0.048,0.07,0.097,0.161,0.181,0.128,0.288741797208786,0.8376559019088745,,False,0.1
0,0.001,0,4,5,2,9,455,2120,0.026,0.09,0.028,0.073,0.169,0.079,0.2926706373691559,0.8828495144844055,,False,0.1
0,0.001,0,5,5,2,9,455,1500,0.022,0.091,0.061,0.065,0.142,0.089,0.28843483328819275,0.8785488605499268,,False,0.1
