,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2
0,0.001,0,1,3,1,2,111,2900,0.018,0.037,0.056,0.069,0.091,0.077,0.3566828072071075,0.642890989780426,,False,1.0
0,0.001,0,2,3,1,2,111,1500,0.019,0.036,0.056,0.072,0.092,0.08,0.3545641005039215,0.6583365201950073,,False,1.0
0,0.001,0,3,3,1,2,111,1630,0.021,0.034,0.062,0.078,0.082,0.061,0.3581556677818298,0.6304423213005066,,False,1.0
0,0.001,0,4,3,1,2,111,2000,0.018,0.029,0.056,0.07,0.089,0.067,0.355489581823349,0.6585978865623474,,False,1.0
0,0.001,0,5,3,1,2,111,2730,0.019,0.036,0.061,0.07,0.098,0.079,0.3554477989673614,0.6544641256332397,,False,1.0
0,0.001,0,1,3,1,9,111,2790,0.019,0.037,0.058,0.07,0.091,0.075,0.3000519871711731,0.6720400452613831,,False,1.0
0,0.001,0,2,3,1,9,111,1880,0.019,0.038,0.054,0.072,0.09,0.077,0.2975564897060394,0.6937265992164612,,False,1.0
0,0.001,0,3,3,1,9,111,1990,0.022,0.032,0.063,0.077,0.084,0.064,0.2999387681484222,0.6654121279716492,,False,1.0
0,0.001,0,4,3,1,9,111,1680,0.018,0.03,0.054,0.07,0.089,0.066,0.2987445294857025,0.693088948726654,,False,1.0
0,0.001,0,5,3,1,9,111,2310,0.019,0.036,0.06,0.069,0.095,0.072,0.2971341907978058,0.6933696866035461,,False,1.0
0,0.001,0,1,3,2,2,207,1500,0.017,0.053,0.056,0.068,0.088,0.068,0.3804015815258026,0.6771537065505981,,False,1.0
0,0.001,0,2,3,2,2,207,1700,0.017,0.036,0.067,0.066,0.099,0.078,0.3831299841403961,0.6724650859832764,,False,1.0
0,0.001,0,3,3,2,2,207,1600,0.017,0.052,0.055,0.068,0.092,0.064,0.3792061805725097,0.6785969138145447,,False,1.0
0,0.001,0,4,3,2,2,207,2920,0.015,0.042,0.056,0.058,0.091,0.077,0.3822451531887054,0.6803659200668335,,False,1.0
0,0.001,0,5,3,2,2,207,2030,0.037,0.034,0.097,0.092,0.079,0.071,0.3845348060131073,0.6758840680122375,,False,1.0
0,0.001,0,1,3,2,9,207,1760,0.018,0.053,0.058,0.071,0.088,0.068,0.3070040345191955,0.6954044699668884,,False,1.0
0,0.001,0,2,3,2,9,207,2420,0.018,0.05,0.077,0.069,0.084,0.07,0.3142255544662475,0.7006996273994446,,False,1.0
0,0.001,0,3,3,2,9,207,1900,0.017,0.055,0.052,0.067,0.092,0.064,0.30380579829216,0.6967268586158752,,False,1.0
0,0.001,0,4,3,2,9,207,2990,0.015,0.057,0.051,0.061,0.091,0.071,0.3099091351032257,0.6987220644950867,,False,1.0
0,0.001,0,5,3,2,9,207,1510,0.016,0.056,0.045,0.063,0.087,0.061,0.307305097579956,0.6947960257530212,,False,1.0
0,0.001,0,1,5,1,2,215,2970,0.017,0.043,0.041,0.062,0.083,0.064,0.3859190046787262,0.6866083145141602,,False,1.0
0,0.001,0,2,5,1,2,215,2990,0.017,0.038,0.055,0.064,0.086,0.072,0.386236697435379,0.6745877861976624,,False,1.0
0,0.001,0,3,5,1,2,215,1650,0.019,0.042,0.059,0.07,0.082,0.057,0.3865284621715545,0.6770376563072205,,False,1.0
0,0.001,0,4,5,1,2,215,2100,0.016,0.032,0.063,0.062,0.08,0.07,0.3870129585266113,0.674318253993988,,False,1.0
0,0.001,0,5,5,1,2,215,2990,0.015,0.034,0.056,0.058,0.098,0.091,0.3860813081264496,0.6903077960014343,,False,1.0
0,0.001,0,1,5,1,9,215,2960,0.017,0.045,0.041,0.063,0.082,0.063,0.3104520440101623,0.7029406428337097,,False,1.0
0,0.001,0,2,5,1,9,215,2210,0.019,0.038,0.061,0.07,0.086,0.07,0.3113104403018951,0.6876498460769653,,False,1.0
0,0.001,0,3,5,1,9,215,2360,0.022,0.033,0.064,0.076,0.083,0.061,0.3115134239196777,0.6914349794387817,,False,1.0
0,0.001,0,4,5,1,9,215,2990,0.016,0.025,0.065,0.062,0.074,0.062,0.3142998218536377,0.6881544589996338,,False,1.0
0,0.001,0,5,5,1,9,215,2440,0.015,0.036,0.054,0.062,0.095,0.094,0.3115307092666626,0.7054651379585266,,False,1.0
0,0.001,0,1,5,2,2,455,2990,0.014,0.054,0.052,0.056,0.096,0.082,0.4041734337806701,0.6997553706169128,,False,1.0
0,0.001,0,2,5,2,2,455,1790,0.018,0.068,0.046,0.069,0.099,0.053,0.4020203948020935,0.6985852718353271,,False,1.0
0,0.001,0,3,5,2,2,455,1510,0.017,0.035,0.049,0.065,0.087,0.071,0.3969317078590393,0.7028080224990845,,False,1.0
0,0.001,0,4,5,2,2,455,1530,0.016,0.048,0.064,0.064,0.088,0.072,0.3999629616737366,0.6974143385887146,,False,1.0
0,0.001,0,5,5,2,2,455,2950,0.012,0.042,0.069,0.051,0.103,0.081,0.4024191498756408,0.6992899179458618,,False,1.0
0,0.001,0,1,5,2,9,455,2700,0.016,0.052,0.061,0.061,0.101,0.081,0.3179171979427337,0.7087438702583313,,False,1.0
0,0.001,0,2,5,2,9,455,1520,0.017,0.072,0.051,0.068,0.102,0.056,0.3170293867588043,0.708375096321106,,False,1.0
0,0.001,0,3,5,2,9,455,1540,0.017,0.035,0.046,0.064,0.084,0.066,0.3125236630439758,0.7090238332748413,,False,1.0
0,0.001,0,4,5,2,9,455,1710,0.016,0.05,0.06,0.062,0.086,0.071,0.3159309923648834,0.7042669057846069,,False,1.0
0,0.001,0,5,5,2,9,455,2990,0.014,0.042,0.065,0.056,0.092,0.081,0.3168774843215942,0.7068642973899841,,False,1.0
0,0.001,0,1,3,1,2,111,1570,0.018,0.044,0.065,0.068,0.074,0.085,0.4091282188892364,0.6446935534477234,,False,0.1
0,0.001,0,2,3,1,2,111,1960,0.022,0.045,0.048,0.08,0.079,0.067,0.4096213579177856,0.6733661890029907,,False,0.1
0,0.001,0,3,3,1,2,111,1880,0.021,0.033,0.059,0.073,0.082,0.063,0.4115824103355407,0.6807004809379578,,False,0.1
0,0.001,0,4,3,1,2,111,2080,0.016,0.028,0.059,0.063,0.089,0.067,0.4087574779987335,0.7060034275054932,,False,0.1
0,0.001,0,5,3,1,2,111,2180,0.018,0.033,0.056,0.069,0.082,0.068,0.411730408668518,0.6808013319969177,,False,0.1
