,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2
0,0.001,0,1,3,1,0,111,2990,0.033,0.056,0.055,0.105,0.083,0.077,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,3,1,0,111,2610,0.025,0.04,0.055,0.084,0.09,0.097,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,3,1,0,111,2750,0.027,0.031,0.087,0.089,0.077,0.093,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,3,1,0,111,2960,0.028,0.088,0.093,0.095,0.087,0.163,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,3,1,0,111,2170,0.026,0.042,0.059,0.092,0.095,0.122,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,3,2,0,207,2710,0.034,0.04,0.052,0.102,0.082,0.079,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,3,2,0,207,2950,0.029,0.06,0.05,0.092,0.085,0.095,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,3,2,0,207,1520,0.029,0.052,0.067,0.097,0.071,0.09,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,3,2,0,207,2200,0.022,0.056,0.049,0.077,0.088,0.123,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,3,2,0,207,1550,0.031,0.058,0.061,0.099,0.087,0.114,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,5,1,0,215,1540,0.027,0.035,0.07,0.094,0.088,0.116,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,5,1,0,215,2990,0.026,0.03,0.075,0.082,0.082,0.101,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,5,1,0,215,1590,0.029,0.037,0.086,0.098,0.078,0.114,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,5,1,0,215,1670,0.043,0.046,0.063,0.123,0.099,0.069,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,5,1,0,215,2960,0.039,0.044,0.062,0.122,0.122,0.105,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,5,2,0,455,1700,0.026,0.029,0.028,0.085,0.079,0.093,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,5,2,0,455,2480,0.026,0.032,0.083,0.091,0.076,0.102,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,5,2,0,455,2900,0.031,0.044,0.098,0.101,0.074,0.099,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,5,2,0,455,1500,0.025,0.042,0.053,0.085,0.073,0.095,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,5,2,0,455,1810,0.023,0.049,0.051,0.084,0.075,0.122,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,3,1,0,111,2990,0.033,0.056,0.055,0.105,0.083,0.077,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,3,1,0,111,2610,0.025,0.04,0.055,0.084,0.09,0.097,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,3,1,0,111,2750,0.027,0.031,0.087,0.089,0.077,0.093,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,3,1,0,111,2960,0.028,0.088,0.093,0.095,0.087,0.163,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,3,1,0,111,2170,0.026,0.042,0.059,0.092,0.095,0.122,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,1,3,2,0,207,2710,0.034,0.04,0.052,0.102,0.082,0.079,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,3,2,0,207,2950,0.029,0.06,0.05,0.092,0.085,0.095,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,3,2,0,207,1520,0.029,0.052,0.067,0.097,0.071,0.09,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,3,2,0,207,2200,0.022,0.056,0.049,0.077,0.088,0.123,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,3,2,0,207,1550,0.031,0.058,0.061,0.099,0.087,0.114,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,1,5,1,0,215,1540,0.027,0.035,0.07,0.094,0.088,0.116,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,5,1,0,215,2990,0.026,0.03,0.075,0.082,0.082,0.101,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,5,1,0,215,1590,0.029,0.037,0.086,0.098,0.078,0.114,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,5,1,0,215,1670,0.043,0.046,0.063,0.123,0.099,0.069,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,5,1,0,215,2960,0.039,0.044,0.062,0.122,0.122,0.105,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,1,5,2,0,455,1700,0.026,0.029,0.028,0.085,0.079,0.093,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,5,2,0,455,2480,0.026,0.032,0.083,0.091,0.076,0.102,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,5,2,0,455,2900,0.031,0.044,0.098,0.101,0.074,0.099,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,5,2,0,455,1500,0.025,0.042,0.053,0.085,0.073,0.095,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,5,2,0,455,1810,0.023,0.049,0.051,0.084,0.075,0.122,0.10000000149011612,0.800000011920929,,False,0.1
