,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2
0,0.001,0,1,5,1,2,215,1650,0.022,0.029,0.057,0.079,0.074,0.069,0.3986474573612213,0.7104593515396118,,False,0.1
0,0.001,0,2,5,1,2,215,2850,0.022,0.057,0.045,0.072,0.087,0.067,0.4112238585948944,0.7015240788459778,,False,0.1
0,0.001,0,3,5,1,2,215,1560,0.027,0.033,0.039,0.078,0.085,0.06,0.3992252945899963,0.7114408016204834,,False,0.1
0,0.001,0,4,5,1,2,215,1500,0.02,0.041,0.064,0.072,0.089,0.072,0.4006142318248749,0.7133305668830872,,False,0.1
0,0.001,0,5,5,1,2,215,1610,0.025,0.04,0.023,0.077,0.087,0.06,0.3995361924171448,0.7180992960929871,,False,0.1
0,0.001,0,1,5,1,9,215,2160,0.021,0.034,0.062,0.077,0.084,0.071,0.3052026629447937,0.7154287099838257,,False,0.1
0,0.001,0,2,5,1,9,215,1690,0.019,0.048,0.051,0.071,0.088,0.066,0.3150792717933655,0.6921195387840271,,False,0.1
0,0.001,0,3,5,1,9,215,1550,0.023,0.04,0.048,0.083,0.081,0.055,0.3108318448066711,0.698694109916687,,False,0.1
0,0.001,0,4,5,1,9,215,1590,0.024,0.039,0.046,0.075,0.088,0.071,0.3071804642677307,0.7151891589164734,,False,0.1
0,0.001,0,5,5,1,9,215,1510,0.024,0.037,0.02,0.078,0.088,0.06,0.3069639801979065,0.7191997170448303,,False,0.1
0,0.001,0,1,5,2,2,455,2670,0.025,0.093,0.075,0.068,0.083,0.108,0.4080597162246704,0.7063916921615601,,False,0.1
0,0.001,0,2,5,2,2,455,1570,0.021,0.048,0.042,0.068,0.075,0.07,0.3994758725166321,0.7126189470291138,,False,0.1
0,0.001,0,3,5,2,2,455,1500,0.028,0.034,0.038,0.072,0.097,0.084,0.3965597152709961,0.7191421389579773,,False,0.1
0,0.001,0,4,5,2,2,455,2650,0.025,0.044,0.032,0.073,0.108,0.078,0.405179351568222,0.7111669778823853,,False,0.1
0,0.001,0,5,5,2,2,455,1540,0.02,0.059,0.083,0.069,0.094,0.084,0.4043905735015869,0.7022327780723572,,False,0.1
0,0.001,0,1,5,2,9,455,2710,0.025,0.094,0.079,0.066,0.089,0.102,0.3113307654857635,0.6984947919845581,,False,0.1
0,0.001,0,2,5,2,9,455,1620,0.021,0.047,0.049,0.069,0.074,0.072,0.3096167743206024,0.7109060883522034,,False,0.1
0,0.001,0,3,5,2,9,455,1520,0.021,0.034,0.019,0.067,0.094,0.059,0.3033437132835388,0.7179756760597229,,False,0.1
0,0.001,0,4,5,2,9,455,1750,0.023,0.043,0.033,0.068,0.103,0.072,0.3070641458034515,0.7118421196937561,,False,0.1
0,0.001,0,5,5,2,9,455,1530,0.022,0.059,0.077,0.07,0.092,0.079,0.313687801361084,0.6997899413108826,,False,0.1
