,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2
0,0.001,0,1,3,1,2,111,2230,0.027,0.042,0.048,0.088,0.09,0.094,0.3503981530666351,0.6731472611427307,,False,1.0
0,0.001,0,2,3,1,2,111,2240,0.032,0.045,0.041,0.103,0.1,0.078,0.3484130799770355,0.6815419793128967,,False,1.0
0,0.001,0,3,3,1,2,111,1520,0.033,0.043,0.048,0.103,0.093,0.066,0.3522123396396637,0.6678609848022461,,False,1.0
0,0.001,0,4,3,1,2,111,1640,0.028,0.039,0.052,0.095,0.092,0.084,0.3479230999946594,0.6930103302001953,,False,1.0
0,0.001,0,5,3,1,2,111,2640,0.026,0.039,0.049,0.089,0.097,0.099,0.346690833568573,0.6937723159790039,,False,1.0
0,0.001,0,1,3,1,9,111,2040,0.027,0.043,0.05,0.089,0.09,0.09,0.2917798161506653,0.7000628113746643,,False,1.0
0,0.001,0,2,3,1,9,111,1620,0.028,0.059,0.043,0.09,0.091,0.075,0.2899472415447235,0.7298384308815002,,False,1.0
0,0.001,0,3,3,1,9,111,2940,0.028,0.039,0.057,0.091,0.09,0.092,0.2872494757175445,0.7299344539642334,,False,1.0
0,0.001,0,4,3,1,9,111,1660,0.029,0.039,0.054,0.096,0.093,0.083,0.2876705527305603,0.7294105887413025,,False,1.0
0,0.001,0,5,3,1,9,111,1880,0.027,0.039,0.051,0.09,0.096,0.092,0.2864163517951965,0.7302024364471436,,False,1.0
0,0.001,0,1,3,2,2,207,2940,0.028,0.063,0.046,0.091,0.097,0.086,0.3719607591629028,0.7204526662826538,,False,1.0
0,0.001,0,2,3,2,2,207,2890,0.029,0.092,0.078,0.093,0.116,0.117,0.3734075129032135,0.7257941365242004,,False,1.0
0,0.001,0,3,3,2,2,207,2960,0.029,0.062,0.044,0.091,0.098,0.088,0.3699297308921814,0.7232927083969116,,False,1.0
0,0.001,0,4,3,2,2,207,2340,0.027,0.049,0.041,0.089,0.091,0.087,0.3726479113101959,0.7211869955062866,,False,1.0
0,0.001,0,5,3,2,2,207,1530,0.026,0.038,0.036,0.084,0.071,0.079,0.3733791410923004,0.7248626351356506,,False,1.0
0,0.001,0,1,3,2,9,207,2140,0.029,0.061,0.05,0.092,0.094,0.08,0.2959795296192169,0.7367537021636963,,False,1.0
0,0.001,0,2,3,2,9,207,1680,0.027,0.075,0.082,0.084,0.095,0.089,0.3070813715457916,0.7390317916870117,,False,1.0
0,0.001,0,3,3,2,9,207,2580,0.029,0.062,0.045,0.091,0.098,0.084,0.2921784818172455,0.7415220737457275,,False,1.0
0,0.001,0,4,3,2,9,207,1730,0.026,0.05,0.043,0.086,0.095,0.085,0.2966601550579071,0.7398396134376526,,False,1.0
0,0.001,0,5,3,2,9,207,2650,0.028,0.066,0.039,0.089,0.083,0.089,0.2948100864887237,0.7428610920906067,,False,1.0
0,0.001,0,1,5,1,2,215,1510,0.027,0.046,0.038,0.087,0.086,0.082,0.3717042505741119,0.7268297076225281,,False,1.0
0,0.001,0,2,5,1,2,215,2480,0.027,0.041,0.054,0.09,0.091,0.096,0.3762228786945343,0.7195190787315369,,False,1.0
0,0.001,0,3,5,1,2,215,2780,0.027,0.039,0.049,0.09,0.08,0.09,0.3750811219215393,0.7250890135765076,,False,1.0
0,0.001,0,4,5,1,2,215,2590,0.024,0.035,0.07,0.085,0.082,0.086,0.3806453943252563,0.7182197570800781,,False,1.0
0,0.001,0,5,5,1,2,215,1560,0.027,0.04,0.046,0.088,0.106,0.097,0.3735512495040893,0.7319692373275757,,False,1.0
0,0.001,0,1,5,1,9,215,2780,0.028,0.047,0.049,0.089,0.082,0.081,0.2961863279342651,0.7471911907196045,,False,1.0
0,0.001,0,2,5,1,9,215,2980,0.027,0.042,0.053,0.089,0.091,0.095,0.2966051995754242,0.7386322021484375,,False,1.0
0,0.001,0,3,5,1,9,215,2090,0.031,0.043,0.044,0.102,0.087,0.073,0.2966163754463196,0.739363968372345,,False,1.0
0,0.001,0,4,5,1,9,215,1590,0.024,0.038,0.073,0.082,0.086,0.082,0.3052433431148529,0.7460506558418274,,False,1.0
0,0.001,0,5,5,1,9,215,1520,0.027,0.038,0.056,0.09,0.098,0.096,0.2967969477176666,0.755959689617157,,False,1.0
0,0.001,0,1,5,2,2,455,2990,0.024,0.058,0.06,0.075,0.076,0.138,0.3900375068187713,0.7411211133003235,,False,1.0
0,0.001,0,2,5,2,2,455,1680,0.029,0.092,0.051,0.091,0.11,0.09,0.3920314013957977,0.7344251871109009,,False,1.0
0,0.001,0,3,5,2,2,455,1560,0.025,0.039,0.03,0.084,0.086,0.079,0.3839139342308044,0.7554643154144287,,False,1.0
0,0.001,0,4,5,2,2,455,1900,0.025,0.046,0.037,0.082,0.093,0.095,0.3897158503532409,0.7426585555076599,,False,1.0
0,0.001,0,5,5,2,2,455,2330,0.023,0.042,0.05,0.077,0.087,0.11,0.3888190686702728,0.7487030625343323,,False,1.0
0,0.001,0,1,5,2,9,455,2550,0.024,0.06,0.07,0.08,0.083,0.134,0.3023288547992706,0.7516346573829651,,False,1.0
0,0.001,0,2,5,2,9,455,1600,0.029,0.092,0.056,0.091,0.107,0.092,0.3045715391635895,0.7433785200119019,,False,1.0
0,0.001,0,3,5,2,9,455,1570,0.025,0.04,0.03,0.085,0.086,0.073,0.2963304221630096,0.7616856694221497,,False,1.0
0,0.001,0,4,5,2,9,455,1680,0.025,0.048,0.04,0.083,0.092,0.093,0.3009362816810608,0.7502063512802124,,False,1.0
0,0.001,0,5,5,2,9,455,2060,0.024,0.043,0.052,0.081,0.087,0.109,0.3003672063350677,0.758148729801178,,False,1.0
0,0.001,0,1,3,1,2,111,2590,0.027,0.088,0.08,0.087,0.083,0.134,0.4046163856983185,0.6986609101295471,,False,0.1
0,0.001,0,2,3,1,2,111,1960,0.034,0.046,0.049,0.109,0.094,0.084,0.3988372385501861,0.7341905236244202,,False,0.1
0,0.001,0,3,3,1,2,111,1590,0.031,0.046,0.046,0.1,0.087,0.076,0.3966656327247619,0.7322810292243958,,False,0.1
0,0.001,0,4,3,1,2,111,1510,0.024,0.033,0.045,0.081,0.098,0.089,0.3935703635215759,0.7564577460289001,,False,0.1
0,0.001,0,5,3,1,2,111,2980,0.028,0.04,0.025,0.092,0.08,0.081,0.3950024545192718,0.7364280223846436,,False,0.1
0,0.001,0,1,3,1,9,111,2620,0.027,0.074,0.079,0.087,0.077,0.126,0.3110190331935882,0.7040241956710815,,False,0.1
0,0.001,0,2,3,1,9,111,1510,0.039,0.044,0.059,0.12,0.096,0.076,0.3056525886058807,0.7308699488639832,,False,0.1
0,0.001,0,3,3,1,9,111,2960,0.028,0.048,0.043,0.09,0.082,0.078,0.3004510700702667,0.7527514696121216,,False,0.1
0,0.001,0,4,3,1,9,111,2290,0.023,0.034,0.037,0.08,0.102,0.085,0.3043732047080993,0.7579963207244873,,False,0.1
0,0.001,0,5,3,1,9,111,2970,0.028,0.043,0.036,0.09,0.078,0.078,0.297256737947464,0.7491428256034851,,False,0.1
0,0.001,0,1,3,2,2,207,2780,0.027,0.062,0.05,0.087,0.086,0.102,0.3955117166042328,0.7601401805877686,,False,0.1
0,0.001,0,2,3,2,2,207,1730,0.028,0.048,0.027,0.083,0.074,0.089,0.3978181183338165,0.7505078315734863,,False,0.1
0,0.001,0,3,3,2,2,207,1550,0.03,0.027,0.138,0.096,0.073,0.082,0.3895153999328613,0.7495232224464417,,False,0.1
0,0.001,0,4,3,2,2,207,2630,0.027,0.053,0.037,0.086,0.078,0.081,0.3979529440402984,0.754671037197113,,False,0.1
0,0.001,0,5,3,2,2,207,2000,0.029,0.063,0.045,0.093,0.082,0.076,0.398869514465332,0.757058322429657,,False,0.1
0,0.001,0,1,3,2,9,207,1540,0.028,0.065,0.054,0.087,0.087,0.094,0.3008157908916473,0.756763219833374,,False,0.1
0,0.001,0,2,3,2,9,207,1580,0.031,0.063,0.061,0.096,0.083,0.082,0.3055855631828308,0.7474513649940491,,False,0.1
0,0.001,0,3,3,2,9,207,2630,0.03,0.059,0.048,0.092,0.088,0.083,0.2993421256542206,0.7523695826530457,,False,0.1
0,0.001,0,4,3,2,9,207,2730,0.024,0.044,0.035,0.08,0.088,0.088,0.3002255260944366,0.7582765817642212,,False,0.1
0,0.001,0,5,3,2,9,207,2960,0.025,0.056,0.038,0.077,0.092,0.087,0.2994447350502014,0.7633848190307617,,False,0.1
0,0.001,0,1,5,1,2,215,1570,0.025,0.037,0.061,0.083,0.07,0.124,0.3925714790821075,0.7689563035964966,,False,0.1
0,0.001,0,2,5,1,2,215,1620,0.026,0.049,0.04,0.088,0.083,0.104,0.3994014859199524,0.7425881624221802,,False,0.1
0,0.001,0,3,5,1,2,215,2700,0.028,0.049,0.036,0.093,0.086,0.08,0.3954178094863891,0.7594605088233948,,False,0.1
0,0.001,0,4,5,1,2,215,1500,0.026,0.045,0.054,0.088,0.107,0.109,0.3950214982032776,0.7660912275314331,,False,0.1
0,0.001,0,5,5,1,2,215,2850,0.026,0.036,0.035,0.093,0.082,0.099,0.3950276970863342,0.7629910111427307,,False,0.1
0,0.001,0,1,5,1,9,215,1690,0.028,0.048,0.067,0.093,0.074,0.167,0.3029164373874664,0.7718359231948853,,False,0.1
0,0.001,0,2,5,1,9,215,2970,0.026,0.049,0.044,0.083,0.084,0.098,0.305334597826004,0.7446355819702148,,False,0.1
0,0.001,0,3,5,1,9,215,2960,0.029,0.047,0.037,0.096,0.084,0.076,0.3001399040222168,0.7592068314552307,,False,0.1
0,0.001,0,4,5,1,9,215,1910,0.027,0.12,0.044,0.078,0.133,0.115,0.3035147488117218,0.7708560824394226,,False,0.1
0,0.001,0,5,5,1,9,215,1640,0.027,0.041,0.027,0.093,0.082,0.091,0.2991093695163727,0.770012617111206,,False,0.1
0,0.001,0,1,5,2,2,455,2840,0.025,0.078,0.065,0.08,0.079,0.126,0.4003641307353973,0.761802077293396,,False,0.1
0,0.001,0,2,5,2,2,455,2470,0.024,0.046,0.046,0.085,0.095,0.12,0.3981872200965881,0.7529112696647644,,False,0.1
0,0.001,0,3,5,2,2,455,2240,0.024,0.033,0.08,0.08,0.092,0.086,0.3965000808238983,0.7780250310897827,,False,0.1
0,0.001,0,4,5,2,2,455,1620,0.024,0.049,0.036,0.083,0.097,0.107,0.3964907526969909,0.7637048363685608,,False,0.1
0,0.001,0,5,5,2,2,455,2660,0.022,0.041,0.048,0.073,0.084,0.121,0.3991189897060394,0.7637385725975037,,False,0.1
0,0.001,0,1,5,2,9,455,2880,0.022,0.034,0.058,0.074,0.063,0.13,0.3080855011940002,0.7461307048797607,,False,0.1
0,0.001,0,2,5,2,9,455,1980,0.025,0.071,0.056,0.085,0.099,0.088,0.3000339865684509,0.7581757307052612,,False,0.1
0,0.001,0,3,5,2,9,455,2430,0.021,0.06,0.03,0.073,0.083,0.095,0.3021399974822998,0.7663575410842896,,False,0.1
0,0.001,0,4,5,2,9,455,2030,0.024,0.051,0.037,0.082,0.095,0.105,0.3004879951477051,0.7622470259666443,,False,0.1
0,0.001,0,5,5,2,9,455,2470,0.022,0.043,0.053,0.071,0.087,0.117,0.30228355526924133,0.7631612420082092,,False,0.1
