,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2
0,0.001,0,1,3,1,2,111,2990,0.035,0.068,0.077,0.118,0.158,0.107,0.3350341618061065,0.8189297318458557,,False,1.0
0,0.001,0,2,3,1,2,111,2330,0.046,0.076,0.089,0.148,0.187,0.107,0.337979108095169,0.8080836534500122,,False,1.0
0,0.001,0,3,3,1,2,111,1730,0.039,0.065,0.088,0.129,0.162,0.114,0.336326390504837,0.8159386515617371,,False,1.0
0,0.001,0,4,3,1,2,111,2650,0.037,0.066,0.077,0.123,0.16,0.111,0.3345918655395508,0.8242015242576599,,False,1.0
0,0.001,0,5,3,1,2,111,2330,0.035,0.069,0.073,0.118,0.149,0.095,0.3349622786045074,0.8244011402130127,,False,1.0
0,0.001,0,1,3,1,9,111,2900,0.035,0.069,0.079,0.119,0.155,0.106,0.2739667892456054,0.8623141646385193,,False,1.0
0,0.001,0,2,3,1,9,111,1570,0.051,0.081,0.097,0.161,0.196,0.124,0.2827566862106323,0.8404026627540588,,False,1.0
0,0.001,0,3,3,1,9,111,2240,0.046,0.075,0.09,0.149,0.183,0.107,0.2790977358818054,0.8468382954597473,,False,1.0
0,0.001,0,4,3,1,9,111,2730,0.037,0.066,0.078,0.124,0.158,0.108,0.2726936340332031,0.872599184513092,,False,1.0
0,0.001,0,5,3,1,9,111,2960,0.034,0.068,0.074,0.117,0.145,0.091,0.2719507217407226,0.8772584199905396,,False,1.0
0,0.001,0,1,3,2,2,207,2770,0.037,0.096,0.087,0.122,0.171,0.097,0.3574764132499695,0.8629486560821533,,False,1.0
0,0.001,0,2,3,2,2,207,2960,0.034,0.15,0.098,0.11,0.18,0.099,0.3631474077701568,0.8690280914306641,,False,1.0
0,0.001,0,3,3,2,2,207,1650,0.038,0.099,0.083,0.126,0.174,0.098,0.3576250076293945,0.8580661416053772,,False,1.0
0,0.001,0,4,3,2,2,207,2870,0.033,0.102,0.049,0.109,0.155,0.087,0.3576422035694122,0.8686432838439941,,False,1.0
0,0.001,0,5,3,2,2,207,1610,0.038,0.121,0.09,0.128,0.155,0.102,0.3621273636817932,0.862082302570343,,False,1.0
0,0.001,0,1,3,2,9,207,2280,0.038,0.099,0.09,0.125,0.168,0.102,0.2797777056694031,0.8845316171646118,,False,1.0
0,0.001,0,2,3,2,9,207,1900,0.035,0.113,0.11,0.115,0.171,0.103,0.292012095451355,0.8904362916946411,,False,1.0
0,0.001,0,3,3,2,9,207,1700,0.038,0.104,0.083,0.124,0.174,0.1,0.2780834436416626,0.8838136196136475,,False,1.0
0,0.001,0,4,3,2,9,207,2680,0.033,0.092,0.058,0.109,0.154,0.096,0.2808115780353546,0.8941587209701538,,False,1.0
0,0.001,0,5,3,2,9,207,1660,0.036,0.103,0.089,0.12,0.161,0.109,0.283935934305191,0.8878567218780518,,False,1.0
0,0.001,0,1,5,1,2,215,2410,0.033,0.077,0.07,0.109,0.159,0.091,0.3598301708698272,0.8722416162490845,,False,1.0
0,0.001,0,2,5,1,2,215,2940,0.035,0.085,0.077,0.117,0.161,0.105,0.3636660575866699,0.8612556457519531,,False,1.0
0,0.001,0,3,5,1,2,215,2110,0.041,0.081,0.087,0.137,0.173,0.092,0.3632107675075531,0.861432671546936,,False,1.0
0,0.001,0,4,5,1,2,215,2970,0.035,0.076,0.092,0.117,0.147,0.1,0.3619434833526611,0.867430567741394,,False,1.0
0,0.001,0,5,5,1,2,215,2790,0.032,0.064,0.079,0.108,0.163,0.106,0.3632287681102752,0.8763182163238525,,False,1.0
0,0.001,0,1,5,1,9,215,1500,0.036,0.073,0.082,0.117,0.166,0.095,0.2809418737888336,0.8882860541343689,,False,1.0
0,0.001,0,2,5,1,9,215,2910,0.037,0.091,0.086,0.122,0.165,0.105,0.2852705419063568,0.8850170969963074,,False,1.0
0,0.001,0,3,5,1,9,215,2450,0.041,0.082,0.086,0.137,0.172,0.092,0.2820159196853637,0.8852755427360535,,False,1.0
0,0.001,0,4,5,1,9,215,2970,0.035,0.076,0.091,0.117,0.148,0.102,0.2818277776241302,0.8879110217094421,,False,1.0
0,0.001,0,5,5,1,9,215,2830,0.033,0.065,0.081,0.115,0.171,0.105,0.2843536138534546,0.8984991312026978,,False,1.0
0,0.001,0,1,5,2,2,455,2430,0.032,0.092,0.092,0.108,0.154,0.127,0.3760010600090027,0.8978023529052734,,False,1.0
0,0.001,0,2,5,2,2,455,2950,0.035,0.096,0.069,0.118,0.17,0.088,0.3694659173488617,0.8964980840682983,,False,1.0
0,0.001,0,3,5,2,2,455,1510,0.034,0.086,0.031,0.101,0.144,0.093,0.3766284883022308,0.8987537622451782,,False,1.0
