,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2
0,0.001,0,1,3,1,0,111,1790,0.025,0.082,0.031,0.103,0.087,0.099,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,3,1,0,111,1540,0.022,0.061,0.04,0.093,0.1,0.105,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,3,1,0,111,1950,0.024,0.054,0.05,0.095,0.092,0.114,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,3,1,0,111,1770,0.033,0.103,0.045,0.128,0.096,0.116,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,3,1,0,111,2180,0.025,0.062,0.036,0.088,0.105,0.104,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,3,2,0,207,2950,0.04,0.07,0.045,0.123,0.096,0.102,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,3,2,0,207,2970,0.023,0.079,0.037,0.093,0.081,0.099,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,3,2,0,207,2760,0.02,0.069,0.039,0.085,0.1,0.112,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,3,2,0,207,2210,0.018,0.068,0.049,0.078,0.081,0.108,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,3,2,0,207,2890,0.025,0.084,0.054,0.098,0.096,0.12,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,5,1,0,215,2560,0.021,0.042,0.044,0.086,0.085,0.098,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,5,1,0,215,1550,0.022,0.025,0.084,0.091,0.086,0.101,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,5,1,0,215,1750,0.022,0.079,0.045,0.092,0.082,0.099,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,5,1,0,215,2820,0.034,0.065,0.124,0.128,0.096,0.105,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,5,1,0,215,2390,0.052,0.053,0.048,0.166,0.15,0.108,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,5,2,0,455,2930,0.019,0.042,0.048,0.08,0.101,0.111,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,5,2,0,455,2210,0.022,0.088,0.071,0.09,0.078,0.113,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,5,2,0,455,1840,0.029,0.096,0.064,0.105,0.076,0.112,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,5,2,0,455,2960,0.019,0.085,0.062,0.079,0.107,0.098,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,5,2,0,455,2720,0.02,0.09,0.037,0.08,0.077,0.093,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,3,1,0,111,1790,0.025,0.082,0.031,0.103,0.087,0.099,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,3,1,0,111,1540,0.022,0.061,0.04,0.093,0.1,0.105,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,3,1,0,111,1950,0.024,0.054,0.05,0.095,0.092,0.114,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,3,1,0,111,1770,0.033,0.103,0.045,0.128,0.096,0.116,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,3,1,0,111,2180,0.025,0.062,0.036,0.088,0.105,0.104,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,1,3,2,0,207,2950,0.04,0.07,0.045,0.123,0.096,0.102,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,3,2,0,207,2970,0.023,0.079,0.037,0.093,0.081,0.099,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,3,2,0,207,2760,0.02,0.069,0.039,0.085,0.1,0.112,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,3,2,0,207,2210,0.018,0.068,0.049,0.078,0.081,0.108,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,3,2,0,207,2890,0.025,0.084,0.054,0.098,0.096,0.12,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,1,5,1,0,215,2560,0.021,0.042,0.044,0.086,0.085,0.098,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,5,1,0,215,1550,0.022,0.025,0.084,0.091,0.086,0.101,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,5,1,0,215,1750,0.022,0.079,0.045,0.092,0.082,0.099,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,5,1,0,215,2820,0.034,0.065,0.124,0.128,0.096,0.105,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,5,1,0,215,2390,0.052,0.053,0.048,0.166,0.15,0.108,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,1,5,2,0,455,2930,0.019,0.042,0.048,0.08,0.101,0.111,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,2,5,2,0,455,2210,0.022,0.088,0.071,0.09,0.078,0.113,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,3,5,2,0,455,1840,0.029,0.096,0.064,0.105,0.076,0.112,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,4,5,2,0,455,2960,0.019,0.085,0.062,0.079,0.107,0.098,0.1000000014901161,0.800000011920929,,False,0.1
0,0.001,0,5,5,2,0,455,2720,0.02,0.09,0.037,0.08,0.077,0.093,0.10000000149011612,0.800000011920929,,False,0.1
