,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2
0,0.001,0,1,3,1,0,111,1740,0.042,0.055,0.108,0.138,0.129,0.081,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,3,1,0,111,1510,0.04,0.07,0.102,0.135,0.139,0.088,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,3,1,0,111,2600,0.037,0.054,0.095,0.129,0.133,0.103,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,3,1,0,111,2960,0.042,0.069,0.098,0.139,0.138,0.083,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,3,1,0,111,2500,0.035,0.051,0.087,0.119,0.129,0.127,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,3,2,0,207,2810,0.04,0.061,0.096,0.126,0.127,0.1,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,3,2,0,207,2650,0.036,0.088,0.099,0.125,0.129,0.103,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,3,2,0,207,2770,0.037,0.064,0.095,0.127,0.126,0.102,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,3,2,0,207,1670,0.031,0.081,0.132,0.105,0.116,0.148,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,3,2,0,207,2670,0.033,0.08,0.1,0.113,0.147,0.125,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,1,5,1,0,215,2540,0.038,0.057,0.088,0.121,0.125,0.107,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,2,5,1,0,215,2840,0.038,0.059,0.129,0.119,0.145,0.102,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,3,5,1,0,215,1620,0.038,0.082,0.103,0.128,0.126,0.105,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,4,5,1,0,215,2910,0.046,0.086,0.101,0.153,0.142,0.076,0.1000000014901161,0.800000011920929,,False,1.0
0,0.001,0,5,5,1,0,215,2910,0.051,0.059,0.104,0.165,0.156,0.104,0.1000000014901161,0.800000011920929,,False,1.0
