,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2,genotype
0,0.001,0,1,3,1,2,111,1740,0.024,0.042,0.04,0.091,0.09,0.069,0.3416091799736023,0.7376840710639954,,False,1.0,30
0,0.001,0,2,3,1,2,111,1500,0.029,0.046,0.045,0.112,0.102,0.069,0.3452492952346802,0.7268189191818237,,False,1.0,30
0,0.001,0,3,3,1,2,111,2690,0.025,0.043,0.041,0.097,0.099,0.068,0.3404761850833893,0.7416177988052368,,False,1.0,30
0,0.001,0,4,3,1,2,111,1630,0.031,0.047,0.047,0.112,0.095,0.075,0.3417919278144836,0.7411009669303894,,False,1.0,30
0,0.001,0,5,3,1,2,111,2410,0.024,0.043,0.041,0.09,0.099,0.07,0.3401744365692138,0.7429426908493042,,False,1.0,30
0,0.001,1,1,3,1,2,111,2910,0.02,0.064,0.053,0.073,0.132,0.093,0.347646564245224,0.726525068283081,,False,1.0,30
0,0.001,1,2,3,1,2,111,2820,0.022,0.04,0.059,0.082,0.122,0.11,0.3470104038715362,0.7327139377593994,,False,1.0,30
0,0.001,1,3,3,1,2,111,2350,0.023,0.074,0.057,0.078,0.154,0.083,0.3475456833839416,0.7376996874809265,,False,1.0,30
0,0.001,1,4,3,1,2,111,2990,0.025,0.079,0.052,0.087,0.146,0.089,0.3468219041824341,0.7372481822967529,,False,1.0,30
0,0.001,1,5,3,1,2,111,1710,0.023,0.046,0.054,0.078,0.139,0.093,0.3476272821426391,0.7331405282020569,,False,1.0,30
0,0.001,2,1,3,1,2,111,1920,0.023,0.092,0.079,0.079,0.227,0.118,0.3613920211791992,0.6983771920204163,,False,1.0,30
0,0.001,2,2,3,1,2,111,1640,0.029,0.086,0.057,0.085,0.224,0.114,0.3578120768070221,0.728346049785614,,False,1.0,30
0,0.001,2,3,3,1,2,111,1630,0.03,0.095,0.072,0.084,0.236,0.118,0.358880877494812,0.7307367920875549,,False,1.0,30
0,0.001,2,4,3,1,2,111,2500,0.023,0.092,0.085,0.077,0.193,0.103,0.3582109808921814,0.7343748211860657,,False,1.0,30
0,0.001,2,5,3,1,2,111,1770,0.023,0.112,0.098,0.079,0.244,0.131,0.3612549006938934,0.7291877865791321,,False,1.0,30
0,0.001,3,1,3,1,2,111,2380,0.02,0.112,0.084,0.075,0.107,0.078,0.3441360294818878,0.7323145866394043,,False,1.0,30
0,0.001,3,2,3,1,2,111,2850,0.022,0.072,0.078,0.084,0.114,0.104,0.3435752391815185,0.745304524898529,,False,1.0,30
0,0.001,3,3,3,1,2,111,2280,0.021,0.086,0.081,0.078,0.108,0.089,0.3437977731227875,0.7464879155158997,,False,1.0,30
0,0.001,3,4,3,1,2,111,1930,0.02,0.129,0.087,0.074,0.116,0.074,0.3430147469043731,0.7472653388977051,,False,1.0,30
0,0.001,3,5,3,1,2,111,2460,0.022,0.127,0.091,0.082,0.104,0.08,0.3440329432487488,0.745688259601593,,False,1.0,30
0,0.001,4,1,3,1,2,111,1520,0.025,0.044,0.045,0.094,0.117,0.081,0.3457465767860412,0.7058693766593933,,False,1.0,30
0,0.001,4,2,3,1,2,111,1520,0.03,0.052,0.041,0.099,0.165,0.09,0.3436542451381683,0.7372758388519287,,False,1.0,30
0,0.001,4,3,3,1,2,111,1660,0.023,0.049,0.052,0.083,0.139,0.069,0.3424455225467682,0.7418634295463562,,False,1.0,30
0,0.001,4,4,3,1,2,111,1500,0.026,0.049,0.052,0.094,0.142,0.08,0.3434376120567322,0.7413845658302307,,False,1.0,30
0,0.001,4,5,3,1,2,111,1530,0.027,0.031,0.059,0.098,0.101,0.082,0.3426389396190643,0.72982257604599,,False,1.0,30
0,0.001,5,1,3,1,2,111,2420,0.023,0.068,0.037,0.076,0.208,0.12,0.3492781817913055,0.7324835062026978,,False,1.0,30
0,0.001,5,2,3,1,2,111,2810,0.027,0.045,0.072,0.08,0.147,0.183,0.3466607928276062,0.7417398691177368,,False,1.0,30
0,0.001,5,3,3,1,2,111,1510,0.026,0.048,0.037,0.08,0.175,0.113,0.3534122705459595,0.7247576713562012,,False,1.0,30
0,0.001,5,4,3,1,2,111,2720,0.02,0.047,0.053,0.068,0.144,0.15,0.3472521901130676,0.740043044090271,,False,1.0,30
0,0.001,5,5,3,1,2,111,1570,0.015,0.112,0.068,0.055,0.287,0.121,0.35409116744995117,0.743878185749054,,False,1.0,30
