,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2,genotype
0,0.001,0,1,5,1,0,215,1510,0.017,0.048,0.043,0.067,0.109,0.076,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,0,2,5,1,0,215,2150,0.021,0.039,0.02,0.071,0.093,0.063,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,0,3,5,1,0,215,2870,0.021,0.029,0.086,0.062,0.084,0.089,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,0,4,5,1,0,215,2750,0.027,0.06,0.083,0.079,0.095,0.057,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,0,5,5,1,0,215,1630,0.021,0.075,0.078,0.07,0.085,0.07,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,1,1,5,1,0,215,1640,0.018,0.088,0.055,0.048,0.228,0.131,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,1,2,5,1,0,215,1500,0.018,0.08,0.042,0.046,0.173,0.105,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,1,3,5,1,0,215,2990,0.016,0.06,0.074,0.051,0.161,0.095,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,1,4,5,1,0,215,1500,0.023,0.063,0.076,0.064,0.137,0.098,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,1,5,5,1,0,215,2560,0.016,0.108,0.082,0.05,0.182,0.117,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,2,1,5,1,0,215,1910,0.023,0.103,0.074,0.068,0.166,0.1,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,2,2,5,1,0,215,1560,0.024,0.146,0.092,0.063,0.149,0.07,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,2,3,5,1,0,215,2990,0.022,0.102,0.103,0.058,0.149,0.076,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,2,4,5,1,0,215,1520,0.025,0.119,0.103,0.068,0.155,0.079,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,2,5,5,1,0,215,1530,0.017,0.101,0.086,0.054,0.096,0.091,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,3,1,5,1,0,215,1500,0.016,0.097,0.073,0.06,0.074,0.082,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,3,2,5,1,0,215,2740,0.016,0.081,0.06,0.065,0.06,0.074,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,3,3,5,1,0,215,2990,0.016,0.14,0.097,0.064,0.065,0.102,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,3,4,5,1,0,215,2990,0.019,0.184,0.14,0.073,0.072,0.117,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,3,5,5,1,0,215,1540,0.019,0.147,0.123,0.073,0.073,0.132,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,4,1,5,1,0,215,1500,0.014,0.055,0.029,0.058,0.122,0.086,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,4,2,5,1,0,215,1810,0.017,0.06,0.032,0.07,0.103,0.068,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,4,3,5,1,0,215,2290,0.017,0.055,0.059,0.067,0.143,0.096,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,4,4,5,1,0,215,1610,0.031,0.036,0.053,0.098,0.067,0.066,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,4,5,5,1,0,215,2990,0.015,0.056,0.123,0.061,0.148,0.186,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,5,1,5,1,0,215,1520,0.013,0.037,0.047,0.044,0.107,0.099,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,5,2,5,1,0,215,1550,0.017,0.138,0.11,0.054,0.164,0.062,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,5,3,5,1,0,215,2990,0.015,0.042,0.037,0.047,0.145,0.118,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,5,4,5,1,0,215,2990,0.018,0.146,0.125,0.059,0.138,0.06,0.1000000014901161,0.800000011920929,,False,0.1,254
0,0.001,5,5,5,1,0,215,1560,0.02,0.112,0.104,0.064,0.169,0.076,0.10000000149011612,0.800000011920929,,False,0.1,254
