,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2,genotype
0,0.001,0,1,3,1,2,111,2710,0.034,0.108,0.059,0.122,0.245,0.133,0.3335955440998077,0.8001016974449158,,False,1.0,6
0,0.001,0,2,3,1,2,111,1690,0.041,0.12,0.077,0.149,0.305,0.162,0.3400597274303436,0.779048502445221,,False,1.0,6
0,0.001,0,3,3,1,2,111,2740,0.039,0.115,0.068,0.139,0.3,0.143,0.3362915217876434,0.7882359027862549,,False,1.0,6
0,0.001,0,4,3,1,2,111,1590,0.039,0.106,0.07,0.136,0.25,0.163,0.3362795710563659,0.792076826095581,,False,1.0,6
0,0.001,0,5,3,1,2,111,2120,0.039,0.113,0.071,0.141,0.297,0.142,0.336991548538208,0.7848891019821167,,False,1.0,6
0,0.001,1,1,3,1,2,111,2970,0.032,0.131,0.154,0.105,0.18,0.236,0.3341424763202667,0.8137156367301941,,False,1.0,6
0,0.001,1,2,3,1,2,111,1740,0.044,0.078,0.144,0.134,0.154,0.281,0.342631459236145,0.7986087203025818,,False,1.0,6
0,0.001,1,3,3,1,2,111,2850,0.033,0.106,0.113,0.108,0.171,0.224,0.3352959156036377,0.8149833679199219,,False,1.0,6
0,0.001,1,4,3,1,2,111,2430,0.04,0.042,0.097,0.135,0.15,0.238,0.3365645706653595,0.8177958726882935,,False,1.0,6
0,0.001,1,5,3,1,2,111,2670,0.037,0.045,0.119,0.117,0.155,0.26,0.3363692462444305,0.8207337260246277,,False,1.0,6
0,0.001,2,1,3,1,2,111,1550,0.054,0.147,0.122,0.17,0.289,0.181,0.3546454906463623,0.7955230474472046,,False,1.0,6
0,0.001,2,2,3,1,2,111,1510,0.061,0.141,0.116,0.179,0.262,0.176,0.3533468544483185,0.8241598010063171,,False,1.0,6
0,0.001,2,3,3,1,2,111,1610,0.054,0.155,0.13,0.164,0.279,0.171,0.3532315790653229,0.8400952219963074,,False,1.0,6
0,0.001,2,4,3,1,2,111,2050,0.053,0.152,0.135,0.172,0.198,0.134,0.3490669727325439,0.8496178984642029,,False,1.0,6
0,0.001,2,5,3,1,2,111,1760,0.045,0.216,0.176,0.148,0.306,0.156,0.3539114892482757,0.8445166349411011,,False,1.0,6
0,0.001,3,1,3,1,2,111,2990,0.029,0.122,0.143,0.111,0.14,0.214,0.3284215331077575,0.8157959580421448,,False,1.0,6
0,0.001,3,2,3,1,2,111,1620,0.046,0.102,0.157,0.153,0.123,0.277,0.3396971821784973,0.7940802574157715,,False,1.0,6
0,0.001,3,3,3,1,2,111,2890,0.034,0.059,0.135,0.118,0.133,0.284,0.3335752189159393,0.8114306330680847,,False,1.0,6
0,0.001,3,4,3,1,2,111,1510,0.034,0.12,0.147,0.118,0.143,0.224,0.3343414664268493,0.8051565885543823,,False,1.0,6
0,0.001,3,5,3,1,2,111,2840,0.028,0.14,0.154,0.105,0.132,0.229,0.3302685022354126,0.8195925354957581,,False,1.0,6
0,0.001,4,1,3,1,2,111,2990,0.04,0.07,0.051,0.145,0.198,0.134,0.3323317468166351,0.8263695240020752,,False,1.0,6
0,0.001,4,2,3,1,2,111,1570,0.053,0.095,0.097,0.18,0.228,0.161,0.3361989259719848,0.8044939637184143,,False,1.0,6
0,0.001,4,3,3,1,2,111,1620,0.048,0.087,0.081,0.169,0.199,0.137,0.3320023417472839,0.8198539018630981,,False,1.0,6
0,0.001,4,4,3,1,2,111,1520,0.046,0.1,0.08,0.158,0.22,0.153,0.3331367075443268,0.8195168375968933,,False,1.0,6
0,0.001,4,5,3,1,2,111,1540,0.053,0.095,0.062,0.182,0.222,0.121,0.3300547897815704,0.8234541416168213,,False,1.0,6
0,0.001,5,1,3,1,2,111,2430,0.045,0.075,0.108,0.155,0.219,0.219,0.3337200284004211,0.8371108770370483,,False,1.0,6
0,0.001,5,2,3,1,2,111,2950,0.036,0.065,0.112,0.136,0.218,0.272,0.3309693038463592,0.8517197370529175,,False,1.0,6
0,0.001,5,3,3,1,2,111,2950,0.042,0.065,0.09,0.143,0.22,0.214,0.3362593054771423,0.8494827151298523,,False,1.0,6
0,0.001,5,4,3,1,2,111,2970,0.036,0.129,0.144,0.136,0.216,0.283,0.3331308662891388,0.8532830476760864,,False,1.0,6
0,0.001,5,5,3,1,2,111,1500,0.032,0.164,0.062,0.117,0.366,0.155,0.3418634831905365,0.8540926575660706,,False,1.0,6
