,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2,genotype
0,0.001,0,1,3,1,9,111,2650,0.033,0.062,0.056,0.098,0.139,0.098,0.278401643037796,0.8140664100646973,,False,1.0,302
0,0.001,0,2,3,1,9,111,2530,0.041,0.08,0.056,0.121,0.166,0.101,0.2816775739192962,0.8118937015533447,,False,1.0,302
0,0.001,0,3,3,1,9,111,1610,0.036,0.061,0.063,0.104,0.146,0.107,0.2779306173324585,0.8193732500076294,,False,1.0,302
0,0.001,0,4,3,1,9,111,1920,0.035,0.057,0.056,0.104,0.148,0.102,0.2776452600955963,0.8258083462715149,,False,1.0,302
0,0.001,0,5,3,1,9,111,1580,0.033,0.06,0.046,0.097,0.134,0.086,0.2781907021999359,0.8275865912437439,,False,1.0,302
0,0.001,1,1,3,1,9,111,2250,0.02,0.122,0.083,0.07,0.199,0.134,0.2783203423023224,0.8276723623275757,,False,1.0,302
0,0.001,1,2,3,1,9,111,2990,0.021,0.069,0.101,0.075,0.155,0.151,0.2766615748405456,0.8367459774017334,,False,1.0,302
0,0.001,1,3,3,1,9,111,2900,0.02,0.084,0.063,0.069,0.197,0.131,0.2816860377788543,0.83246910572052,,False,1.0,302
0,0.001,1,4,3,1,9,111,2930,0.02,0.111,0.062,0.074,0.2,0.136,0.2755447924137115,0.8474195003509521,,False,1.0,302
0,0.001,1,5,3,1,9,111,1540,0.02,0.062,0.072,0.069,0.146,0.119,0.2779791057109833,0.8420820236206055,,False,1.0,302
0,0.001,2,1,3,1,9,111,1690,0.028,0.172,0.126,0.094,0.316,0.121,0.2996755838394165,0.8158923983573914,,False,1.0,302
0,0.001,2,2,3,1,9,111,1530,0.034,0.17,0.123,0.103,0.305,0.117,0.2986850142478943,0.8400560617446899,,False,1.0,302
0,0.001,2,3,3,1,9,111,1560,0.029,0.187,0.137,0.091,0.336,0.116,0.3000800907611847,0.8603359460830688,,False,1.0,302
0,0.001,2,4,3,1,9,111,1540,0.032,0.155,0.125,0.102,0.256,0.113,0.2971693277359009,0.8533961772918701,,False,1.0,302
0,0.001,2,5,3,1,9,111,1520,0.028,0.188,0.136,0.089,0.326,0.107,0.2961430549621582,0.8632520437240601,,False,1.0,302
0,0.001,3,1,3,1,9,111,2150,0.032,0.138,0.118,0.102,0.097,0.136,0.2804581224918365,0.8012604117393494,,False,1.0,302
0,0.001,3,2,3,1,9,111,1500,0.031,0.089,0.111,0.096,0.139,0.164,0.2838902771472931,0.808422863483429,,False,1.0,302
0,0.001,3,3,3,1,9,111,2100,0.032,0.119,0.126,0.098,0.109,0.154,0.2864383459091186,0.8225222229957581,,False,1.0,302
0,0.001,3,4,3,1,9,111,1520,0.032,0.14,0.115,0.105,0.104,0.124,0.2792201340198517,0.8186188340187073,,False,1.0,302
0,0.001,3,5,3,1,9,111,2960,0.03,0.082,0.123,0.091,0.096,0.159,0.2814036905765533,0.8300374150276184,,False,1.0,302
0,0.001,4,1,3,1,9,111,2100,0.037,0.048,0.044,0.122,0.136,0.101,0.2829611599445343,0.8186085820198059,,False,1.0,302
0,0.001,4,2,3,1,9,111,1530,0.038,0.071,0.048,0.122,0.184,0.115,0.2851674556732178,0.8253393769264221,,False,1.0,302
0,0.001,4,3,3,1,9,111,2990,0.04,0.067,0.062,0.132,0.147,0.105,0.2802582681179046,0.8316926956176758,,False,1.0,302
0,0.001,4,4,3,1,9,111,1540,0.042,0.046,0.058,0.132,0.117,0.102,0.2809281647205353,0.8298259377479553,,False,1.0,302
0,0.001,4,5,3,1,9,111,2940,0.043,0.05,0.03,0.132,0.117,0.082,0.2773002684116363,0.8279932141304016,,False,1.0,302
0,0.001,5,1,3,1,9,111,1520,0.03,0.152,0.079,0.097,0.321,0.098,0.2876825034618377,0.807974636554718,,False,1.0,302
0,0.001,5,2,3,1,9,111,1500,0.022,0.2,0.111,0.084,0.386,0.106,0.2917775213718414,0.8369211554527283,,False,1.0,302
0,0.001,5,3,3,1,9,111,2000,0.025,0.059,0.041,0.089,0.182,0.098,0.2813323438167572,0.8434332609176636,,False,1.0,302
0,0.001,5,4,3,1,9,111,2980,0.022,0.048,0.063,0.081,0.156,0.137,0.279994249343872,0.8648410439491272,,False,1.0,302
0,0.001,5,5,3,1,9,111,1500,0.021,0.206,0.134,0.076,0.384,0.094,0.2990582287311554,0.8674303293228149,,False,1.0,302
