,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2,genotype
0,0.001,0,1,3,1,0,111,1500,0.028,0.044,0.053,0.106,0.087,0.064,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,0,2,3,1,0,111,1500,0.025,0.05,0.047,0.092,0.082,0.069,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,0,3,3,1,0,111,1570,0.027,0.037,0.048,0.097,0.095,0.09,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,0,4,3,1,0,111,2860,0.025,0.069,0.027,0.097,0.109,0.079,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,0,5,3,1,0,111,1830,0.031,0.046,0.053,0.106,0.107,0.081,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,1,1,3,1,0,111,2990,0.022,0.047,0.056,0.073,0.171,0.105,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,1,2,3,1,0,111,2940,0.022,0.083,0.034,0.078,0.195,0.089,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,1,3,3,1,0,111,2610,0.026,0.096,0.048,0.073,0.212,0.109,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,1,4,3,1,0,111,2980,0.027,0.042,0.032,0.092,0.155,0.093,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,1,5,3,1,0,111,2930,0.02,0.08,0.05,0.072,0.166,0.105,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,2,1,3,1,0,111,2410,0.02,0.124,0.104,0.067,0.179,0.086,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,2,2,3,1,0,111,1630,0.023,0.124,0.096,0.071,0.201,0.091,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,2,3,3,1,0,111,1530,0.024,0.061,0.065,0.081,0.202,0.099,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,2,4,3,1,0,111,2020,0.021,0.097,0.079,0.073,0.206,0.099,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,2,5,3,1,0,111,2970,0.024,0.091,0.1,0.076,0.192,0.127,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,3,1,3,1,0,111,2990,0.022,0.145,0.118,0.081,0.108,0.158,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,3,2,3,1,0,111,1950,0.017,0.13,0.083,0.069,0.118,0.072,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,3,3,3,1,0,111,2340,0.019,0.153,0.092,0.074,0.107,0.087,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,3,4,3,1,0,111,2980,0.021,0.161,0.105,0.078,0.115,0.097,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,3,5,3,1,0,111,2980,0.018,0.109,0.086,0.072,0.148,0.101,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,4,1,3,1,0,111,2980,0.017,0.075,0.079,0.066,0.137,0.09,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,4,2,3,1,0,111,1530,0.023,0.06,0.057,0.083,0.163,0.07,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,4,3,3,1,0,111,2990,0.014,0.131,0.05,0.061,0.156,0.12,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,4,4,3,1,0,111,2990,0.026,0.068,0.062,0.099,0.165,0.074,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,4,5,3,1,0,111,2420,0.024,0.035,0.045,0.086,0.108,0.099,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,5,1,3,1,0,111,2470,0.017,0.053,0.055,0.057,0.132,0.12,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,5,2,3,1,0,111,1540,0.021,0.179,0.076,0.066,0.217,0.138,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,5,3,3,1,0,111,2990,0.024,0.089,0.09,0.071,0.225,0.193,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,5,4,3,1,0,111,2200,0.033,0.101,0.136,0.09,0.217,0.13,0.1000000014901161,0.800000011920929,,False,0.1,30
0,0.001,5,5,3,1,0,111,2020,0.023,0.045,0.037,0.074,0.154,0.123,0.10000000149011612,0.800000011920929,,False,0.1,30
