,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2,genotype
0,0.001,0,1,5,1,0,215,1520,0.021,0.04,0.086,0.075,0.109,0.118,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,0,2,5,1,0,215,2990,0.022,0.029,0.13,0.079,0.074,0.102,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,0,3,5,1,0,215,1800,0.037,0.024,0.087,0.098,0.073,0.107,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,0,4,5,1,0,215,1650,0.029,0.043,0.089,0.095,0.082,0.088,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,0,5,5,1,0,215,1630,0.025,0.024,0.064,0.09,0.081,0.104,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,1,1,5,1,0,215,1840,0.013,0.105,0.029,0.044,0.233,0.081,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,1,2,5,1,0,215,1500,0.014,0.101,0.037,0.05,0.199,0.097,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,1,3,5,1,0,215,2990,0.016,0.137,0.1,0.054,0.255,0.099,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,1,4,5,1,0,215,1500,0.023,0.148,0.097,0.071,0.133,0.069,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,1,5,5,1,0,215,2010,0.017,0.227,0.032,0.058,0.186,0.077,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,2,1,5,1,0,215,1540,0.015,0.093,0.079,0.05,0.263,0.102,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,2,2,5,1,0,215,1510,0.016,0.1,0.118,0.055,0.199,0.073,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,2,3,5,1,0,215,2990,0.016,0.097,0.082,0.053,0.302,0.113,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,2,4,5,1,0,215,1620,0.018,0.1,0.13,0.06,0.166,0.074,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,2,5,5,1,0,215,1530,0.013,0.095,0.135,0.045,0.226,0.06,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,3,1,5,1,0,215,1550,0.024,0.168,0.13,0.083,0.075,0.101,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,3,2,5,1,0,215,2170,0.021,0.133,0.081,0.08,0.081,0.11,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,3,3,5,1,0,215,2840,0.023,0.152,0.111,0.083,0.066,0.113,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,3,4,5,1,0,215,1510,0.027,0.201,0.136,0.092,0.078,0.092,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,3,5,5,1,0,215,2070,0.025,0.161,0.117,0.092,0.075,0.111,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,4,1,5,1,0,215,1540,0.021,0.066,0.035,0.078,0.113,0.112,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,4,2,5,1,0,215,1510,0.021,0.087,0.123,0.081,0.099,0.115,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,4,3,5,1,0,215,1500,0.018,0.049,0.048,0.064,0.088,0.116,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,4,4,5,1,0,215,1500,0.03,0.066,0.069,0.096,0.074,0.085,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,4,5,5,1,0,215,2940,0.018,0.083,0.129,0.071,0.16,0.238,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,5,1,5,1,0,215,2990,0.016,0.082,0.064,0.051,0.195,0.11,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,5,2,5,1,0,215,1500,0.02,0.099,0.105,0.066,0.153,0.073,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,5,3,5,1,0,215,2990,0.019,0.072,0.06,0.058,0.201,0.11,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,5,4,5,1,0,215,2970,0.019,0.122,0.109,0.058,0.152,0.076,0.1000000014901161,0.800000011920929,,False,0.1,341
0,0.001,5,5,5,1,0,215,2980,0.016,0.081,0.088,0.051,0.222,0.063,0.10000000149011612,0.800000011920929,,False,0.1,341
