,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2,genotype
0,0.001,0,1,5,1,0,215,1500,0.021,0.064,0.055,0.08,0.122,0.098,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,0,2,5,1,0,215,1510,0.028,0.079,0.048,0.086,0.137,0.111,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,0,3,5,1,0,215,1500,0.03,0.112,0.043,0.09,0.12,0.107,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,0,4,5,1,0,215,2850,0.037,0.091,0.063,0.131,0.147,0.12,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,0,5,5,1,0,215,2590,0.05,0.064,0.065,0.159,0.172,0.161,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,1,1,5,1,0,215,1710,0.025,0.104,0.068,0.08,0.228,0.129,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,1,2,5,1,0,215,2990,0.025,0.063,0.058,0.074,0.181,0.145,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,1,3,5,1,0,215,2990,0.026,0.094,0.12,0.077,0.167,0.126,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,1,4,5,1,0,215,2980,0.034,0.122,0.124,0.097,0.175,0.14,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,1,5,5,1,0,215,2080,0.029,0.05,0.054,0.084,0.134,0.127,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,2,1,5,1,0,215,2540,0.024,0.173,0.129,0.076,0.264,0.137,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,2,2,5,1,0,215,1520,0.03,0.147,0.066,0.085,0.33,0.143,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,2,3,5,1,0,215,1520,0.028,0.166,0.114,0.085,0.279,0.132,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,2,4,5,1,0,215,1500,0.049,0.158,0.125,0.136,0.292,0.169,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,2,5,5,1,0,215,2740,0.023,0.155,0.113,0.078,0.233,0.122,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,3,1,5,1,0,215,2960,0.022,0.111,0.118,0.072,0.124,0.109,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,3,2,5,1,0,215,1540,0.026,0.173,0.118,0.09,0.114,0.091,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,3,3,5,1,0,215,2990,0.026,0.147,0.138,0.089,0.146,0.159,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,3,4,5,1,0,215,1720,0.079,0.084,0.092,0.225,0.16,0.184,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,3,5,5,1,0,215,2310,0.023,0.215,0.191,0.08,0.13,0.237,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,4,1,5,1,0,215,2990,0.019,0.082,0.061,0.069,0.185,0.099,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,4,2,5,1,0,215,1500,0.022,0.11,0.094,0.081,0.148,0.108,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,4,3,5,1,0,215,1500,0.022,0.088,0.206,0.081,0.169,0.138,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,4,4,5,1,0,215,2980,0.064,0.1,0.143,0.208,0.168,0.195,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,4,5,5,1,0,215,1750,0.038,0.069,0.146,0.132,0.17,0.161,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,5,1,5,1,0,215,1510,0.025,0.068,0.066,0.076,0.179,0.121,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,5,2,5,1,0,215,1500,0.027,0.218,0.133,0.087,0.243,0.116,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,5,3,5,1,0,215,1620,0.029,0.138,0.11,0.091,0.235,0.16,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,5,4,5,1,0,215,2120,0.124,0.17,0.288,0.272,0.47,0.268,0.1000000014901161,0.800000011920929,,False,0.1,301
0,0.001,5,5,5,1,0,215,2640,0.024,0.212,0.144,0.077,0.335,0.17,0.10000000149011612,0.800000011920929,,False,0.1,301
