,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2,genotype
0,0.001,0,1,3,1,2,111,1800,0.04,0.066,0.097,0.132,0.144,0.083,0.3401463329792022,0.7958274483680725,,False,1.0,294
0,0.001,0,2,3,1,2,111,2700,0.043,0.075,0.082,0.141,0.166,0.071,0.3400107324123382,0.8034124970436096,,False,1.0,294
0,0.001,0,3,3,1,2,111,2880,0.043,0.067,0.084,0.143,0.161,0.073,0.3385925590991974,0.806204080581665,,False,1.0,294
0,0.001,0,4,3,1,2,111,2530,0.041,0.062,0.091,0.133,0.138,0.091,0.3377616107463836,0.8162804245948792,,False,1.0,294
0,0.001,0,5,3,1,2,111,2480,0.038,0.062,0.093,0.128,0.133,0.087,0.3376809954643249,0.8149055242538452,,False,1.0,294
0,0.001,1,1,3,1,2,111,1800,0.023,0.189,0.097,0.07,0.25,0.159,0.3446864187717438,0.7697497010231018,,False,1.0,294
0,0.001,1,2,3,1,2,111,2990,0.026,0.194,0.128,0.075,0.212,0.193,0.3413557708263397,0.7850953340530396,,False,1.0,294
0,0.001,1,3,3,1,2,111,2990,0.021,0.199,0.095,0.064,0.248,0.142,0.3413710594177246,0.793300986289978,,False,1.0,294
0,0.001,1,4,3,1,2,111,1670,0.024,0.209,0.072,0.08,0.289,0.157,0.3426146209239959,0.7898265719413757,,False,1.0,294
0,0.001,1,5,3,1,2,111,1510,0.023,0.133,0.11,0.069,0.227,0.158,0.3422042727470398,0.7886458039283752,,False,1.0,294
0,0.001,2,1,3,1,2,111,1600,0.029,0.146,0.135,0.096,0.363,0.106,0.3560020625591278,0.7822943925857544,,False,1.0,294
0,0.001,2,2,3,1,2,111,1760,0.036,0.14,0.127,0.106,0.334,0.093,0.353922575712204,0.8109577298164368,,False,1.0,294
0,0.001,2,3,3,1,2,111,1890,0.03,0.154,0.143,0.092,0.345,0.112,0.3535422384738922,0.8277602195739746,,False,1.0,294
0,0.001,2,4,3,1,2,111,1670,0.032,0.147,0.146,0.103,0.329,0.104,0.3539819717407226,0.8215357661247253,,False,1.0,294
0,0.001,2,5,3,1,2,111,1510,0.034,0.144,0.147,0.1,0.324,0.099,0.3542710840702057,0.8209840059280396,,False,1.0,294
0,0.001,3,1,3,1,2,111,1500,0.04,0.211,0.165,0.126,0.092,0.174,0.340083360671997,0.780871570110321,,False,1.0,294
0,0.001,3,2,3,1,2,111,1530,0.053,0.154,0.145,0.169,0.081,0.185,0.3501322269439697,0.7675526738166809,,False,1.0,294
0,0.001,3,3,3,1,2,111,1520,0.04,0.23,0.188,0.13,0.093,0.181,0.345282644033432,0.7880083918571472,,False,1.0,294
0,0.001,3,4,3,1,2,111,2010,0.038,0.199,0.165,0.13,0.085,0.183,0.34061199426651,0.7975867390632629,,False,1.0,294
0,0.001,3,5,3,1,2,111,2630,0.036,0.21,0.176,0.124,0.076,0.191,0.3402081131935119,0.8040227293968201,,False,1.0,294
0,0.001,4,1,3,1,2,111,1940,0.037,0.05,0.065,0.122,0.148,0.112,0.3387479186058044,0.8149298429489136,,False,1.0,294
0,0.001,4,2,3,1,2,111,2980,0.045,0.08,0.12,0.155,0.153,0.111,0.3372034132480621,0.8136340379714966,,False,1.0,294
0,0.001,4,3,3,1,2,111,1500,0.046,0.058,0.098,0.152,0.139,0.094,0.3384177982807159,0.8165047764778137,,False,1.0,294
0,0.001,4,4,3,1,2,111,1690,0.043,0.067,0.1,0.141,0.153,0.105,0.3383576869964599,0.8238062858581543,,False,1.0,294
0,0.001,4,5,3,1,2,111,1720,0.05,0.063,0.11,0.17,0.134,0.103,0.3434186577796936,0.7925810217857361,,False,1.0,294
0,0.001,5,1,3,1,2,111,2710,0.025,0.073,0.071,0.086,0.234,0.133,0.3380672633647918,0.8082507252693176,,False,1.0,294
0,0.001,5,2,3,1,2,111,1920,0.025,0.146,0.065,0.088,0.399,0.115,0.3516324162483215,0.8032259941101074,,False,1.0,294
0,0.001,5,3,3,1,2,111,2990,0.024,0.083,0.04,0.083,0.296,0.11,0.3442973792552948,0.7972638607025146,,False,1.0,294
0,0.001,5,4,3,1,2,111,2990,0.023,0.219,0.111,0.088,0.311,0.197,0.3363604843616485,0.8154067993164062,,False,1.0,294
0,0.001,5,5,3,1,2,111,2000,0.023,0.153,0.124,0.081,0.391,0.09,0.35148587822914124,0.8195125460624695,,False,1.0,294
