,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2,genotype
0,0.001,0,1,3,1,0,111,1510,0.042,0.06,0.109,0.137,0.134,0.077,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,0,2,3,1,0,111,1500,0.039,0.068,0.101,0.131,0.138,0.087,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,0,3,3,1,0,111,1690,0.037,0.059,0.094,0.124,0.135,0.103,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,0,4,3,1,0,111,2860,0.038,0.076,0.084,0.13,0.136,0.081,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,0,5,3,1,0,111,1500,0.036,0.053,0.079,0.125,0.132,0.115,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,1,1,3,1,0,111,2990,0.024,0.285,0.12,0.067,0.288,0.166,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,1,2,3,1,0,111,2730,0.014,0.295,0.063,0.051,0.27,0.171,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,1,3,3,1,0,111,2090,0.016,0.11,0.077,0.056,0.276,0.146,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,1,4,3,1,0,111,2780,0.037,0.093,0.045,0.089,0.302,0.14,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,1,5,3,1,0,111,2990,0.018,0.218,0.077,0.058,0.258,0.156,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,2,1,3,1,0,111,2950,0.025,0.171,0.155,0.079,0.32,0.105,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,2,2,3,1,0,111,1590,0.028,0.191,0.181,0.094,0.288,0.094,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,2,3,3,1,0,111,1510,0.03,0.172,0.15,0.096,0.327,0.096,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,2,4,3,1,0,111,1700,0.03,0.138,0.15,0.097,0.291,0.092,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,2,5,3,1,0,111,1710,0.027,0.138,0.156,0.087,0.259,0.116,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,3,1,3,1,0,111,2760,0.032,0.216,0.185,0.111,0.072,0.2,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,3,2,3,1,0,111,2420,0.03,0.197,0.188,0.106,0.118,0.249,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,3,3,3,1,0,111,2130,0.034,0.159,0.111,0.125,0.15,0.083,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,3,4,3,1,0,111,2930,0.034,0.268,0.223,0.122,0.114,0.181,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,3,5,3,1,0,111,1680,0.032,0.21,0.179,0.114,0.095,0.178,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,4,1,3,1,0,111,1510,0.042,0.051,0.054,0.145,0.121,0.102,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,4,2,3,1,0,111,1530,0.046,0.093,0.125,0.15,0.173,0.194,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,4,3,3,1,0,111,2960,0.028,0.077,0.071,0.094,0.184,0.158,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,4,4,3,1,0,111,2110,0.051,0.089,0.113,0.156,0.159,0.109,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,4,5,3,1,0,111,1960,0.032,0.044,0.066,0.113,0.142,0.146,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,5,1,3,1,0,111,2930,0.02,0.115,0.041,0.07,0.306,0.103,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,5,2,3,1,0,111,2980,0.016,0.39,0.19,0.062,0.673,0.176,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,5,3,3,1,0,111,2680,0.021,0.144,0.132,0.072,0.49,0.152,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,5,4,3,1,0,111,1720,0.029,0.165,0.171,0.09,0.374,0.116,0.1000000014901161,0.800000011920929,,False,0.1,294
0,0.001,5,5,3,1,0,111,1500,0.023,0.1,0.037,0.083,0.294,0.123,0.10000000149011612,0.800000011920929,,False,0.1,294
