,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2,genotype
0,0.001,0,1,3,1,0,111,1520,0.03,0.062,0.094,0.109,0.152,0.082,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,0,2,3,1,0,111,2970,0.023,0.055,0.096,0.087,0.145,0.087,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,0,3,3,1,0,111,1810,0.025,0.056,0.094,0.094,0.15,0.091,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,0,4,3,1,0,111,1940,0.03,0.133,0.085,0.113,0.186,0.097,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,0,5,3,1,0,111,1500,0.028,0.064,0.078,0.107,0.149,0.105,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,1,1,3,1,0,111,2960,0.023,0.174,0.125,0.082,0.152,0.166,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,1,2,3,1,0,111,2960,0.023,0.235,0.071,0.074,0.183,0.144,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,1,3,3,1,0,111,1500,0.021,0.049,0.084,0.076,0.145,0.141,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,1,4,3,1,0,111,2410,0.03,0.031,0.068,0.091,0.125,0.156,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,1,5,3,1,0,111,2990,0.022,0.105,0.063,0.071,0.203,0.163,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,2,1,3,1,0,111,2910,0.024,0.2,0.171,0.081,0.255,0.082,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,2,2,3,1,0,111,1560,0.029,0.219,0.238,0.103,0.213,0.094,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,2,3,3,1,0,111,1500,0.031,0.183,0.166,0.105,0.256,0.096,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,2,4,3,1,0,111,2710,0.029,0.119,0.126,0.101,0.236,0.161,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,2,5,3,1,0,111,1920,0.03,0.167,0.156,0.097,0.218,0.105,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,3,1,3,1,0,111,1640,0.022,0.196,0.169,0.084,0.09,0.195,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,3,2,3,1,0,111,1600,0.018,0.182,0.138,0.075,0.111,0.132,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,3,3,3,1,0,111,2020,0.025,0.187,0.138,0.093,0.191,0.12,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,3,4,3,1,0,111,2540,0.023,0.268,0.213,0.089,0.113,0.164,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,3,5,3,1,0,111,1500,0.02,0.241,0.184,0.084,0.124,0.177,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,4,1,3,1,0,111,1800,0.035,0.088,0.128,0.123,0.177,0.105,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,4,2,3,1,0,111,2990,0.019,0.07,0.133,0.077,0.162,0.097,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,4,3,3,1,0,111,2990,0.023,0.178,0.187,0.091,0.141,0.167,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,4,4,3,1,0,111,2410,0.079,0.057,0.379,0.172,0.173,0.171,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,4,5,3,1,0,111,1500,0.042,0.094,0.131,0.138,0.209,0.119,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,5,1,3,1,0,111,1500,0.025,0.136,0.071,0.082,0.299,0.121,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,5,2,3,1,0,111,2990,0.026,0.445,0.144,0.076,0.738,0.159,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,5,3,3,1,0,111,1650,0.03,0.177,0.162,0.093,0.423,0.167,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,5,4,3,1,0,111,2070,0.034,0.183,0.194,0.095,0.309,0.125,0.1000000014901161,0.800000011920929,,False,0.1,106
0,0.001,5,5,3,1,0,111,2230,0.023,0.061,0.049,0.078,0.193,0.138,0.10000000149011612,0.800000011920929,,False,0.1,106
