,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2,genotype
0,0.001,0,1,3,1,2,111,1970,0.027,0.05,0.054,0.101,0.095,0.089,0.341253250837326,0.7275140881538391,,False,1.0,5
0,0.001,0,2,3,1,2,111,1690,0.033,0.05,0.06,0.117,0.106,0.075,0.3447926044464111,0.7183692455291748,,False,1.0,5
0,0.001,0,3,3,1,2,111,2040,0.034,0.046,0.061,0.109,0.104,0.085,0.3424670696258545,0.7234876751899719,,False,1.0,5
0,0.001,0,4,3,1,2,111,1520,0.035,0.056,0.06,0.118,0.086,0.087,0.3420650660991668,0.7285702228546143,,False,1.0,5
0,0.001,0,5,3,1,2,111,2200,0.032,0.05,0.052,0.112,0.108,0.084,0.3411501049995422,0.7261222004890442,,False,1.0,5
0,0.001,1,1,3,1,2,111,2290,0.021,0.09,0.065,0.071,0.178,0.104,0.3502055406570434,0.6858496069908142,,False,1.0,5
0,0.001,1,2,3,1,2,111,2990,0.023,0.087,0.081,0.081,0.155,0.128,0.348619669675827,0.6988748908042908,,False,1.0,5
0,0.001,1,3,3,1,2,111,2340,0.024,0.096,0.063,0.079,0.187,0.092,0.3494219481945038,0.7072677612304688,,False,1.0,5
0,0.001,1,4,3,1,2,111,1550,0.026,0.108,0.055,0.086,0.186,0.124,0.348520278930664,0.703292727470398,,False,1.0,5
0,0.001,1,5,3,1,2,111,1540,0.022,0.07,0.051,0.068,0.189,0.112,0.3493478894233703,0.6920705437660217,,False,1.0,5
0,0.001,2,1,3,1,2,111,1630,0.025,0.103,0.095,0.086,0.226,0.105,0.361299455165863,0.6724233627319336,,False,1.0,5
0,0.001,2,2,3,1,2,111,1550,0.03,0.099,0.076,0.088,0.228,0.101,0.3565189242362976,0.7134815454483032,,False,1.0,5
0,0.001,2,3,3,1,2,111,1740,0.028,0.108,0.092,0.086,0.225,0.101,0.3570849299430847,0.7168571352958679,,False,1.0,5
0,0.001,2,4,3,1,2,111,1770,0.024,0.111,0.108,0.082,0.218,0.101,0.3591073751449585,0.7134914398193359,,False,1.0,5
0,0.001,2,5,3,1,2,111,2240,0.027,0.11,0.098,0.082,0.199,0.096,0.3566264808177948,0.7180759906768799,,False,1.0,5
0,0.001,3,1,3,1,2,111,2120,0.024,0.128,0.108,0.09,0.093,0.094,0.3451867699623108,0.7114218473434448,,False,1.0,5
0,0.001,3,2,3,1,2,111,1730,0.03,0.133,0.115,0.103,0.097,0.095,0.3463395833969116,0.7219060063362122,,False,1.0,5
0,0.001,3,3,3,1,2,111,2870,0.026,0.113,0.103,0.096,0.088,0.104,0.3430352210998535,0.7302877902984619,,False,1.0,5
0,0.001,3,4,3,1,2,111,1650,0.024,0.14,0.112,0.09,0.096,0.094,0.3436624705791473,0.7299075722694397,,False,1.0,5
0,0.001,3,5,3,1,2,111,2410,0.028,0.133,0.11,0.099,0.085,0.101,0.3437665998935699,0.73360675573349,,False,1.0,5
0,0.001,4,1,3,1,2,111,1700,0.028,0.051,0.045,0.096,0.164,0.122,0.3407979309558868,0.721734344959259,,False,1.0,5
0,0.001,4,2,3,1,2,111,2990,0.029,0.077,0.065,0.104,0.149,0.108,0.3396067023277282,0.7348982095718384,,False,1.0,5
0,0.001,4,3,3,1,2,111,1530,0.031,0.045,0.068,0.108,0.119,0.084,0.3420242965221405,0.7168748378753662,,False,1.0,5
0,0.001,4,4,3,1,2,111,1510,0.029,0.065,0.07,0.102,0.168,0.105,0.3380318284034729,0.7401524782180786,,False,1.0,5
0,0.001,4,5,3,1,2,111,1500,0.027,0.05,0.072,0.1,0.144,0.115,0.3394267857074737,0.7293308973312378,,False,1.0,5
0,0.001,5,1,3,1,2,111,2990,0.025,0.06,0.062,0.085,0.193,0.145,0.3417088389396667,0.7212252616882324,,False,1.0,5
0,0.001,5,2,3,1,2,111,1500,0.019,0.121,0.058,0.068,0.316,0.165,0.3521879911422729,0.7104671597480774,,False,1.0,5
0,0.001,5,3,3,1,2,111,2990,0.024,0.074,0.061,0.077,0.232,0.155,0.3482023775577545,0.7181031703948975,,False,1.0,5
0,0.001,5,4,3,1,2,111,1750,0.023,0.104,0.071,0.078,0.21,0.157,0.3459940552711487,0.7129388451576233,,False,1.0,5
0,0.001,5,5,3,1,2,111,2900,0.014,0.114,0.05,0.054,0.258,0.116,0.3510131239891052,0.7275483012199402,,False,1.0,5
