,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2,genotype
0,0.001,0,1,5,1,0,215,2990,0.02,0.064,0.096,0.074,0.153,0.074,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,0,2,5,1,0,215,2330,0.021,0.067,0.143,0.082,0.172,0.087,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,0,3,5,1,0,215,2990,0.021,0.08,0.064,0.083,0.178,0.084,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,0,4,5,1,0,215,2570,0.031,0.095,0.103,0.115,0.176,0.067,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,0,5,5,1,0,215,2400,0.041,0.067,0.075,0.129,0.177,0.073,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,1,1,5,1,0,215,1500,0.019,0.226,0.083,0.063,0.182,0.171,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,1,2,5,1,0,215,1500,0.017,0.196,0.121,0.06,0.203,0.168,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,1,3,5,1,0,215,2980,0.016,0.292,0.215,0.059,0.182,0.191,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,1,4,5,1,0,215,1500,0.029,0.207,0.187,0.092,0.172,0.18,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,1,5,5,1,0,215,2950,0.016,0.035,0.061,0.054,0.124,0.158,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,2,1,5,1,0,215,2500,0.025,0.184,0.158,0.079,0.3,0.113,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,2,2,5,1,0,215,2310,0.021,0.127,0.077,0.074,0.362,0.168,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,2,3,5,1,0,215,1510,0.028,0.174,0.152,0.089,0.265,0.095,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,2,4,5,1,0,215,1500,0.04,0.166,0.167,0.114,0.221,0.068,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,2,5,5,1,0,215,2680,0.025,0.164,0.137,0.079,0.339,0.119,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,3,1,5,1,0,215,1500,0.018,0.175,0.184,0.075,0.082,0.163,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,3,2,5,1,0,215,2990,0.016,0.162,0.146,0.067,0.087,0.136,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,3,3,5,1,0,215,2990,0.018,0.192,0.18,0.074,0.098,0.22,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,3,4,5,1,0,215,2190,0.022,0.212,0.193,0.088,0.082,0.188,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,3,5,5,1,0,215,2700,0.018,0.214,0.205,0.074,0.123,0.303,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,4,1,5,1,0,215,2990,0.017,0.068,0.043,0.072,0.175,0.104,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,4,2,5,1,0,215,1580,0.018,0.099,0.125,0.079,0.165,0.111,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,4,3,5,1,0,215,2990,0.017,0.086,0.103,0.072,0.172,0.134,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,4,4,5,1,0,215,2990,0.046,0.066,0.154,0.152,0.143,0.086,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,4,5,5,1,0,215,2450,0.03,0.071,0.201,0.109,0.169,0.168,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,5,1,5,1,0,215,2890,0.015,0.034,0.101,0.051,0.134,0.219,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,5,2,5,1,0,215,1500,0.019,0.155,0.094,0.07,0.232,0.136,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,5,3,5,1,0,215,1570,0.017,0.213,0.205,0.06,0.251,0.081,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,5,4,5,1,0,215,1580,0.12,0.166,0.336,0.189,0.36,0.222,0.1000000014901161,0.800000011920929,,False,0.1,282
0,0.001,5,5,5,1,0,215,1550,0.023,0.17,0.108,0.077,0.263,0.124,0.10000000149011612,0.800000011920929,,False,0.1,282
