,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2,genotype
0,0.001,0,1,5,1,0,215,1500,0.02,0.04,0.069,0.074,0.077,0.082,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,0,2,5,1,0,215,1610,0.028,0.031,0.024,0.081,0.092,0.065,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,0,3,5,1,0,215,2990,0.032,0.031,0.104,0.079,0.093,0.075,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,0,4,5,1,0,215,1940,0.032,0.036,0.054,0.094,0.077,0.068,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,0,5,5,1,0,215,2990,0.03,0.064,0.016,0.072,0.093,0.056,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,1,1,5,1,0,215,2430,0.021,0.058,0.058,0.064,0.156,0.105,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,1,2,5,1,0,215,2990,0.022,0.102,0.048,0.054,0.176,0.107,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,1,3,5,1,0,215,1790,0.022,0.097,0.071,0.064,0.192,0.087,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,1,4,5,1,0,215,1860,0.029,0.082,0.065,0.074,0.15,0.08,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,1,5,5,1,0,215,2480,0.024,0.059,0.054,0.058,0.183,0.137,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,2,1,5,1,0,215,2980,0.026,0.068,0.071,0.075,0.136,0.087,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,2,2,5,1,0,215,1540,0.029,0.113,0.073,0.063,0.162,0.069,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,2,3,5,1,0,215,1890,0.031,0.061,0.09,0.076,0.135,0.087,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,2,4,5,1,0,215,1570,0.033,0.089,0.091,0.069,0.144,0.066,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,2,5,5,1,0,215,1520,0.017,0.085,0.091,0.053,0.13,0.08,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,3,1,5,1,0,215,1510,0.016,0.118,0.075,0.062,0.071,0.077,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,3,2,5,1,0,215,1510,0.018,0.203,0.13,0.069,0.118,0.121,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,3,3,5,1,0,215,2540,0.017,0.139,0.081,0.068,0.092,0.083,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,3,4,5,1,0,215,2990,0.02,0.148,0.093,0.076,0.067,0.083,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,3,5,5,1,0,215,1990,0.017,0.146,0.096,0.066,0.062,0.108,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,4,1,5,1,0,215,1500,0.015,0.069,0.041,0.058,0.098,0.096,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,4,2,5,1,0,215,2980,0.015,0.087,0.07,0.06,0.084,0.07,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,4,3,5,1,0,215,1500,0.015,0.058,0.023,0.059,0.097,0.07,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,4,4,5,1,0,215,1500,0.026,0.076,0.04,0.096,0.076,0.093,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,4,5,5,1,0,215,1520,0.018,0.033,0.136,0.07,0.112,0.124,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,5,1,5,1,0,215,2990,0.013,0.063,0.08,0.047,0.155,0.101,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,5,2,5,1,0,215,1500,0.017,0.084,0.104,0.058,0.118,0.104,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,5,3,5,1,0,215,2930,0.012,0.057,0.108,0.039,0.135,0.086,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,5,4,5,1,0,215,2980,0.017,0.107,0.114,0.056,0.141,0.072,0.1000000014901161,0.800000011920929,,False,0.1,335
0,0.001,5,5,5,1,0,215,2920,0.015,0.087,0.098,0.049,0.181,0.065,0.10000000149011612,0.800000011920929,,False,0.1,335
