,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2,genotype
0,0.001,0,1,5,1,0,215,2400,0.012,0.035,0.071,0.049,0.099,0.083,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,0,2,5,1,0,215,1820,0.018,0.03,0.118,0.068,0.082,0.065,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,0,3,5,1,0,215,2890,0.026,0.026,0.06,0.081,0.078,0.057,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,0,4,5,1,0,215,2980,0.019,0.05,0.1,0.074,0.078,0.068,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,0,5,5,1,0,215,1500,0.027,0.044,0.062,0.088,0.086,0.09,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,1,1,5,1,0,215,2320,0.012,0.098,0.032,0.04,0.197,0.092,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,1,2,5,1,0,215,2230,0.013,0.211,0.07,0.044,0.132,0.081,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,1,3,5,1,0,215,2990,0.013,0.098,0.091,0.045,0.202,0.095,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,1,4,5,1,0,215,2990,0.018,0.138,0.096,0.057,0.119,0.079,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,1,5,5,1,0,215,1890,0.013,0.067,0.032,0.041,0.208,0.092,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,2,1,5,1,0,215,1530,0.014,0.088,0.081,0.044,0.219,0.092,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,2,2,5,1,0,215,1540,0.014,0.104,0.104,0.048,0.168,0.057,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,2,3,5,1,0,215,2730,0.014,0.098,0.071,0.046,0.288,0.119,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,2,4,5,1,0,215,1550,0.017,0.101,0.123,0.058,0.13,0.065,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,2,5,5,1,0,215,2130,0.011,0.092,0.135,0.038,0.213,0.063,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,3,1,5,1,0,215,1500,0.015,0.126,0.099,0.058,0.056,0.092,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,3,2,5,1,0,215,1590,0.015,0.118,0.076,0.063,0.057,0.078,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,3,3,5,1,0,215,2910,0.015,0.153,0.115,0.062,0.06,0.1,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,3,4,5,1,0,215,2910,0.019,0.158,0.108,0.072,0.064,0.081,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,3,5,5,1,0,215,2500,0.017,0.161,0.125,0.064,0.125,0.181,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,4,1,5,1,0,215,1500,0.019,0.057,0.048,0.073,0.102,0.093,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,4,2,5,1,0,215,1500,0.019,0.06,0.017,0.075,0.087,0.059,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,4,3,5,1,0,215,2980,0.012,0.05,0.025,0.05,0.092,0.072,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,4,4,5,1,0,215,1760,0.025,0.036,0.063,0.086,0.072,0.061,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,4,5,5,1,0,215,2960,0.017,0.05,0.144,0.069,0.117,0.17,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,5,1,5,1,0,215,2830,0.015,0.107,0.042,0.046,0.185,0.067,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,5,2,5,1,0,215,1500,0.016,0.136,0.103,0.054,0.12,0.063,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,5,3,5,1,0,215,1870,0.021,0.123,0.044,0.063,0.213,0.098,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,5,4,5,1,0,215,2730,0.017,0.151,0.135,0.054,0.113,0.067,0.1000000014901161,0.800000011920929,,False,0.1,218
0,0.001,5,5,5,1,0,215,1690,0.017,0.087,0.09,0.056,0.163,0.054,0.10000000149011612,0.800000011920929,,False,0.1,218
