,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2,genotype
0,0.001,0,1,5,1,2,215,2950,0.019,0.053,0.023,0.07,0.067,0.051,0.3883328437805176,0.6753973364830017,,False,1.0,339
0,0.001,0,2,5,1,2,215,2990,0.019,0.05,0.031,0.073,0.082,0.063,0.3888013362884521,0.6707618236541748,,False,1.0,339
0,0.001,0,3,5,1,2,215,2790,0.023,0.043,0.034,0.083,0.078,0.047,0.3896826505661011,0.6694871187210083,,False,1.0,339
0,0.001,0,4,5,1,2,215,2960,0.019,0.048,0.037,0.072,0.067,0.055,0.389252245426178,0.6735044717788696,,False,1.0,339
0,0.001,0,5,5,1,2,215,1560,0.019,0.036,0.024,0.071,0.072,0.055,0.3921042382717132,0.6751020550727844,,False,1.0,339
0,0.001,1,1,5,1,2,215,2990,0.015,0.066,0.065,0.049,0.143,0.071,0.3918159008026123,0.672092616558075,,False,1.0,339
0,0.001,1,2,5,1,2,215,2990,0.015,0.052,0.068,0.051,0.126,0.079,0.3908590376377105,0.6593051552772522,,False,1.0,339
0,0.001,1,3,5,1,2,215,1500,0.015,0.025,0.042,0.052,0.095,0.072,0.3892728388309479,0.6698498725891113,,False,1.0,339
0,0.001,1,4,5,1,2,215,2900,0.014,0.03,0.044,0.045,0.099,0.069,0.3986505270004272,0.6590515375137329,,False,1.0,339
0,0.001,1,5,5,1,2,215,1730,0.014,0.073,0.021,0.049,0.165,0.07,0.394078254699707,0.6718157529830933,,False,1.0,339
0,0.001,2,1,5,1,2,215,1700,0.015,0.123,0.096,0.053,0.174,0.074,0.4025164842605591,0.6724708080291748,,False,1.0,339
0,0.001,2,2,5,1,2,215,1520,0.016,0.117,0.087,0.054,0.159,0.071,0.3978433907032013,0.6688253283500671,,False,1.0,339
0,0.001,2,3,5,1,2,215,2870,0.016,0.112,0.09,0.055,0.151,0.07,0.4050993621349334,0.6688328385353088,,False,1.0,339
0,0.001,2,4,5,1,2,215,2950,0.016,0.122,0.094,0.053,0.177,0.076,0.4072741866111755,0.6653528213500977,,False,1.0,339
0,0.001,2,5,5,1,2,215,1900,0.017,0.107,0.087,0.057,0.142,0.07,0.4024899005889892,0.6740137338638306,,False,1.0,339
0,0.001,3,1,5,1,2,215,1550,0.016,0.089,0.093,0.061,0.062,0.073,0.3857445418834686,0.6726580858230591,,False,1.0,339
0,0.001,3,1,5,1,2,215,1550,0.016,0.089,0.093,0.061,0.062,0.073,0.3857445418834686,0.6726580858230591,,False,1.0,339
0,0.001,3,2,5,1,2,215,2200,0.016,0.058,0.074,0.062,0.09,0.076,0.3880171179771423,0.6751304268836975,,False,1.0,339
0,0.001,3,3,5,1,2,215,1740,0.02,0.095,0.094,0.07,0.076,0.088,0.3906096816062927,0.6745132803916931,,False,1.0,339
0,0.001,3,4,5,1,2,215,2970,0.018,0.089,0.087,0.065,0.072,0.068,0.3887665271759033,0.674720823764801,,False,1.0,339
0,0.001,3,5,5,1,2,215,2990,0.015,0.058,0.068,0.059,0.121,0.089,0.3912840783596039,0.6770612001419067,,False,1.0,339
0,0.001,4,1,5,1,2,215,2910,0.016,0.047,0.035,0.062,0.115,0.075,0.3888155817985534,0.6880159974098206,,False,1.0,339
0,0.001,4,2,5,1,2,215,2990,0.021,0.055,0.04,0.079,0.106,0.062,0.3827807903289795,0.6768924593925476,,False,1.0,339
0,0.001,4,3,5,1,2,215,2650,0.028,0.059,0.038,0.094,0.109,0.063,0.3880185782909393,0.6767647862434387,,False,1.0,339
0,0.001,4,4,5,1,2,215,2980,0.026,0.105,0.062,0.082,0.126,0.118,0.397721529006958,0.671725869178772,,False,1.0,339
0,0.001,4,5,5,1,2,215,2990,0.014,0.026,0.055,0.056,0.08,0.074,0.396083265542984,0.6881919503211975,,False,1.0,339
0,0.001,5,1,5,1,2,215,1500,0.016,0.054,0.046,0.049,0.113,0.103,0.3932905495166778,0.6636834740638733,,False,1.0,339
0,0.001,5,2,5,1,2,215,2980,0.018,0.043,0.063,0.061,0.142,0.106,0.3887613415718078,0.6743888258934021,,False,1.0,339
0,0.001,5,3,5,1,2,215,2580,0.017,0.055,0.021,0.055,0.144,0.075,0.3942191898822784,0.6727830767631531,,False,1.0,339
0,0.001,5,4,5,1,2,215,1610,0.011,0.03,0.028,0.036,0.092,0.068,0.3981289267539978,0.6770875453948975,,False,1.0,339
0,0.001,5,5,5,1,2,215,1530,0.015,0.099,0.05,0.053,0.159,0.081,0.39288976788520813,0.6768457293510437,,False,1.0,339
