,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2,genotype
0,0.001,0,1,3,1,2,111,2620,0.02,0.036,0.056,0.075,0.09,0.072,0.3537229001522064,0.6347600221633911,,False,1.0,335
0,0.001,0,2,3,1,2,111,1510,0.022,0.064,0.039,0.078,0.102,0.06,0.3525057435035705,0.6529247760772705,,False,1.0,335
0,0.001,0,3,3,1,2,111,1630,0.026,0.034,0.039,0.088,0.074,0.061,0.3550031185150146,0.6279807090759277,,False,1.0,335
0,0.001,0,4,3,1,2,111,1530,0.021,0.035,0.053,0.081,0.096,0.07,0.3512469530105591,0.6543678045272827,,False,1.0,335
0,0.001,0,5,3,1,2,111,2420,0.027,0.029,0.028,0.086,0.082,0.061,0.3528724312782287,0.6322742104530334,,False,1.0,335
0,0.001,1,1,3,1,2,111,2950,0.025,0.095,0.08,0.075,0.232,0.11,0.3512482643127441,0.6335414052009583,,False,1.0,335
0,0.001,1,2,3,1,2,111,2810,0.019,0.05,0.084,0.058,0.149,0.107,0.3548509478569031,0.6497535705566406,,False,1.0,335
0,0.001,1,3,3,1,2,111,2340,0.019,0.089,0.048,0.058,0.134,0.087,0.3531477451324463,0.6516177654266357,,False,1.0,335
0,0.001,1,4,3,1,2,111,2970,0.019,0.092,0.043,0.064,0.131,0.083,0.3529063463211059,0.6456897854804993,,False,1.0,335
0,0.001,1,5,3,1,2,111,2520,0.031,0.028,0.031,0.07,0.097,0.08,0.3547618091106415,0.6356814503669739,,False,1.0,335
0,0.001,2,1,3,1,2,111,1670,0.023,0.065,0.093,0.078,0.152,0.094,0.3659235835075378,0.6054397225379944,,False,1.0,335
0,0.001,2,2,3,1,2,111,2150,0.028,0.075,0.063,0.072,0.173,0.089,0.3598856627941131,0.6536613702774048,,False,1.0,335
0,0.001,2,3,3,1,2,111,2770,0.029,0.066,0.067,0.07,0.127,0.07,0.3620749413967132,0.6362457871437073,,False,1.0,335
0,0.001,2,4,3,1,2,111,1630,0.019,0.084,0.075,0.063,0.185,0.101,0.3601527512073517,0.6507009267807007,,False,1.0,335
0,0.001,2,5,3,1,2,111,1530,0.028,0.099,0.091,0.068,0.167,0.11,0.3619049489498138,0.646935224533081,,False,1.0,335
0,0.001,3,1,3,1,2,111,2690,0.019,0.118,0.075,0.074,0.096,0.073,0.3522078692913055,0.6375815868377686,,False,1.0,335
0,0.001,3,2,3,1,2,111,1500,0.022,0.122,0.081,0.083,0.083,0.081,0.3515725135803222,0.6364942789077759,,False,1.0,335
0,0.001,3,3,3,1,2,111,2810,0.017,0.113,0.077,0.068,0.09,0.072,0.3519381880760193,0.6458273530006409,,False,1.0,335
0,0.001,3,4,3,1,2,111,2550,0.019,0.137,0.085,0.073,0.088,0.08,0.3512511253356933,0.6468595266342163,,False,1.0,335
0,0.001,3,5,3,1,2,111,2780,0.018,0.136,0.081,0.07,0.088,0.072,0.3514110445976257,0.6450923681259155,,False,1.0,335
0,0.001,4,1,3,1,2,111,2270,0.019,0.035,0.05,0.075,0.104,0.076,0.3562275767326355,0.6071361899375916,,False,1.0,335
0,0.001,4,2,3,1,2,111,2990,0.024,0.047,0.064,0.086,0.112,0.087,0.3527060449123382,0.630381166934967,,False,1.0,335
0,0.001,4,3,3,1,2,111,2990,0.022,0.033,0.057,0.081,0.091,0.064,0.3514793813228607,0.6217753887176514,,False,1.0,335
0,0.001,4,4,3,1,2,111,1510,0.022,0.039,0.063,0.083,0.076,0.074,0.3524406254291534,0.6415302753448486,,False,1.0,335
0,0.001,4,5,3,1,2,111,2000,0.02,0.055,0.045,0.077,0.093,0.085,0.352912038564682,0.6355103850364685,,False,1.0,335
0,0.001,5,1,3,1,2,111,2990,0.022,0.037,0.035,0.07,0.127,0.098,0.3500981628894806,0.6470040082931519,,False,1.0,335
0,0.001,5,2,3,1,2,111,2290,0.023,0.043,0.055,0.072,0.143,0.14,0.3550701439380646,0.6357643604278564,,False,1.0,335
0,0.001,5,3,3,1,2,111,2460,0.021,0.052,0.038,0.069,0.119,0.104,0.3537574410438537,0.6253454089164734,,False,1.0,335
0,0.001,5,4,3,1,2,111,1750,0.02,0.061,0.036,0.07,0.131,0.103,0.3534930944442749,0.6371138095855713,,False,1.0,335
0,0.001,5,5,3,1,2,111,1510,0.015,0.101,0.076,0.054,0.21,0.063,0.3594241440296173,0.6460729837417603,,False,1.0,335
