,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2,genotype
0,0.001,0,1,5,1,0,215,1590,0.023,0.049,0.071,0.086,0.101,0.125,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,0,2,5,1,0,215,1520,0.035,0.058,0.08,0.093,0.141,0.109,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,0,3,5,1,0,215,1500,0.026,0.059,0.088,0.095,0.103,0.123,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,0,4,5,1,0,215,1510,0.033,0.061,0.059,0.119,0.088,0.072,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,0,5,5,1,0,215,1930,0.047,0.036,0.061,0.162,0.107,0.105,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,1,1,5,1,0,215,2640,0.018,0.08,0.064,0.057,0.227,0.108,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,1,2,5,1,0,215,1600,0.021,0.108,0.042,0.058,0.215,0.114,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,1,3,5,1,0,215,2990,0.021,0.087,0.093,0.065,0.22,0.108,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,1,4,5,1,0,215,2940,0.027,0.101,0.09,0.075,0.168,0.109,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,1,5,5,1,0,215,1500,0.027,0.053,0.071,0.092,0.202,0.158,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,2,1,5,1,0,215,1540,0.024,0.11,0.091,0.077,0.246,0.106,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,2,2,5,1,0,215,1800,0.03,0.148,0.1,0.084,0.219,0.087,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,2,3,5,1,0,215,1980,0.027,0.113,0.103,0.079,0.24,0.097,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,2,4,5,1,0,215,1550,0.03,0.116,0.1,0.085,0.2,0.081,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,2,5,5,1,0,215,1510,0.022,0.113,0.1,0.073,0.247,0.09,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,3,1,5,1,0,215,2030,0.021,0.149,0.114,0.081,0.101,0.094,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,3,2,5,1,0,215,2920,0.019,0.087,0.087,0.08,0.104,0.093,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,3,3,5,1,0,215,1500,0.023,0.14,0.114,0.087,0.099,0.097,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,3,4,5,1,0,215,2920,0.025,0.149,0.122,0.091,0.093,0.101,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,3,5,5,1,0,215,1840,0.023,0.162,0.142,0.087,0.106,0.206,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,4,1,5,1,0,215,1630,0.016,0.054,0.067,0.066,0.15,0.13,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,4,2,5,1,0,215,2990,0.02,0.071,0.051,0.078,0.163,0.118,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,4,3,5,1,0,215,1500,0.022,0.056,0.146,0.086,0.156,0.122,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,4,4,5,1,0,215,1900,0.03,0.044,0.05,0.106,0.124,0.101,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,4,5,5,1,0,215,2650,0.016,0.055,0.154,0.066,0.171,0.153,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,5,1,5,1,0,215,1770,0.017,0.04,0.051,0.061,0.152,0.142,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,5,2,5,1,0,215,1510,0.02,0.059,0.076,0.069,0.153,0.128,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,5,3,5,1,0,215,2990,0.017,0.052,0.054,0.057,0.184,0.136,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,5,4,5,1,0,215,2960,0.02,0.15,0.134,0.066,0.171,0.1,0.1000000014901161,0.800000011920929,,False,0.1,5
0,0.001,5,5,5,1,0,215,2950,0.02,0.114,0.076,0.066,0.316,0.139,0.10000000149011612,0.800000011920929,,False,0.1,5
