,lr,n_split,random_sees,hidden_size,num_layer,weight_physic,Trainable_Params,epoch,train_rMSE,validation_rMSE,test_rMSE,train_shapeDTW,validation_shapeDTW,test_shapeDTW,predicted_r,predicted_y_max,smooth_alpha,ode_int,l2,genotype
0,0.001,0,1,5,1,0,215,2850,0.021,0.041,0.042,0.073,0.138,0.097,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,0,2,5,1,0,215,2410,0.028,0.036,0.036,0.084,0.129,0.079,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,0,3,5,1,0,215,1500,0.025,0.05,0.031,0.084,0.137,0.084,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,0,4,5,1,0,215,2170,0.027,0.055,0.046,0.089,0.106,0.066,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,0,5,5,1,0,215,2760,0.023,0.051,0.028,0.083,0.123,0.081,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,1,1,5,1,0,215,2840,0.016,0.073,0.061,0.051,0.206,0.129,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,1,2,5,1,0,215,2640,0.016,0.126,0.068,0.053,0.168,0.126,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,1,3,5,1,0,215,1500,0.016,0.066,0.093,0.052,0.168,0.133,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,1,4,5,1,0,215,2990,0.023,0.075,0.096,0.062,0.131,0.105,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,1,5,5,1,0,215,2090,0.018,0.061,0.069,0.055,0.131,0.135,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,2,1,5,1,0,215,2570,0.017,0.085,0.076,0.058,0.143,0.1,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,2,2,5,1,0,215,2700,0.023,0.118,0.074,0.063,0.171,0.085,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,2,3,5,1,0,215,1640,0.013,0.088,0.092,0.053,0.234,0.141,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,2,4,5,1,0,215,1500,0.023,0.102,0.088,0.067,0.144,0.072,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,2,5,5,1,0,215,1650,0.015,0.102,0.096,0.058,0.202,0.096,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,3,1,5,1,0,215,1820,0.02,0.093,0.093,0.07,0.081,0.134,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,3,2,5,1,0,215,2570,0.02,0.112,0.094,0.074,0.071,0.129,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,3,3,5,1,0,215,2990,0.02,0.116,0.103,0.073,0.067,0.143,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,3,4,5,1,0,215,2230,0.025,0.146,0.121,0.085,0.073,0.123,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,3,5,5,1,0,215,2980,0.022,0.128,0.121,0.079,0.069,0.165,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,4,1,5,1,0,215,1830,0.021,0.037,0.046,0.077,0.1,0.111,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,4,2,5,1,0,215,2980,0.025,0.043,0.094,0.094,0.082,0.066,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,4,3,5,1,0,215,2470,0.018,0.043,0.051,0.063,0.099,0.08,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,4,4,5,1,0,215,1780,0.03,0.025,0.082,0.101,0.068,0.077,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,4,5,5,1,0,215,2970,0.02,0.04,0.145,0.084,0.107,0.124,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,5,1,5,1,0,215,1620,0.024,0.096,0.055,0.082,0.208,0.128,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,5,2,5,1,0,215,1650,0.023,0.128,0.095,0.077,0.147,0.063,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,5,3,5,1,0,215,1580,0.017,0.115,0.106,0.065,0.144,0.078,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,5,4,5,1,0,215,1810,0.02,0.147,0.107,0.068,0.144,0.075,0.1000000014901161,0.800000011920929,,False,0.1,122
0,0.001,5,5,5,1,0,215,1500,0.02,0.095,0.08,0.069,0.174,0.06,0.10000000149011612,0.800000011920929,,False,0.1,122
