,106,122,133,17,2,218,254,282,294,30,301,302,33,335,339,341,362,5,6,106,122,133,17,2,218,254,282,294,30,301,302,33,335,339,341,362,5,6
0,0.047190037,0.013729755,0.0066820756,0.025189124,0.017406441,0.031565476,0.014277771,0.03807454,0.045269527,0.052467074,0.04388528,0.0038663298,0.04326285,0.021750618,0.0015983768,0.006817125,0.054440685,0.03960381,0.057278138,0.047190037,0.013729755,0.0066820756,0.025189124,0.017406441,0.031565476,0.014277771,0.03807454,0.045269527,0.052467074,0.04388528,0.0038663298,0.04326285,0.021750618,0.0015983768,0.006817125,0.054440685,0.039603826,0.057278123
1,-0.00037697787,-0.0006876391,-0.00078205747,-0.000596987,-0.0006748137,-0.0005163646,-0.0006172641,-0.00046813296,-0.00039618288,-0.0003242075,-0.00041002536,-0.0008102147,-0.00041624982,-0.00060917693,-0.00071159215,-0.0007574415,-0.00030447144,-0.0004528402,-0.0002760971,-0.00037697787,-0.0006876391,-0.00078205747,-0.000596987,-0.0006748137,-0.0005163646,-0.0006172641,-0.00046813296,-0.00039618288,-0.0003242075,-0.00041002536,-0.0008102147,-0.00041624982,-0.00060917693,-0.00071159215,-0.0007574415,-0.00030447144,-0.00045284012,-0.0002760968
2,-0.0011287506,-0.0014158665,-0.0015153316,-0.0013487596,-0.0014265865,-0.001244592,-0.0013454915,-0.0012199056,-0.0011479554,-0.0010759801,-0.0011617978,-0.0015501238,-0.0011680223,-0.0013374041,-0.0014398197,-0.0014856689,-0.0010562439,-0.001204613,-0.0010278698,-0.0011287506,-0.0014158665,-0.0015153316,-0.0013487596,-0.0014265865,-0.001244592,-0.0013454915,-0.0012199056,-0.0011479554,-0.0010759801,-0.0011617978,-0.0015501238,-0.0011680223,-0.0013374041,-0.0014398197,-0.0014856689,-0.0010562439,-0.001204613,-0.0010278698
3,-0.001714805,-0.0018845691,-0.0018494324,-0.0019244197,-0.001844211,-0.0018111608,-0.0018815178,-0.0017999491,-0.0016965043,-0.0015932306,-0.0017478527,-0.0019462557,-0.0017540769,-0.0018243808,-0.0018242382,-0.0018886238,-0.0016319008,-0.0017102159,-0.0016139237,-0.001714805,-0.0018845691,-0.0018494324,-0.0019244197,-0.001844211,-0.0018111608,-0.0018815178,-0.0017999491,-0.0016965043,-0.0015932306,-0.0017478527,-0.0019462557,-0.0017540769,-0.0018243808,-0.0018242382,-0.0018886238,-0.0016319008,-0.0017102159,-0.0016139237
4,-0.0020385797,-0.0020769967,-0.0019552025,-0.0022248079,-0.0019499814,-0.0020418763,-0.0020739455,-0.0020840045,-0.0019034172,-0.0017856583,-0.00208116,-0.0020600301,-0.0020337128,-0.0020168084,-0.0020166659,-0.0020545558,-0.0018388139,-0.0019026436,-0.0020365492,-0.0020385797,-0.0020769967,-0.0019552025,-0.0022248079,-0.0019499814,-0.0020418763,-0.0020739455,-0.0020840045,-0.0019034172,-0.0017856583,-0.00208116,-0.0020600301,-0.0020337128,-0.0020168084,-0.0020166659,-0.0020545558,-0.0018388139,-0.0019026436,-0.0020365492
5,-0.0021719767,-0.0021895177,-0.0020278185,-0.0023200351,-0.0020225968,-0.0021739344,-0.0022060038,-0.0022160623,-0.0020080232,-0.0019177163,-0.0022173724,-0.0021326456,-0.0021657713,-0.0021488667,-0.0021038793,-0.0021271715,-0.0019807355,-0.0020347019,-0.0023265758,-0.0021719767,-0.0021895177,-0.0020278185,-0.0023200351,-0.0020225968,-0.0021739344,-0.0022060038,-0.0022160623,-0.0020080232,-0.0019177163,-0.0022173724,-0.0021326456,-0.0021657713,-0.0021488667,-0.0021038793,-0.0021271715,-0.0019807355,-0.0020347019,-0.0023265756
6,-0.0022589625,-0.0022374035,-0.002075704,-0.0023679212,-0.0020704828,-0.0022609206,-0.0022929895,-0.0023030485,-0.0020619854,-0.0020047026,-0.002291147,-0.0021805312,-0.0022527569,-0.0022343043,-0.002151765,-0.002175057,-0.0020553342,-0.0021191207,-0.002515859,-0.0022589625,-0.0022374035,-0.002075704,-0.0023679212,-0.0020704828,-0.0022609206,-0.0022929895,-0.0023030485,-0.0020619854,-0.0020047026,-0.002291147,-0.0021805312,-0.0022527569,-0.0022343043,-0.002151765,-0.002175057,-0.0020553342,-0.0021191207,-0.0025158587
7,-0.0023043007,-0.0022671975,-0.0021054978,-0.0023977149,-0.0021002768,-0.0023149075,-0.0023384935,-0.0023339838,-0.0020935903,-0.002058689,-0.0023209408,-0.0022103253,-0.0022828458,-0.0022640987,-0.002181559,-0.0022048512,-0.0020882431,-0.002148915,-0.0026309458,-0.0023043007,-0.0022671975,-0.0021054978,-0.0023977149,-0.0021002768,-0.0023149075,-0.0023384935,-0.0023339838,-0.0020935903,-0.002058689,-0.0023209408,-0.0022103253,-0.0022828458,-0.0022640987,-0.002181559,-0.0022048512,-0.0020882431,-0.002148915,-0.0026309453
8,-0.0023206258,-0.002283522,-0.0021218227,-0.0024140398,-0.0021166012,-0.0023443145,-0.0023548184,-0.0023503085,-0.002109915,-0.0020880965,-0.0023372658,-0.0022266502,-0.0022991705,-0.0022804234,-0.0021978836,-0.002221176,-0.0021053855,-0.0021652398,-0.0026941558,-0.0023206258,-0.002283522,-0.0021218227,-0.0024140398,-0.0021166012,-0.0023443145,-0.0023548184,-0.0023503085,-0.002109915,-0.0020880965,-0.0023372658,-0.0022266502,-0.0022991705,-0.0022804234,-0.0021978836,-0.002221176,-0.0021053855,-0.0021652398,-0.0026941556
